Sample Name, Recombined Chromosome, Recombination Start Site (bp), Recombination End Site (bp), Recombination Event Length (bp), IGV start position, IGV end position, Marker Cat ID#
P6xSC_P14_B1_196,Ca21chr6_C_albicans_SC5314,217785,204486,13299,Ca21chr6_C_albicans_SC5314:217785,Ca21chr6_C_albicans_SC5314:204486,2545
P6xSC_P14_B1_196,Ca21chr6_C_albicans_SC5314,204486,16572,204486,Ca21chr6_C_albicans_SC5314:204486,Ca21chr6_C_albicans_SC5314:16572,208
P6xSC_P15_B2_180,Ca21chr1_C_albicans_SC5314,1345793,1336307,9486,Ca21chr1_C_albicans_SC5314:1345793,Ca21chr1_C_albicans_SC5314:1336307,2090
P6xSC_P15_B2_180,Ca21chr1_C_albicans_SC5314,1336307,355539,980768,Ca21chr1_C_albicans_SC5314:1336307,Ca21chr1_C_albicans_SC5314:355539,244
P6xSC_P15_B2_180,Ca21chr1_C_albicans_SC5314,355539,343770,11769,Ca21chr1_C_albicans_SC5314:355539,Ca21chr1_C_albicans_SC5314:343770,300
P6xSC_P15_B2_180,Ca21chr1_C_albicans_SC5314,343770,140213,343770,Ca21chr1_C_albicans_SC5314:343770,Ca21chr1_C_albicans_SC5314:140213,388
P6xSC_P15_B2_180,Ca21chr6_C_albicans_SC5314,936425,936422,3,Ca21chr6_C_albicans_SC5314:936425,Ca21chr6_C_albicans_SC5314:936422,432
P6xSC_P15_B2_180,Ca21chr6_C_albicans_SC5314,936422,780168,156254,Ca21chr6_C_albicans_SC5314:936422,Ca21chr6_C_albicans_SC5314:780168,2003
P6xSC_P15_B2_180,Ca21chr6_C_albicans_SC5314,780168,762439,17729,Ca21chr6_C_albicans_SC5314:780168,Ca21chr6_C_albicans_SC5314:762439,2007
P6xSC_P15_B2_180,Ca21chr6_C_albicans_SC5314,762439,643004,119435,Ca21chr6_C_albicans_SC5314:762439,Ca21chr6_C_albicans_SC5314:643004,2074
P6xSC_P15_B2_180,Ca21chr6_C_albicans_SC5314,643004,615807,27197,Ca21chr6_C_albicans_SC5314:643004,Ca21chr6_C_albicans_SC5314:615807,2076
P6xSC_P15_B2_180,Ca21chr6_C_albicans_SC5314,615807,602948,12859,Ca21chr6_C_albicans_SC5314:615807,Ca21chr6_C_albicans_SC5314:602948,2082
P6xSC_P15_B2_180,Ca21chr6_C_albicans_SC5314,602948,587007,15941,Ca21chr6_C_albicans_SC5314:602948,Ca21chr6_C_albicans_SC5314:587007,2092
P6xSC_P15_B2_180,Ca21chr6_C_albicans_SC5314,587007,514584,72423,Ca21chr6_C_albicans_SC5314:587007,Ca21chr6_C_albicans_SC5314:514584,2191
P6xSC_P15_B2_180,Ca21chr6_C_albicans_SC5314,514584,462156,52428,Ca21chr6_C_albicans_SC5314:514584,Ca21chr6_C_albicans_SC5314:462156,2241
P6xSC_P15_B2_180,Ca21chr6_C_albicans_SC5314,462156,217785,244371,Ca21chr6_C_albicans_SC5314:462156,Ca21chr6_C_albicans_SC5314:217785,2532
P6xSC_P15_B2_180,Ca21chr6_C_albicans_SC5314,217785,204486,13299,Ca21chr6_C_albicans_SC5314:217785,Ca21chr6_C_albicans_SC5314:204486,2540
P6xSC_P15_B2_180,Ca21chr6_C_albicans_SC5314,204486,183165,21321,Ca21chr6_C_albicans_SC5314:204486,Ca21chr6_C_albicans_SC5314:183165,2614
P6xSC_P15_B2_180,Ca21chr6_C_albicans_SC5314,183165,172638,10527,Ca21chr6_C_albicans_SC5314:183165,Ca21chr6_C_albicans_SC5314:172638,9
P6xSC_P15_B2_180,Ca21chr6_C_albicans_SC5314,172638,16572,172638,Ca21chr6_C_albicans_SC5314:172638,Ca21chr6_C_albicans_SC5314:16572,54
P6xSC_P16_B3_164,Ca21chr1_C_albicans_SC5314,1397640,1395146,2494,Ca21chr1_C_albicans_SC5314:1397640,Ca21chr1_C_albicans_SC5314:1395146,2077
P6xSC_P16_B3_164,Ca21chr1_C_albicans_SC5314,1395146,355539,1039607,Ca21chr1_C_albicans_SC5314:1395146,Ca21chr1_C_albicans_SC5314:355539,209
P6xSC_P16_B3_164,Ca21chr1_C_albicans_SC5314,355539,343770,11769,Ca21chr1_C_albicans_SC5314:355539,Ca21chr1_C_albicans_SC5314:343770,228
P6xSC_P16_B3_164,Ca21chr1_C_albicans_SC5314,343770,151196,343770,Ca21chr1_C_albicans_SC5314:343770,Ca21chr1_C_albicans_SC5314:151196,309
P6xSC_P16_B3_164,Ca21chr4_C_albicans_SC5314,1588018,1591307,3289,Ca21chr4_C_albicans_SC5314:1588018,Ca21chr4_C_albicans_SC5314:1591307,2181
P6xSC_P16_B3_164,Ca21chr4_C_albicans_SC5314,1588018,1591307,8693,Ca21chr4_C_albicans_SC5314:1588018,Ca21chr4_C_albicans_SC5314:1591307,2181
P6xSC_P16_B3_164,Ca21chr6_C_albicans_SC5314,936425,904727,31698,Ca21chr6_C_albicans_SC5314:936425,Ca21chr6_C_albicans_SC5314:904727,432
P6xSC_P16_B3_164,Ca21chr6_C_albicans_SC5314,904727,643004,261723,Ca21chr6_C_albicans_SC5314:904727,Ca21chr6_C_albicans_SC5314:643004,2039
P6xSC_P16_B3_164,Ca21chr6_C_albicans_SC5314,643004,615807,27197,Ca21chr6_C_albicans_SC5314:643004,Ca21chr6_C_albicans_SC5314:615807,2069
P6xSC_P16_B3_164,Ca21chr6_C_albicans_SC5314,615807,602948,12859,Ca21chr6_C_albicans_SC5314:615807,Ca21chr6_C_albicans_SC5314:602948,2076
P6xSC_P16_B3_164,Ca21chr6_C_albicans_SC5314,602948,587007,15941,Ca21chr6_C_albicans_SC5314:602948,Ca21chr6_C_albicans_SC5314:587007,2082
P6xSC_P16_B3_164,Ca21chr6_C_albicans_SC5314,587007,514584,72423,Ca21chr6_C_albicans_SC5314:587007,Ca21chr6_C_albicans_SC5314:514584,2169
P6xSC_P16_B3_164,Ca21chr6_C_albicans_SC5314,514584,462156,52428,Ca21chr6_C_albicans_SC5314:514584,Ca21chr6_C_albicans_SC5314:462156,2181
P6xSC_P16_B3_164,Ca21chr6_C_albicans_SC5314,462156,217785,244371,Ca21chr6_C_albicans_SC5314:462156,Ca21chr6_C_albicans_SC5314:217785,2467
P6xSC_P16_B3_164,Ca21chr6_C_albicans_SC5314,217785,204486,13299,Ca21chr6_C_albicans_SC5314:217785,Ca21chr6_C_albicans_SC5314:204486,2499
P6xSC_P16_B3_164,Ca21chr6_C_albicans_SC5314,204486,183165,21321,Ca21chr6_C_albicans_SC5314:204486,Ca21chr6_C_albicans_SC5314:183165,2545
P6xSC_P16_B3_164,Ca21chr6_C_albicans_SC5314,183165,172638,10527,Ca21chr6_C_albicans_SC5314:183165,Ca21chr6_C_albicans_SC5314:172638,2604
P6xSC_P16_B3_164,Ca21chr6_C_albicans_SC5314,172638,16572,172638,Ca21chr6_C_albicans_SC5314:172638,Ca21chr6_C_albicans_SC5314:16572,46
P6xSC_P20_B7_144,Ca21chr1_C_albicans_SC5314,355539,343770,11769,Ca21chr1_C_albicans_SC5314:355539,Ca21chr1_C_albicans_SC5314:343770,353
P6xSC_P20_B7_144,Ca21chr1_C_albicans_SC5314,343770,140213,343770,Ca21chr1_C_albicans_SC5314:343770,Ca21chr1_C_albicans_SC5314:140213,400
P6xSC_P20_B7_144,Ca21chr1_C_albicans_SC5314,2267886,2282805,14919,Ca21chr1_C_albicans_SC5314:2267886,Ca21chr1_C_albicans_SC5314:2282805,2618
P6xSC_P20_B7_144,Ca21chr1_C_albicans_SC5314,2282805,3177404,907195,Ca21chr1_C_albicans_SC5314:2282805,Ca21chr1_C_albicans_SC5314:3177404,727
P6xSC_P20_B7_144,Ca21chr4_C_albicans_SC5314,1588018,1591307,3289,Ca21chr4_C_albicans_SC5314:1588018,Ca21chr4_C_albicans_SC5314:1591307,2241
P6xSC_P20_B7_144,Ca21chr4_C_albicans_SC5314,1588018,1591307,8693,Ca21chr4_C_albicans_SC5314:1588018,Ca21chr4_C_albicans_SC5314:1591307,2241
P6xSC_P20_B7_144,Ca21chr6_C_albicans_SC5314,936425,936422,3,Ca21chr6_C_albicans_SC5314:936425,Ca21chr6_C_albicans_SC5314:936422,432
P6xSC_P20_B7_144,Ca21chr6_C_albicans_SC5314,936422,780168,156254,Ca21chr6_C_albicans_SC5314:936422,Ca21chr6_C_albicans_SC5314:780168,2003
P6xSC_P20_B7_144,Ca21chr6_C_albicans_SC5314,780168,762439,17729,Ca21chr6_C_albicans_SC5314:780168,Ca21chr6_C_albicans_SC5314:762439,2007
P6xSC_P20_B7_144,Ca21chr6_C_albicans_SC5314,762439,643004,119435,Ca21chr6_C_albicans_SC5314:762439,Ca21chr6_C_albicans_SC5314:643004,2074
P6xSC_P20_B7_144,Ca21chr6_C_albicans_SC5314,643004,615807,27197,Ca21chr6_C_albicans_SC5314:643004,Ca21chr6_C_albicans_SC5314:615807,2076
P6xSC_P20_B7_144,Ca21chr6_C_albicans_SC5314,615807,602948,12859,Ca21chr6_C_albicans_SC5314:615807,Ca21chr6_C_albicans_SC5314:602948,2082
P6xSC_P20_B7_144,Ca21chr6_C_albicans_SC5314,602948,587007,15941,Ca21chr6_C_albicans_SC5314:602948,Ca21chr6_C_albicans_SC5314:587007,2092
P6xSC_P20_B7_144,Ca21chr6_C_albicans_SC5314,587007,514584,72423,Ca21chr6_C_albicans_SC5314:587007,Ca21chr6_C_albicans_SC5314:514584,2191
P6xSC_P20_B7_144,Ca21chr6_C_albicans_SC5314,514584,462156,52428,Ca21chr6_C_albicans_SC5314:514584,Ca21chr6_C_albicans_SC5314:462156,2241
P6xSC_P20_B7_144,Ca21chr6_C_albicans_SC5314,462156,217785,244371,Ca21chr6_C_albicans_SC5314:462156,Ca21chr6_C_albicans_SC5314:217785,2540
P6xSC_P20_B7_144,Ca21chr6_C_albicans_SC5314,217785,204486,13299,Ca21chr6_C_albicans_SC5314:217785,Ca21chr6_C_albicans_SC5314:204486,2544
P6xSC_P20_B7_144,Ca21chr6_C_albicans_SC5314,204486,183165,21321,Ca21chr6_C_albicans_SC5314:204486,Ca21chr6_C_albicans_SC5314:183165,2618
P6xSC_P20_B7_144,Ca21chr6_C_albicans_SC5314,183165,172638,10527,Ca21chr6_C_albicans_SC5314:183165,Ca21chr6_C_albicans_SC5314:172638,15
P6xSC_P20_B7_144,Ca21chr6_C_albicans_SC5314,172638,16572,172638,Ca21chr6_C_albicans_SC5314:172638,Ca21chr6_C_albicans_SC5314:16572,190
P6xSC_P21_B8_116,Ca21chr3_C_albicans_SC5314,209395,161198,48197,Ca21chr3_C_albicans_SC5314:209395,Ca21chr3_C_albicans_SC5314:161198,2069
P6xSC_P21_B8_116,Ca21chr3_C_albicans_SC5314,161198,12891,161198,Ca21chr3_C_albicans_SC5314:161198,Ca21chr3_C_albicans_SC5314:12891,2145
P6xSC_P21_B8_116,Ca21chr6_C_albicans_SC5314,643004,608422,34582,Ca21chr6_C_albicans_SC5314:643004,Ca21chr6_C_albicans_SC5314:608422,1992
P6xSC_P21_B8_116,Ca21chr6_C_albicans_SC5314,608422,602948,5474,Ca21chr6_C_albicans_SC5314:608422,Ca21chr6_C_albicans_SC5314:602948,1996
P6xSC_P21_B8_116,Ca21chr6_C_albicans_SC5314,602948,587007,15941,Ca21chr6_C_albicans_SC5314:602948,Ca21chr6_C_albicans_SC5314:587007,2003
P6xSC_P21_B8_116,Ca21chr6_C_albicans_SC5314,587007,514584,72423,Ca21chr6_C_albicans_SC5314:587007,Ca21chr6_C_albicans_SC5314:514584,2012
P6xSC_P21_B8_116,Ca21chr6_C_albicans_SC5314,514584,462156,52428,Ca21chr6_C_albicans_SC5314:514584,Ca21chr6_C_albicans_SC5314:462156,2025
P6xSC_P21_B8_116,Ca21chr6_C_albicans_SC5314,462156,183165,278991,Ca21chr6_C_albicans_SC5314:462156,Ca21chr6_C_albicans_SC5314:183165,2092
P6xSC_P21_B8_116,Ca21chr6_C_albicans_SC5314,183165,172638,10527,Ca21chr6_C_albicans_SC5314:183165,Ca21chr6_C_albicans_SC5314:172638,2112
P6xSC_P21_B8_116,Ca21chr6_C_albicans_SC5314,172638,16572,172638,Ca21chr6_C_albicans_SC5314:172638,Ca21chr6_C_albicans_SC5314:16572,2241
P6xSC_P21_B8_116,Ca21chrR_C_albicans_SC5314,1450462,70677,1450462,Ca21chrR_C_albicans_SC5314:1450462,Ca21chrR_C_albicans_SC5314:70677,2076
P6xSC_P23_B10_144,Ca21chr1_C_albicans_SC5314,367868,343770,24098,Ca21chr1_C_albicans_SC5314:367868,Ca21chr1_C_albicans_SC5314:343770,2407
P6xSC_P23_B10_144,Ca21chr1_C_albicans_SC5314,343770,140213,343770,Ca21chr1_C_albicans_SC5314:343770,Ca21chr1_C_albicans_SC5314:140213,2466
P6xSC_P23_B10_144,Ca21chr1_C_albicans_SC5314,1679932,1768491,88559,Ca21chr1_C_albicans_SC5314:1679932,Ca21chr1_C_albicans_SC5314:1768491,1992
P6xSC_P23_B10_144,Ca21chr1_C_albicans_SC5314,1768491,3177404,1421509,Ca21chr1_C_albicans_SC5314:1768491,Ca21chr1_C_albicans_SC5314:3177404,243
P6xSC_P23_B10_144,Ca21chr3_C_albicans_SC5314,209395,161198,48197,Ca21chr3_C_albicans_SC5314:209395,Ca21chr3_C_albicans_SC5314:161198,2082
P6xSC_P23_B10_144,Ca21chr3_C_albicans_SC5314,161198,12891,161198,Ca21chr3_C_albicans_SC5314:161198,Ca21chr3_C_albicans_SC5314:12891,2241
P6xSC_P23_B10_144,Ca21chr6_C_albicans_SC5314,643004,608422,34582,Ca21chr6_C_albicans_SC5314:643004,Ca21chr6_C_albicans_SC5314:608422,1596
P6xSC_P23_B10_144,Ca21chr6_C_albicans_SC5314,608422,602948,5474,Ca21chr6_C_albicans_SC5314:608422,Ca21chr6_C_albicans_SC5314:602948,1992
P6xSC_P23_B10_144,Ca21chr6_C_albicans_SC5314,602948,587007,15941,Ca21chr6_C_albicans_SC5314:602948,Ca21chr6_C_albicans_SC5314:587007,1996
P6xSC_P23_B10_144,Ca21chr6_C_albicans_SC5314,587007,514584,72423,Ca21chr6_C_albicans_SC5314:587007,Ca21chr6_C_albicans_SC5314:514584,2012
P6xSC_P23_B10_144,Ca21chr6_C_albicans_SC5314,514584,462156,52428,Ca21chr6_C_albicans_SC5314:514584,Ca21chr6_C_albicans_SC5314:462156,2025
P6xSC_P23_B10_144,Ca21chr6_C_albicans_SC5314,462156,183165,278991,Ca21chr6_C_albicans_SC5314:462156,Ca21chr6_C_albicans_SC5314:183165,2112
P6xSC_P23_B10_144,Ca21chr6_C_albicans_SC5314,183165,172638,10527,Ca21chr6_C_albicans_SC5314:183165,Ca21chr6_C_albicans_SC5314:172638,2145
P6xSC_P23_B10_144,Ca21chr6_C_albicans_SC5314,172638,16572,172638,Ca21chr6_C_albicans_SC5314:172638,Ca21chr6_C_albicans_SC5314:16572,2191
P6xSC_P24_B11_156,Ca21chr1_C_albicans_SC5314,367868,360421,7447,Ca21chr1_C_albicans_SC5314:367868,Ca21chr1_C_albicans_SC5314:360421,2421
P6xSC_P24_B11_156,Ca21chr1_C_albicans_SC5314,360421,140213,360421,Ca21chr1_C_albicans_SC5314:360421,Ca21chr1_C_albicans_SC5314:140213,2467
P6xSC_P24_B11_156,Ca21chr3_C_albicans_SC5314,209395,161198,48197,Ca21chr3_C_albicans_SC5314:209395,Ca21chr3_C_albicans_SC5314:161198,2077
P6xSC_P24_B11_156,Ca21chr3_C_albicans_SC5314,161198,12891,161198,Ca21chr3_C_albicans_SC5314:161198,Ca21chr3_C_albicans_SC5314:12891,2191
P6xSC_P24_B11_156,Ca21chr6_C_albicans_SC5314,643004,608422,34582,Ca21chr6_C_albicans_SC5314:643004,Ca21chr6_C_albicans_SC5314:608422,1996
P6xSC_P24_B11_156,Ca21chr6_C_albicans_SC5314,608422,587010,21412,Ca21chr6_C_albicans_SC5314:608422,Ca21chr6_C_albicans_SC5314:587010,2003
P6xSC_P24_B11_156,Ca21chr6_C_albicans_SC5314,587010,587007,3,Ca21chr6_C_albicans_SC5314:587010,Ca21chr6_C_albicans_SC5314:587007,2007
P6xSC_P24_B11_156,Ca21chr6_C_albicans_SC5314,587007,183165,403842,Ca21chr6_C_albicans_SC5314:587007,Ca21chr6_C_albicans_SC5314:183165,2145
P6xSC_P24_B11_156,Ca21chr6_C_albicans_SC5314,183165,172638,10527,Ca21chr6_C_albicans_SC5314:183165,Ca21chr6_C_albicans_SC5314:172638,2169
P6xSC_P24_B11_156,Ca21chr6_C_albicans_SC5314,172638,23871,172638,Ca21chr6_C_albicans_SC5314:172638,Ca21chr6_C_albicans_SC5314:23871,2191
P6xSC_P25_B12_118,Ca21chr1_C_albicans_SC5314,355539,343770,11769,Ca21chr1_C_albicans_SC5314:355539,Ca21chr1_C_albicans_SC5314:343770,15
P6xSC_P25_B12_118,Ca21chr1_C_albicans_SC5314,343770,151196,343770,Ca21chr1_C_albicans_SC5314:343770,Ca21chr1_C_albicans_SC5314:151196,54
P6xSC_P25_B12_118,Ca21chr2_C_albicans_SC5314,712505,619998,92507,Ca21chr2_C_albicans_SC5314:712505,Ca21chr2_C_albicans_SC5314:619998,2307
P6xSC_P25_B12_118,Ca21chr2_C_albicans_SC5314,619998,369569,250429,Ca21chr2_C_albicans_SC5314:619998,Ca21chr2_C_albicans_SC5314:369569,2407
P6xSC_P25_B12_118,Ca21chr2_C_albicans_SC5314,369569,296487,73082,Ca21chr2_C_albicans_SC5314:369569,Ca21chr2_C_albicans_SC5314:296487,2421
P6xSC_P25_B12_118,Ca21chr2_C_albicans_SC5314,296487,8421,296487,Ca21chr2_C_albicans_SC5314:296487,Ca21chr2_C_albicans_SC5314:8421,2499
P6xSC_P25_B12_118,Ca21chr6_C_albicans_SC5314,936425,936422,3,Ca21chr6_C_albicans_SC5314:936425,Ca21chr6_C_albicans_SC5314:936422,432
P6xSC_P25_B12_118,Ca21chr6_C_albicans_SC5314,936422,780168,156254,Ca21chr6_C_albicans_SC5314:936422,Ca21chr6_C_albicans_SC5314:780168,2003
P6xSC_P25_B12_118,Ca21chr6_C_albicans_SC5314,780168,762439,17729,Ca21chr6_C_albicans_SC5314:780168,Ca21chr6_C_albicans_SC5314:762439,2007
P6xSC_P25_B12_118,Ca21chr6_C_albicans_SC5314,762439,643004,119435,Ca21chr6_C_albicans_SC5314:762439,Ca21chr6_C_albicans_SC5314:643004,2074
P6xSC_P25_B12_118,Ca21chr6_C_albicans_SC5314,643004,615807,27197,Ca21chr6_C_albicans_SC5314:643004,Ca21chr6_C_albicans_SC5314:615807,2076
P6xSC_P25_B12_118,Ca21chr6_C_albicans_SC5314,615807,602948,12859,Ca21chr6_C_albicans_SC5314:615807,Ca21chr6_C_albicans_SC5314:602948,2082
P6xSC_P25_B12_118,Ca21chr6_C_albicans_SC5314,602948,587007,15941,Ca21chr6_C_albicans_SC5314:602948,Ca21chr6_C_albicans_SC5314:587007,2092
P6xSC_P25_B12_118,Ca21chr6_C_albicans_SC5314,587007,514584,72423,Ca21chr6_C_albicans_SC5314:587007,Ca21chr6_C_albicans_SC5314:514584,2191
P6xSC_P25_B12_118,Ca21chr6_C_albicans_SC5314,514584,462156,52428,Ca21chr6_C_albicans_SC5314:514584,Ca21chr6_C_albicans_SC5314:462156,2241
P6xSC_P25_B12_118,Ca21chr6_C_albicans_SC5314,462156,217785,244371,Ca21chr6_C_albicans_SC5314:462156,Ca21chr6_C_albicans_SC5314:217785,2540
P6xSC_P25_B12_118,Ca21chr6_C_albicans_SC5314,217785,204486,13299,Ca21chr6_C_albicans_SC5314:217785,Ca21chr6_C_albicans_SC5314:204486,2544
P6xSC_P25_B12_118,Ca21chr6_C_albicans_SC5314,204486,183165,21321,Ca21chr6_C_albicans_SC5314:204486,Ca21chr6_C_albicans_SC5314:183165,2614
P6xSC_P25_B12_118,Ca21chr6_C_albicans_SC5314,183165,172638,10527,Ca21chr6_C_albicans_SC5314:183165,Ca21chr6_C_albicans_SC5314:172638,9
P6xSC_P25_B12_118,Ca21chr6_C_albicans_SC5314,172638,16572,172638,Ca21chr6_C_albicans_SC5314:172638,Ca21chr6_C_albicans_SC5314:16572,54
P6xSC_P26_C1_198,Ca21chr1_C_albicans_SC5314,355539,343770,11769,Ca21chr1_C_albicans_SC5314:355539,Ca21chr1_C_albicans_SC5314:343770,350
P6xSC_P26_C1_198,Ca21chr1_C_albicans_SC5314,343770,140213,343770,Ca21chr1_C_albicans_SC5314:343770,Ca21chr1_C_albicans_SC5314:140213,398
P6xSC_P26_C1_198,Ca21chr3_C_albicans_SC5314,209395,161198,48197,Ca21chr3_C_albicans_SC5314:209395,Ca21chr3_C_albicans_SC5314:161198,2181
P6xSC_P26_C1_198,Ca21chr3_C_albicans_SC5314,161198,12891,161198,Ca21chr3_C_albicans_SC5314:161198,Ca21chr3_C_albicans_SC5314:12891,2445
P6xSC_P26_C1_198,Ca21chr6_C_albicans_SC5314,936425,936422,3,Ca21chr6_C_albicans_SC5314:936425,Ca21chr6_C_albicans_SC5314:936422,432
P6xSC_P26_C1_198,Ca21chr6_C_albicans_SC5314,936422,780168,156254,Ca21chr6_C_albicans_SC5314:936422,Ca21chr6_C_albicans_SC5314:780168,2003
P6xSC_P26_C1_198,Ca21chr6_C_albicans_SC5314,780168,762439,17729,Ca21chr6_C_albicans_SC5314:780168,Ca21chr6_C_albicans_SC5314:762439,2007
P6xSC_P26_C1_198,Ca21chr6_C_albicans_SC5314,762439,643004,119435,Ca21chr6_C_albicans_SC5314:762439,Ca21chr6_C_albicans_SC5314:643004,2074
P6xSC_P26_C1_198,Ca21chr6_C_albicans_SC5314,643004,615807,27197,Ca21chr6_C_albicans_SC5314:643004,Ca21chr6_C_albicans_SC5314:615807,2076
P6xSC_P26_C1_198,Ca21chr6_C_albicans_SC5314,615807,602948,12859,Ca21chr6_C_albicans_SC5314:615807,Ca21chr6_C_albicans_SC5314:602948,2082
P6xSC_P26_C1_198,Ca21chr6_C_albicans_SC5314,602948,587007,15941,Ca21chr6_C_albicans_SC5314:602948,Ca21chr6_C_albicans_SC5314:587007,2092
P6xSC_P26_C1_198,Ca21chr6_C_albicans_SC5314,587007,514584,72423,Ca21chr6_C_albicans_SC5314:587007,Ca21chr6_C_albicans_SC5314:514584,2191
P6xSC_P26_C1_198,Ca21chr6_C_albicans_SC5314,514584,462156,52428,Ca21chr6_C_albicans_SC5314:514584,Ca21chr6_C_albicans_SC5314:462156,2241
P6xSC_P26_C1_198,Ca21chr6_C_albicans_SC5314,462156,217785,244371,Ca21chr6_C_albicans_SC5314:462156,Ca21chr6_C_albicans_SC5314:217785,2532
P6xSC_P26_C1_198,Ca21chr6_C_albicans_SC5314,217785,204486,13299,Ca21chr6_C_albicans_SC5314:217785,Ca21chr6_C_albicans_SC5314:204486,2540
P6xSC_P26_C1_198,Ca21chr6_C_albicans_SC5314,204486,183165,21321,Ca21chr6_C_albicans_SC5314:204486,Ca21chr6_C_albicans_SC5314:183165,2614
