chromosome,position,absolute_pos,cumulative_recom_cnt,chromosome_arm 
Ca21chr1_C_albicans_SC5314,2210455,2210455,95,right
Ca21chr1_C_albicans_SC5314,2219548,2219548,96,right
Ca21chr1_C_albicans_SC5314,2220634,2220634,97,right
Ca21chr1_C_albicans_SC5314,2229178,2229178,98,right
Ca21chr1_C_albicans_SC5314,2267886,2267886,100,right
Ca21chr1_C_albicans_SC5314,2282805,2282805,104,right
Ca21chr1_C_albicans_SC5314,2309057,2309057,106,right
Ca21chr1_C_albicans_SC5314,2356969,2356969,109,right
Ca21chr1_C_albicans_SC5314,2387679,2387679,112,right
Ca21chr1_C_albicans_SC5314,2420629,2420629,115,right
Ca21chr1_C_albicans_SC5314,2424695,2424695,118,right
Ca21chr1_C_albicans_SC5314,2954530,2954530,119,right
Ca21chr1_C_albicans_SC5314,2998485,2998485,120,right
Ca21chr4_C_albicans_SC5314,223923,7443923,10,left
Ca21chr4_C_albicans_SC5314,330385,7550385,8,left
Ca21chr4_C_albicans_SC5314,550956,7770956,6,left
Ca21chr4_C_albicans_SC5314,563801,7783801,5,left
Ca21chr4_C_albicans_SC5314,861247,8081247,4,left
Ca21chr4_C_albicans_SC5314,866099,8086099,2,left
Ca21chr4_C_albicans_SC5314,994398,8214398,0,left
Ca21chr4_C_albicans_SC5314,994398,8214398,0,right
Ca21chr4_C_albicans_SC5314,1588018,8808018,6,right
Ca21chr4_C_albicans_SC5314,1591307,8811307,15,right
Ca21chr6_C_albicans_SC5314,23871,10033871,394,left
Ca21chr6_C_albicans_SC5314,122161,10132161,393,left
Ca21chr6_C_albicans_SC5314,122164,10132164,392,left
Ca21chr6_C_albicans_SC5314,146907,10156907,387,left
Ca21chr6_C_albicans_SC5314,172638,10182638,384,left
Ca21chr6_C_albicans_SC5314,182053,10192053,358,left
Ca21chr6_C_albicans_SC5314,183165,10193165,357,left
Ca21chr6_C_albicans_SC5314,204486,10214486,324,left
Ca21chr6_C_albicans_SC5314,217785,10227785,286,left
Ca21chr6_C_albicans_SC5314,462156,10472156,248,left
Ca21chr6_C_albicans_SC5314,514584,10524584,217,left
Ca21chr6_C_albicans_SC5314,587007,10597007,186,left
Ca21chr6_C_albicans_SC5314,587010,10597010,155,left
Ca21chr6_C_albicans_SC5314,602948,10612948,150,left
Ca21chr6_C_albicans_SC5314,608422,10618422,123,left
Ca21chr6_C_albicans_SC5314,615807,10625807,101,left
Ca21chr6_C_albicans_SC5314,643004,10653004,92,left
Ca21chr6_C_albicans_SC5314,762439,10772439,60,left
Ca21chr6_C_albicans_SC5314,780168,10790168,52,left
Ca21chr6_C_albicans_SC5314,891058,10901058,44,left
Ca21chr6_C_albicans_SC5314,904727,10914727,42,left
Ca21chr6_C_albicans_SC5314,936422,10946422,40,left
Ca21chr6_C_albicans_SC5314,936425,10946425,21,left
Ca21chr6_C_albicans_SC5314,981916,10991916,0,left
Ca21chr6_C_albicans_SC5314,981916,10991916,0,right
Ca21chr3_C_albicans_SC5314,161198,5581198,30,left
Ca21chr3_C_albicans_SC5314,209395,5629395,18,left
Ca21chr3_C_albicans_SC5314,289704,5709704,6,left
Ca21chr3_C_albicans_SC5314,322720,5742720,4,left
Ca21chr3_C_albicans_SC5314,582264,6002264,2,left
Ca21chr3_C_albicans_SC5314,588540,6008540,1,left
Ca21chr3_C_albicans_SC5314,824907,6244907,0,left
Ca21chr3_C_albicans_SC5314,824907,6244907,0,right
Ca21chrR_C_albicans_SC5314,1450462,13440462,15,left
Ca21chrR_C_albicans_SC5314,1554086,13544086,8,left
Ca21chrR_C_albicans_SC5314,1604219,13594219,3,left
Ca21chrR_C_albicans_SC5314,1745427,13735427,0,left
Ca21chrR_C_albicans_SC5314,1745427,13735427,0,right
Ca21chr2_C_albicans_SC5314,38597,3228597,42,left
Ca21chr2_C_albicans_SC5314,128128,3318128,41,left
Ca21chr2_C_albicans_SC5314,240446,3430446,38,left
Ca21chr2_C_albicans_SC5314,296487,3486487,34,left
Ca21chr2_C_albicans_SC5314,369569,3559569,32,left
Ca21chr2_C_albicans_SC5314,619998,3809998,30,left
Ca21chr2_C_albicans_SC5314,712505,3902505,27,left
Ca21chr2_C_albicans_SC5314,884356,4074356,24,left
Ca21chr2_C_albicans_SC5314,897252,4087252,22,left
Ca21chr2_C_albicans_SC5314,1255116,4445116,20,left
Ca21chr2_C_albicans_SC5314,1336271,4526271,19,left
Ca21chr2_C_albicans_SC5314,1347002,4537002,18,left
Ca21chr2_C_albicans_SC5314,1368504,4558504,12,left
Ca21chr2_C_albicans_SC5314,1370979,4560979,7,left
Ca21chr2_C_albicans_SC5314,1928734,5118734,0,left
Ca21chr2_C_albicans_SC5314,1928734,5118734,0,right
Ca21chr5_C_albicans_SC5314,470230,9290230,0,left
Ca21chr5_C_albicans_SC5314,470230,9290230,0,right
Ca21chr5_C_albicans_SC5314,501961,9321961,2,right
Ca21chr5_C_albicans_SC5314,559933,9379933,3,right
Ca21chr5_C_albicans_SC5314,824602,9644602,5,right
Ca21chr5_C_albicans_SC5314,833365,9653365,7,right
Ca21chr5_C_albicans_SC5314,1115660,9935660,10,right
Ca21chr5_C_albicans_SC5314,1118424,9938424,12,right
Ca21chr7_C_albicans_SC5314,398866,11438866,1,left
Ca21chr7_C_albicans_SC5314,427262,11467262,0,left
Ca21chr7_C_albicans_SC5314,427262,11467262,0,right
