chr,chr.pos,univ.pos,a,b,h,missing,recoms
Ca21chr1_C_albicans_SC5314,930000,930000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,935000,935000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,940000,940000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,945000,945000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,950000,950000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,955000,955000,10,0,125,15,14
Ca21chr1_C_albicans_SC5314,960000,960000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,965000,965000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,970000,970000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,975000,975000,2,8,11,54,10
Ca21chr1_C_albicans_SC5314,980000,980000,8,0,31,36,9
Ca21chr1_C_albicans_SC5314,985000,985000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,990000,990000,9,0,8,58,2
Ca21chr1_C_albicans_SC5314,995000,995000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1000000,1000000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1005000,1005000,8,3,25,39,7
Ca21chr1_C_albicans_SC5314,1010000,1010000,1,0,19,55,0
Ca21chr1_C_albicans_SC5314,1015000,1015000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1020000,1020000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1025000,1025000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1030000,1030000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1035000,1035000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1040000,1040000,5,0,65,5,0
Ca21chr1_C_albicans_SC5314,1045000,1045000,6,0,42,27,3
Ca21chr1_C_albicans_SC5314,1050000,1050000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1055000,1055000,2,1,25,47,3
Ca21chr1_C_albicans_SC5314,1060000,1060000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1065000,1065000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1070000,1070000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1075000,1075000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1080000,1080000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1085000,1085000,3,0,40,32,1
Ca21chr1_C_albicans_SC5314,1090000,1090000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1095000,1095000,4,1,56,89,14
Ca21chr1_C_albicans_SC5314,1100000,1100000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1105000,1105000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1110000,1110000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1115000,1115000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1120000,1120000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1125000,1125000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1130000,1130000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1135000,1135000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1140000,1140000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1145000,1145000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1150000,1150000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1155000,1155000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1160000,1160000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1165000,1165000,19,0,32,24,15
Ca21chr1_C_albicans_SC5314,1170000,1170000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1175000,1175000,4,0,50,21,3
Ca21chr1_C_albicans_SC5314,1180000,1180000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1185000,1185000,3,0,36,36,13
Ca21chr1_C_albicans_SC5314,1190000,1190000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1195000,1195000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1200000,1200000,25,0,18,32,18
Ca21chr1_C_albicans_SC5314,1205000,1205000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1210000,1210000,11,0,112,27,4
Ca21chr1_C_albicans_SC5314,1215000,1215000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1220000,1220000,3,0,41,31,1
Ca21chr1_C_albicans_SC5314,1225000,1225000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1230000,1230000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1235000,1235000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1240000,1240000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1245000,1245000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1250000,1250000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1255000,1255000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1260000,1260000,7,0,49,19,2
Ca21chr1_C_albicans_SC5314,1265000,1265000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1270000,1270000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1275000,1275000,3,0,53,19,1
Ca21chr1_C_albicans_SC5314,1280000,1280000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1285000,1285000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1290000,1290000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1295000,1295000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1300000,1300000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1305000,1305000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1310000,1310000,9,0,114,27,8
Ca21chr1_C_albicans_SC5314,1315000,1315000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1320000,1320000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1325000,1325000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1330000,1330000,2,0,13,60,1
Ca21chr1_C_albicans_SC5314,1335000,1335000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1340000,1340000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1345000,1345000,2,0,31,117,3
Ca21chr1_C_albicans_SC5314,1350000,1350000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1355000,1355000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1360000,1360000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1365000,1365000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1370000,1370000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1375000,1375000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1380000,1380000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1385000,1385000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1390000,1390000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1395000,1395000,21,1,58,70,19
Ca21chr1_C_albicans_SC5314,1400000,1400000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1405000,1405000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1410000,1410000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1415000,1415000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1420000,1420000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1425000,1425000,1,0,20,54,2
Ca21chr1_C_albicans_SC5314,1430000,1430000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1435000,1435000,16,2,101,31,8
Ca21chr1_C_albicans_SC5314,1440000,1440000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1445000,1445000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1450000,1450000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1455000,1455000,1,0,18,56,0
Ca21chr1_C_albicans_SC5314,1460000,1460000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1465000,1465000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1470000,1470000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1475000,1475000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1480000,1480000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1485000,1485000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1490000,1490000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1495000,1495000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1500000,1500000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1505000,1505000,5,0,53,17,6
Ca21chr1_C_albicans_SC5314,1510000,1510000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1515000,1515000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1520000,1520000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1525000,1525000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1530000,1530000,16,0,104,30,8
Ca21chr1_C_albicans_SC5314,1535000,1535000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1540000,1540000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1545000,1545000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1550000,1550000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1555000,1555000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1560000,1560000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1565000,1565000,0,4,2,69,0
Ca21chr1_C_albicans_SC5314,1570000,1570000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1575000,1575000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1580000,1580000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1585000,1585000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1590000,1590000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1595000,1595000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1600000,1600000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1605000,1605000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1610000,1610000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1615000,1615000,4,0,58,13,60
Ca21chr1_C_albicans_SC5314,1620000,1620000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1625000,1625000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1630000,1630000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1635000,1635000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1640000,1640000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1645000,1645000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1650000,1650000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1655000,1655000,11,0,115,24,8
Ca21chr1_C_albicans_SC5314,1660000,1660000,3,0,45,27,0
Ca21chr1_C_albicans_SC5314,1665000,1665000,2,0,16,57,1
Ca21chr1_C_albicans_SC5314,1670000,1670000,6,0,21,48,2
Ca21chr1_C_albicans_SC5314,1675000,1675000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1680000,1680000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1685000,1685000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1690000,1690000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1695000,1695000,2,7,12,54,8
Ca21chr1_C_albicans_SC5314,1700000,1700000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1705000,1705000,2,0,44,29,9
Ca21chr1_C_albicans_SC5314,1710000,1710000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1715000,1715000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1720000,1720000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1725000,1725000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1730000,1730000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1735000,1735000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1740000,1740000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1745000,1745000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1750000,1750000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1755000,1755000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1760000,1760000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1765000,1765000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1770000,1770000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1775000,1775000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1780000,1780000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1785000,1785000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1790000,1790000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1795000,1795000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1800000,1800000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1805000,1805000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1810000,1810000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1815000,1815000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1820000,1820000,19,0,30,26,13
Ca21chr1_C_albicans_SC5314,1825000,1825000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1830000,1830000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1835000,1835000,2,0,40,33,10
Ca21chr1_C_albicans_SC5314,1840000,1840000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1845000,1845000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1850000,1850000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1855000,1855000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1860000,1860000,7,5,20,43,7
Ca21chr1_C_albicans_SC5314,1865000,1865000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1870000,1870000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1875000,1875000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1880000,1880000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1885000,1885000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1890000,1890000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1895000,1895000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1900000,1900000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1905000,1905000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1910000,1910000,30,0,76,44,31
Ca21chr1_C_albicans_SC5314,1915000,1915000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1920000,1920000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1925000,1925000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1930000,1930000,0,0,0,0,0
