chr,chr.pos,univ.pos,a,b,h,missing,recoms
Ca21chr1_C_albicans_SC5314,930000,930000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,935000,935000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,940000,940000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,945000,945000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,950000,950000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,955000,955000,76,0,6,1,2
Ca21chr1_C_albicans_SC5314,960000,960000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,965000,965000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,970000,970000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,975000,975000,16,0,2,65,1
Ca21chr1_C_albicans_SC5314,980000,980000,72,0,2,9,2
Ca21chr1_C_albicans_SC5314,985000,985000,62,0,6,15,2
Ca21chr1_C_albicans_SC5314,990000,990000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,995000,995000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1000000,1000000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1005000,1005000,66,2,4,11,2
Ca21chr1_C_albicans_SC5314,1010000,1010000,40,0,7,119,0
Ca21chr1_C_albicans_SC5314,1015000,1015000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1020000,1020000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1025000,1025000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1030000,1030000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1035000,1035000,0,0,0,83,0
Ca21chr1_C_albicans_SC5314,1040000,1040000,128,0,10,28,6
Ca21chr1_C_albicans_SC5314,1045000,1045000,53,0,0,30,6
Ca21chr1_C_albicans_SC5314,1050000,1050000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1055000,1055000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1060000,1060000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1065000,1065000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1070000,1070000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1075000,1075000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1080000,1080000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1085000,1085000,48,0,6,29,2
Ca21chr1_C_albicans_SC5314,1090000,1090000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1095000,1095000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1100000,1100000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1105000,1105000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1110000,1110000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1115000,1115000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1120000,1120000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1125000,1125000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1130000,1130000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1135000,1135000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1140000,1140000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1145000,1145000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1150000,1150000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1155000,1155000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1160000,1160000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1165000,1165000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1170000,1170000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1175000,1175000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1180000,1180000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1185000,1185000,6,0,1,76,1
Ca21chr1_C_albicans_SC5314,1190000,1190000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1195000,1195000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1200000,1200000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1205000,1205000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1210000,1210000,156,0,5,5,5
Ca21chr1_C_albicans_SC5314,1215000,1215000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1220000,1220000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1225000,1225000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1230000,1230000,82,0,0,1,6
Ca21chr1_C_albicans_SC5314,1235000,1235000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1240000,1240000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1245000,1245000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1250000,1250000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1255000,1255000,4,0,1,78,0
Ca21chr1_C_albicans_SC5314,1260000,1260000,127,0,6,33,3
Ca21chr1_C_albicans_SC5314,1265000,1265000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1270000,1270000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1275000,1275000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1280000,1280000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1285000,1285000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1290000,1290000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1295000,1295000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1300000,1300000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1305000,1305000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1310000,1310000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1315000,1315000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1320000,1320000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1325000,1325000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1330000,1330000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1335000,1335000,49,0,2,32,2
Ca21chr1_C_albicans_SC5314,1340000,1340000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1345000,1345000,41,0,1,41,4
Ca21chr1_C_albicans_SC5314,1350000,1350000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1355000,1355000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1360000,1360000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1365000,1365000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1370000,1370000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1375000,1375000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1380000,1380000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1385000,1385000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1390000,1390000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1395000,1395000,214,0,8,27,9
Ca21chr1_C_albicans_SC5314,1400000,1400000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1405000,1405000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1410000,1410000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1415000,1415000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1420000,1420000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1425000,1425000,47,1,5,113,4
Ca21chr1_C_albicans_SC5314,1430000,1430000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1435000,1435000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1440000,1440000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1445000,1445000,63,0,2,101,3
Ca21chr1_C_albicans_SC5314,1450000,1450000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1455000,1455000,183,1,1,64,4
Ca21chr1_C_albicans_SC5314,1460000,1460000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1465000,1465000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1470000,1470000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1475000,1475000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1480000,1480000,89,0,2,75,4
Ca21chr1_C_albicans_SC5314,1485000,1485000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1490000,1490000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1495000,1495000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1500000,1500000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1505000,1505000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1510000,1510000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1515000,1515000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1520000,1520000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1525000,1525000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1530000,1530000,151,0,8,7,3
Ca21chr1_C_albicans_SC5314,1535000,1535000,23,0,2,58,2
Ca21chr1_C_albicans_SC5314,1540000,1540000,48,0,0,35,0
Ca21chr1_C_albicans_SC5314,1545000,1545000,119,0,0,47,3
Ca21chr1_C_albicans_SC5314,1550000,1550000,15,0,0,68,0
Ca21chr1_C_albicans_SC5314,1555000,1555000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1560000,1560000,77,0,0,6,0
Ca21chr1_C_albicans_SC5314,1565000,1565000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1570000,1570000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1575000,1575000,81,0,0,2,0
Ca21chr1_C_albicans_SC5314,1580000,1580000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1585000,1585000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1590000,1590000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1595000,1595000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1600000,1600000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1605000,1605000,46,0,0,37,0
Ca21chr1_C_albicans_SC5314,1610000,1610000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1615000,1615000,76,0,6,1,6
Ca21chr1_C_albicans_SC5314,1620000,1620000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1625000,1625000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1630000,1630000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1635000,1635000,0,0,0,83,0
Ca21chr1_C_albicans_SC5314,1640000,1640000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1645000,1645000,74,0,0,9,2
Ca21chr1_C_albicans_SC5314,1650000,1650000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1655000,1655000,167,0,11,71,2
Ca21chr1_C_albicans_SC5314,1660000,1660000,50,0,4,29,0
Ca21chr1_C_albicans_SC5314,1665000,1665000,24,0,1,58,0
Ca21chr1_C_albicans_SC5314,1670000,1670000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1675000,1675000,56,0,19,8,20
Ca21chr1_C_albicans_SC5314,1680000,1680000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1685000,1685000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1690000,1690000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1695000,1695000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1700000,1700000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1705000,1705000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1710000,1710000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1715000,1715000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1720000,1720000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1725000,1725000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1730000,1730000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1735000,1735000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1740000,1740000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1745000,1745000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1750000,1750000,12,0,1,70,0
Ca21chr1_C_albicans_SC5314,1755000,1755000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1760000,1760000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1765000,1765000,75,0,0,8,19
Ca21chr1_C_albicans_SC5314,1770000,1770000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1775000,1775000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1780000,1780000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1785000,1785000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1790000,1790000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1795000,1795000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1800000,1800000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1805000,1805000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1810000,1810000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1815000,1815000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1820000,1820000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1825000,1825000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1830000,1830000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1835000,1835000,128,0,1,37,2
Ca21chr1_C_albicans_SC5314,1840000,1840000,11,0,1,71,1
Ca21chr1_C_albicans_SC5314,1845000,1845000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1850000,1850000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1855000,1855000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1860000,1860000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1865000,1865000,31,0,3,49,1
Ca21chr1_C_albicans_SC5314,1870000,1870000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1875000,1875000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1880000,1880000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1885000,1885000,75,0,2,6,1
Ca21chr1_C_albicans_SC5314,1890000,1890000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1895000,1895000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1900000,1900000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1905000,1905000,66,0,3,14,4
Ca21chr1_C_albicans_SC5314,1910000,1910000,28,0,2,53,2
Ca21chr1_C_albicans_SC5314,1915000,1915000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1920000,1920000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1925000,1925000,0,0,0,0,0
Ca21chr1_C_albicans_SC5314,1930000,1930000,0,0,0,0,0
