Sample Name, Recombined Chromosome, Recombination Start Site (bp), Recombination End Site (bp), Recombination Event Length (bp), IGV start position, IGV end position, Marker Cat ID#
529LxSC_P11_A10_162,Ca21chr1_C_albicans_SC5314,2776315,2910094,133779,Ca21chr1_C_albicans_SC5314:2776315,Ca21chr1_C_albicans_SC5314:2910094,2622
529LxSC_P11_A10_162,Ca21chr1_C_albicans_SC5314,2910094,3177404,279906,Ca21chr1_C_albicans_SC5314:2910094,Ca21chr1_C_albicans_SC5314:3177404,202
529LxSC_P11_A10_162,Ca21chr2_C_albicans_SC5314,1969418,2229034,966,Ca21chr2_C_albicans_SC5314:1969418,Ca21chr2_C_albicans_SC5314:2229034,2133
529LxSC_P11_A10_162,Ca21chr4_C_albicans_SC5314,1005224,1588018,11982,Ca21chr4_C_albicans_SC5314:1005224,Ca21chr4_C_albicans_SC5314:1588018,2002
529LxSC_P11_A10_162,Ca21chr5_C_albicans_SC5314,337051,6413,337051,Ca21chr5_C_albicans_SC5314:337051,Ca21chr5_C_albicans_SC5314:6413,2181
529LxSC_P11_A10_162,Ca21chr5_C_albicans_SC5314,562030,566688,4658,Ca21chr5_C_albicans_SC5314:562030,Ca21chr5_C_albicans_SC5314:566688,2606
529LxSC_P11_A10_162,Ca21chr5_C_albicans_SC5314,566688,1118424,623312,Ca21chr5_C_albicans_SC5314:566688,Ca21chr5_C_albicans_SC5314:1118424,2614
529LxSC_P12_A11_178,Ca21chr1_C_albicans_SC5314,812529,573594,238935,Ca21chr1_C_albicans_SC5314:812529,Ca21chr1_C_albicans_SC5314:573594,2199
529LxSC_P12_A11_178,Ca21chr1_C_albicans_SC5314,573594,73201,573594,Ca21chr1_C_albicans_SC5314:573594,Ca21chr1_C_albicans_SC5314:73201,2523
529LxSC_P12_A11_178,Ca21chr2_C_albicans_SC5314,1906741,38597,38597,Ca21chr2_C_albicans_SC5314:1906741,Ca21chr2_C_albicans_SC5314:38597,2523
529LxSC_P12_A11_178,Ca21chr3_C_albicans_SC5314,888398,1785101,14899,Ca21chr3_C_albicans_SC5314:888398,Ca21chr3_C_albicans_SC5314:1785101,2587
529LxSC_P12_A11_178,Ca21chr4_C_albicans_SC5314,1005224,1588018,11982,Ca21chr4_C_albicans_SC5314:1005224,Ca21chr4_C_albicans_SC5314:1588018,1181
529LxSC_P12_A11_178,Ca21chr6_C_albicans_SC5314,462899,462896,3,Ca21chr6_C_albicans_SC5314:462899,Ca21chr6_C_albicans_SC5314:462896,105
529LxSC_P12_A11_178,Ca21chr6_C_albicans_SC5314,462896,10035,462896,Ca21chr6_C_albicans_SC5314:462896,Ca21chr6_C_albicans_SC5314:10035,2181
529LxSC_P13_A12_194,Ca21chr1_C_albicans_SC5314,812529,573594,238935,Ca21chr1_C_albicans_SC5314:812529,Ca21chr1_C_albicans_SC5314:573594,2445
529LxSC_P13_A12_194,Ca21chr1_C_albicans_SC5314,573594,36877,573594,Ca21chr1_C_albicans_SC5314:573594,Ca21chr1_C_albicans_SC5314:36877,2622
529LxSC_P13_A12_194,Ca21chr1_C_albicans_SC5314,2420629,2562759,142130,Ca21chr1_C_albicans_SC5314:2420629,Ca21chr1_C_albicans_SC5314:2562759,2225
529LxSC_P13_A12_194,Ca21chr1_C_albicans_SC5314,2562759,2776315,213556,Ca21chr1_C_albicans_SC5314:2562759,Ca21chr1_C_albicans_SC5314:2776315,2587
529LxSC_P13_A12_194,Ca21chr1_C_albicans_SC5314,2776315,2936726,160411,Ca21chr1_C_albicans_SC5314:2776315,Ca21chr1_C_albicans_SC5314:2936726,2590
529LxSC_P13_A12_194,Ca21chr1_C_albicans_SC5314,2936726,3153582,253274,Ca21chr1_C_albicans_SC5314:2936726,Ca21chr1_C_albicans_SC5314:3153582,103
529LxSC_P13_A12_194,Ca21chr2_C_albicans_SC5314,458807,405404,53403,Ca21chr2_C_albicans_SC5314:458807,Ca21chr2_C_albicans_SC5314:405404,2546
529LxSC_P13_A12_194,Ca21chr2_C_albicans_SC5314,405404,38597,405404,Ca21chr2_C_albicans_SC5314:405404,Ca21chr2_C_albicans_SC5314:38597,89
529LxSC_P13_A12_194,Ca21chr5_C_albicans_SC5314,337051,6413,337051,Ca21chr5_C_albicans_SC5314:337051,Ca21chr5_C_albicans_SC5314:6413,2090
529LxSC_P14_B1_116,Ca21chr1_C_albicans_SC5314,87688,79447,8241,Ca21chr1_C_albicans_SC5314:87688,Ca21chr1_C_albicans_SC5314:79447,2291
529LxSC_P14_B1_116,Ca21chr1_C_albicans_SC5314,87688,79447,79447,Ca21chr1_C_albicans_SC5314:87688,Ca21chr1_C_albicans_SC5314:79447,2291
529LxSC_P14_B1_116,Ca21chr2_C_albicans_SC5314,1839720,1796627,43093,Ca21chr2_C_albicans_SC5314:1839720,Ca21chr2_C_albicans_SC5314:1796627,2427
529LxSC_P14_B1_116,Ca21chr2_C_albicans_SC5314,1796627,38597,1796627,Ca21chr2_C_albicans_SC5314:1796627,Ca21chr2_C_albicans_SC5314:38597,2523
529LxSC_P14_B1_116,Ca21chr6_C_albicans_SC5314,383519,312503,71016,Ca21chr6_C_albicans_SC5314:383519,Ca21chr6_C_albicans_SC5314:312503,1331
529LxSC_P14_B1_116,Ca21chr6_C_albicans_SC5314,312503,10035,312503,Ca21chr6_C_albicans_SC5314:312503,Ca21chr6_C_albicans_SC5314:10035,2181
529LxSC_P14_B1_116,Ca21chrR_C_albicans_SC5314,1329634,1253068,76566,Ca21chrR_C_albicans_SC5314:1329634,Ca21chrR_C_albicans_SC5314:1253068,105
529LxSC_P14_B1_116,Ca21chrR_C_albicans_SC5314,1253068,1013982,239086,Ca21chrR_C_albicans_SC5314:1253068,Ca21chrR_C_albicans_SC5314:1013982,1181
529LxSC_P14_B1_116,Ca21chrR_C_albicans_SC5314,1013982,973239,40743,Ca21chrR_C_albicans_SC5314:1013982,Ca21chrR_C_albicans_SC5314:973239,1331
529LxSC_P14_B1_116,Ca21chrR_C_albicans_SC5314,973239,50691,973239,Ca21chrR_C_albicans_SC5314:973239,Ca21chrR_C_albicans_SC5314:50691,2225
529LxSC_P15_B2_132,Ca21chr1_C_albicans_SC5314,1260230,1221376,38854,Ca21chr1_C_albicans_SC5314:1260230,Ca21chr1_C_albicans_SC5314:1221376,2606
529LxSC_P15_B2_132,Ca21chr1_C_albicans_SC5314,1221376,812529,408847,Ca21chr1_C_albicans_SC5314:1221376,Ca21chr1_C_albicans_SC5314:812529,2076
529LxSC_P15_B2_132,Ca21chr1_C_albicans_SC5314,812529,539522,273007,Ca21chr1_C_albicans_SC5314:812529,Ca21chr1_C_albicans_SC5314:539522,2090
529LxSC_P15_B2_132,Ca21chr1_C_albicans_SC5314,539522,73201,539522,Ca21chr1_C_albicans_SC5314:539522,Ca21chr1_C_albicans_SC5314:73201,2181
529LxSC_P15_B2_132,Ca21chr2_C_albicans_SC5314,1839720,1795919,43801,Ca21chr2_C_albicans_SC5314:1839720,Ca21chr2_C_albicans_SC5314:1795919,2427
529LxSC_P15_B2_132,Ca21chr2_C_albicans_SC5314,1795919,186988,1795919,Ca21chr2_C_albicans_SC5314:1795919,Ca21chr2_C_albicans_SC5314:186988,2445
529LxSC_P15_B2_132,Ca21chr6_C_albicans_SC5314,462899,462896,3,Ca21chr6_C_albicans_SC5314:462899,Ca21chr6_C_albicans_SC5314:462896,105
529LxSC_P15_B2_132,Ca21chr6_C_albicans_SC5314,462896,19459,462896,Ca21chr6_C_albicans_SC5314:462896,Ca21chr6_C_albicans_SC5314:19459,2133
529LxSC_P20_B7_116,Ca21chr6_C_albicans_SC5314,383519,312503,71016,Ca21chr6_C_albicans_SC5314:383519,Ca21chr6_C_albicans_SC5314:312503,1331
529LxSC_P20_B7_116,Ca21chr6_C_albicans_SC5314,312503,10035,312503,Ca21chr6_C_albicans_SC5314:312503,Ca21chr6_C_albicans_SC5314:10035,2134
529LxSC_P20_B7_116,Ca21chrR_C_albicans_SC5314,723905,499600,224305,Ca21chrR_C_albicans_SC5314:723905,Ca21chrR_C_albicans_SC5314:499600,2025
529LxSC_P20_B7_116,Ca21chrR_C_albicans_SC5314,499600,50691,499600,Ca21chrR_C_albicans_SC5314:499600,Ca21chrR_C_albicans_SC5314:50691,2225
529LxSC_P22_B9_148,Ca21chr1_C_albicans_SC5314,812529,573594,238935,Ca21chr1_C_albicans_SC5314:812529,Ca21chr1_C_albicans_SC5314:573594,2199
529LxSC_P22_B9_148,Ca21chr1_C_albicans_SC5314,573594,87688,485906,Ca21chr1_C_albicans_SC5314:573594,Ca21chr1_C_albicans_SC5314:87688,2515
529LxSC_P22_B9_148,Ca21chr1_C_albicans_SC5314,87688,79447,8241,Ca21chr1_C_albicans_SC5314:87688,Ca21chr1_C_albicans_SC5314:79447,2523
529LxSC_P22_B9_148,Ca21chr1_C_albicans_SC5314,87688,79447,79447,Ca21chr1_C_albicans_SC5314:87688,Ca21chr1_C_albicans_SC5314:79447,2523
529LxSC_P22_B9_148,Ca21chr1_C_albicans_SC5314,2265336,2279605,14269,Ca21chr1_C_albicans_SC5314:2265336,Ca21chr1_C_albicans_SC5314:2279605,2183
529LxSC_P22_B9_148,Ca21chr1_C_albicans_SC5314,2279605,3177404,910395,Ca21chr1_C_albicans_SC5314:2279605,Ca21chr1_C_albicans_SC5314:3177404,2590
529LxSC_P23_B10_164,Ca21chr1_C_albicans_SC5314,2206987,2220637,13650,Ca21chr1_C_albicans_SC5314:2206987,Ca21chr1_C_albicans_SC5314:2220637,2183
529LxSC_P23_B10_164,Ca21chr1_C_albicans_SC5314,2220637,2776315,555678,Ca21chr1_C_albicans_SC5314:2220637,Ca21chr1_C_albicans_SC5314:2776315,15
529LxSC_P23_B10_164,Ca21chr1_C_albicans_SC5314,2776315,2918397,142082,Ca21chr1_C_albicans_SC5314:2776315,Ca21chr1_C_albicans_SC5314:2918397,53
529LxSC_P23_B10_164,Ca21chr1_C_albicans_SC5314,2918397,3153582,271603,Ca21chr1_C_albicans_SC5314:2918397,Ca21chr1_C_albicans_SC5314:3153582,207
529LxSC_P23_B10_164,Ca21chr2_C_albicans_SC5314,1803649,1796627,7022,Ca21chr2_C_albicans_SC5314:1803649,Ca21chr2_C_albicans_SC5314:1796627,2606
529LxSC_P23_B10_164,Ca21chr2_C_albicans_SC5314,1796627,38597,1796627,Ca21chr2_C_albicans_SC5314:1796627,Ca21chr2_C_albicans_SC5314:38597,173
529LxSC_P23_B10_164,Ca21chr3_C_albicans_SC5314,143471,96280,47191,Ca21chr3_C_albicans_SC5314:143471,Ca21chr3_C_albicans_SC5314:96280,2199
529LxSC_P23_B10_164,Ca21chr3_C_albicans_SC5314,96280,62829,96280,Ca21chr3_C_albicans_SC5314:96280,Ca21chr3_C_albicans_SC5314:62829,2211
529LxSC_P23_B10_164,Ca21chr4_C_albicans_SC5314,1005224,1505052,94948,Ca21chr4_C_albicans_SC5314:1005224,Ca21chr4_C_albicans_SC5314:1505052,2002
529LxSC_P23_B10_164,Ca21chr5_C_albicans_SC5314,337051,6413,337051,Ca21chr5_C_albicans_SC5314:337051,Ca21chr5_C_albicans_SC5314:6413,2113
529LxSC_P23_B10_164,Ca21chr5_C_albicans_SC5314,787628,802960,15332,Ca21chr5_C_albicans_SC5314:787628,Ca21chr5_C_albicans_SC5314:802960,2090
529LxSC_P23_B10_164,Ca21chr5_C_albicans_SC5314,802960,1095790,387040,Ca21chr5_C_albicans_SC5314:802960,Ca21chr5_C_albicans_SC5314:1095790,2546
529LxSC_P23_B10_164,Ca21chr6_C_albicans_SC5314,354171,312503,41668,Ca21chr6_C_albicans_SC5314:354171,Ca21chr6_C_albicans_SC5314:312503,2028
529LxSC_P23_B10_164,Ca21chr6_C_albicans_SC5314,312503,178358,134145,Ca21chr6_C_albicans_SC5314:312503,Ca21chr6_C_albicans_SC5314:178358,2133
529LxSC_P23_B10_164,Ca21chr6_C_albicans_SC5314,178358,172638,5720,Ca21chr6_C_albicans_SC5314:178358,Ca21chr6_C_albicans_SC5314:172638,2134
529LxSC_P23_B10_164,Ca21chr6_C_albicans_SC5314,172638,10035,172638,Ca21chr6_C_albicans_SC5314:172638,Ca21chr6_C_albicans_SC5314:10035,2466
529LxSC_P24_B11_180,Ca21chr1_C_albicans_SC5314,1435380,1312822,122558,Ca21chr1_C_albicans_SC5314:1435380,Ca21chr1_C_albicans_SC5314:1312822,2496
529LxSC_P24_B11_180,Ca21chr1_C_albicans_SC5314,1312822,1006406,306416,Ca21chr1_C_albicans_SC5314:1312822,Ca21chr1_C_albicans_SC5314:1006406,2145
529LxSC_P24_B11_180,Ca21chr1_C_albicans_SC5314,1006406,984801,21605,Ca21chr1_C_albicans_SC5314:1006406,Ca21chr1_C_albicans_SC5314:984801,2181
529LxSC_P24_B11_180,Ca21chr1_C_albicans_SC5314,984801,26100,984801,Ca21chr1_C_albicans_SC5314:984801,Ca21chr1_C_albicans_SC5314:26100,103
529LxSC_P24_B11_180,Ca21chr1_C_albicans_SC5314,1674144,1705335,31191,Ca21chr1_C_albicans_SC5314:1674144,Ca21chr1_C_albicans_SC5314:1705335,2496
529LxSC_P24_B11_180,Ca21chr1_C_albicans_SC5314,1705335,1864232,158897,Ca21chr1_C_albicans_SC5314:1705335,Ca21chr1_C_albicans_SC5314:1864232,215
529LxSC_P24_B11_180,Ca21chr1_C_albicans_SC5314,1864232,1912544,48312,Ca21chr1_C_albicans_SC5314:1864232,Ca21chr1_C_albicans_SC5314:1912544,1019
529LxSC_P24_B11_180,Ca21chr1_C_albicans_SC5314,1912544,2173087,260543,Ca21chr1_C_albicans_SC5314:1912544,Ca21chr1_C_albicans_SC5314:2173087,2134
529LxSC_P24_B11_180,Ca21chr1_C_albicans_SC5314,2173087,2211986,38899,Ca21chr1_C_albicans_SC5314:2173087,Ca21chr1_C_albicans_SC5314:2211986,2145
529LxSC_P24_B11_180,Ca21chr1_C_albicans_SC5314,2211986,2617684,405698,Ca21chr1_C_albicans_SC5314:2211986,Ca21chr1_C_albicans_SC5314:2617684,2546
529LxSC_P24_B11_180,Ca21chr1_C_albicans_SC5314,2617684,2618016,332,Ca21chr1_C_albicans_SC5314:2617684,Ca21chr1_C_albicans_SC5314:2618016,2587
529LxSC_P24_B11_180,Ca21chr1_C_albicans_SC5314,2618016,2776315,158299,Ca21chr1_C_albicans_SC5314:2618016,Ca21chr1_C_albicans_SC5314:2776315,2622
529LxSC_P24_B11_180,Ca21chr1_C_albicans_SC5314,2776315,2910094,133779,Ca21chr1_C_albicans_SC5314:2776315,Ca21chr1_C_albicans_SC5314:2910094,9
529LxSC_P24_B11_180,Ca21chr1_C_albicans_SC5314,2910094,2997130,87036,Ca21chr1_C_albicans_SC5314:2910094,Ca21chr1_C_albicans_SC5314:2997130,62
529LxSC_P24_B11_180,Ca21chr1_C_albicans_SC5314,2997130,2998485,1355,Ca21chr1_C_albicans_SC5314:2997130,Ca21chr1_C_albicans_SC5314:2998485,89
529LxSC_P24_B11_180,Ca21chr1_C_albicans_SC5314,2998485,3091437,92952,Ca21chr1_C_albicans_SC5314:2998485,Ca21chr1_C_albicans_SC5314:3091437,207
529LxSC_P24_B11_180,Ca21chr1_C_albicans_SC5314,3091437,3100468,9031,Ca21chr1_C_albicans_SC5314:3091437,Ca21chr1_C_albicans_SC5314:3100468,208
529LxSC_P24_B11_180,Ca21chr1_C_albicans_SC5314,3100468,3170533,70065,Ca21chr1_C_albicans_SC5314:3100468,Ca21chr1_C_albicans_SC5314:3170533,216
529LxSC_P24_B11_180,Ca21chr1_C_albicans_SC5314,3170533,3177404,6871,Ca21chr1_C_albicans_SC5314:3170533,Ca21chr1_C_albicans_SC5314:3177404,243
529LxSC_P24_B11_180,Ca21chr1_C_albicans_SC5314,3170533,3177404,12596,Ca21chr1_C_albicans_SC5314:3170533,Ca21chr1_C_albicans_SC5314:3177404,243
529LxSC_P24_B11_180,Ca21chr2_C_albicans_SC5314,1850976,1839720,11256,Ca21chr2_C_albicans_SC5314:1850976,Ca21chr2_C_albicans_SC5314:1839720,2357
529LxSC_P24_B11_180,Ca21chr2_C_albicans_SC5314,1839720,1796627,43093,Ca21chr2_C_albicans_SC5314:1839720,Ca21chr2_C_albicans_SC5314:1796627,2496
529LxSC_P24_B11_180,Ca21chr2_C_albicans_SC5314,1796627,1795919,708,Ca21chr2_C_albicans_SC5314:1796627,Ca21chr2_C_albicans_SC5314:1795919,2606
529LxSC_P24_B11_180,Ca21chr2_C_albicans_SC5314,1795919,1330190,465729,Ca21chr2_C_albicans_SC5314:1795919,Ca21chr2_C_albicans_SC5314:1330190,2183
529LxSC_P24_B11_180,Ca21chr2_C_albicans_SC5314,1330190,1316891,13299,Ca21chr2_C_albicans_SC5314:1330190,Ca21chr2_C_albicans_SC5314:1316891,2191
529LxSC_P24_B11_180,Ca21chr2_C_albicans_SC5314,1316891,405404,911487,Ca21chr2_C_albicans_SC5314:1316891,Ca21chr2_C_albicans_SC5314:405404,2622
529LxSC_P24_B11_180,Ca21chr2_C_albicans_SC5314,405404,296487,108917,Ca21chr2_C_albicans_SC5314:405404,Ca21chr2_C_albicans_SC5314:296487,9
529LxSC_P24_B11_180,Ca21chr2_C_albicans_SC5314,296487,65954,296487,Ca21chr2_C_albicans_SC5314:296487,Ca21chr2_C_albicans_SC5314:65954,89
529LxSC_P24_B11_180,Ca21chr2_C_albicans_SC5314,2042921,2066227,23306,Ca21chr2_C_albicans_SC5314:2042921,Ca21chr2_C_albicans_SC5314:2066227,105
529LxSC_P24_B11_180,Ca21chr2_C_albicans_SC5314,2066227,2229034,163773,Ca21chr2_C_albicans_SC5314:2066227,Ca21chr2_C_albicans_SC5314:2229034,2134
529LxSC_P24_B11_180,Ca21chr3_C_albicans_SC5314,581101,570282,10819,Ca21chr3_C_albicans_SC5314:581101,Ca21chr3_C_albicans_SC5314:570282,1019
529LxSC_P24_B11_180,Ca21chr3_C_albicans_SC5314,570282,245030,325252,Ca21chr3_C_albicans_SC5314:570282,Ca21chr3_C_albicans_SC5314:245030,2183
529LxSC_P24_B11_180,Ca21chr3_C_albicans_SC5314,245030,187959,57071,Ca21chr3_C_albicans_SC5314:245030,Ca21chr3_C_albicans_SC5314:187959,2191
529LxSC_P24_B11_180,Ca21chr3_C_albicans_SC5314,187959,62829,187959,Ca21chr3_C_albicans_SC5314:187959,Ca21chr3_C_albicans_SC5314:62829,2225
529LxSC_P24_B11_180,Ca21chr5_C_albicans_SC5314,299686,271742,27944,Ca21chr5_C_albicans_SC5314:299686,Ca21chr5_C_albicans_SC5314:271742,2427
529LxSC_P24_B11_180,Ca21chr5_C_albicans_SC5314,271742,6413,271742,Ca21chr5_C_albicans_SC5314:271742,Ca21chr5_C_albicans_SC5314:6413,2199
529LxSC_P24_B11_180,Ca21chr5_C_albicans_SC5314,715045,715048,3,Ca21chr5_C_albicans_SC5314:715045,Ca21chr5_C_albicans_SC5314:715048,2002
529LxSC_P24_B11_180,Ca21chr5_C_albicans_SC5314,715048,942171,227123,Ca21chr5_C_albicans_SC5314:715048,Ca21chr5_C_albicans_SC5314:942171,2191
529LxSC_P24_B11_180,Ca21chr5_C_albicans_SC5314,942171,971716,29545,Ca21chr5_C_albicans_SC5314:942171,Ca21chr5_C_albicans_SC5314:971716,2199
529LxSC_P24_B11_180,Ca21chr5_C_albicans_SC5314,971716,1036717,65001,Ca21chr5_C_albicans_SC5314:971716,Ca21chr5_C_albicans_SC5314:1036717,2546
529LxSC_P24_B11_180,Ca21chr5_C_albicans_SC5314,1036717,1039873,3156,Ca21chr5_C_albicans_SC5314:1036717,Ca21chr5_C_albicans_SC5314:1039873,2587
529LxSC_P24_B11_180,Ca21chr5_C_albicans_SC5314,1039873,1046449,6576,Ca21chr5_C_albicans_SC5314:1039873,Ca21chr5_C_albicans_SC5314:1046449,2604
529LxSC_P24_B11_180,Ca21chr5_C_albicans_SC5314,1046449,1053585,7136,Ca21chr5_C_albicans_SC5314:1046449,Ca21chr5_C_albicans_SC5314:1053585,2614
529LxSC_P24_B11_180,Ca21chr5_C_albicans_SC5314,1053585,1118424,136415,Ca21chr5_C_albicans_SC5314:1053585,Ca21chr5_C_albicans_SC5314:1118424,2622
529LxSC_P24_B11_180,Ca21chrR_C_albicans_SC5314,1397735,1384740,12995,Ca21chrR_C_albicans_SC5314:1397735,Ca21chrR_C_albicans_SC5314:1384740,2025
529LxSC_P24_B11_180,Ca21chrR_C_albicans_SC5314,1384740,1296701,88039,Ca21chrR_C_albicans_SC5314:1384740,Ca21chrR_C_albicans_SC5314:1296701,2028
529LxSC_P24_B11_180,Ca21chrR_C_albicans_SC5314,1296701,1014433,282268,Ca21chrR_C_albicans_SC5314:1296701,Ca21chrR_C_albicans_SC5314:1014433,2134
529LxSC_P24_B11_180,Ca21chrR_C_albicans_SC5314,1014433,973239,41194,Ca21chrR_C_albicans_SC5314:1014433,Ca21chrR_C_albicans_SC5314:973239,2145
529LxSC_P24_B11_180,Ca21chrR_C_albicans_SC5314,973239,230417,742822,Ca21chrR_C_albicans_SC5314:973239,Ca21chrR_C_albicans_SC5314:230417,2614
529LxSC_P24_B11_180,Ca21chrR_C_albicans_SC5314,230417,203452,26965,Ca21chrR_C_albicans_SC5314:230417,Ca21chrR_C_albicans_SC5314:203452,2622
529LxSC_P24_B11_180,Ca21chrR_C_albicans_SC5314,203452,50691,203452,Ca21chrR_C_albicans_SC5314:203452,Ca21chrR_C_albicans_SC5314:50691,208
529LxSC_P24_B11_180,Ca21chrR_C_albicans_SC5314,1799189,2284695,490811,Ca21chrR_C_albicans_SC5314:1799189,Ca21chrR_C_albicans_SC5314:2284695,2028
529LxSC_P26_C1_118,Ca21chr1_C_albicans_SC5314,812529,651808,160721,Ca21chr1_C_albicans_SC5314:812529,Ca21chr1_C_albicans_SC5314:651808,2191
529LxSC_P26_C1_118,Ca21chr1_C_albicans_SC5314,651808,73201,651808,Ca21chr1_C_albicans_SC5314:651808,Ca21chr1_C_albicans_SC5314:73201,2515
529LxSC_P26_C1_118,Ca21chr1_C_albicans_SC5314,2776315,3009623,233308,Ca21chr1_C_albicans_SC5314:2776315,Ca21chr1_C_albicans_SC5314:3009623,2466
529LxSC_P26_C1_118,Ca21chr1_C_albicans_SC5314,3009623,3153582,180377,Ca21chr1_C_albicans_SC5314:3009623,Ca21chr1_C_albicans_SC5314:3153582,2546
529LxSC_P26_C1_118,Ca21chr3_C_albicans_SC5314,1327538,1489005,161467,Ca21chr3_C_albicans_SC5314:1327538,Ca21chr3_C_albicans_SC5314:1489005,2134
529LxSC_P26_C1_118,Ca21chr3_C_albicans_SC5314,1489005,1578568,89563,Ca21chr3_C_albicans_SC5314:1489005,Ca21chr3_C_albicans_SC5314:1578568,2211
529LxSC_P26_C1_118,Ca21chr3_C_albicans_SC5314,1578568,1583587,5019,Ca21chr3_C_albicans_SC5314:1578568,Ca21chr3_C_albicans_SC5314:1583587,2225
529LxSC_P26_C1_118,Ca21chr3_C_albicans_SC5314,1583587,1785101,201514,Ca21chr3_C_albicans_SC5314:1583587,Ca21chr3_C_albicans_SC5314:1785101,2515
529LxSC_P26_C1_118,Ca21chr3_C_albicans_SC5314,1583587,1785101,14899,Ca21chr3_C_albicans_SC5314:1583587,Ca21chr3_C_albicans_SC5314:1785101,2515
529LxSC_P26_C1_118,Ca21chr4_C_albicans_SC5314,1005224,1505052,94948,Ca21chr4_C_albicans_SC5314:1005224,Ca21chr4_C_albicans_SC5314:1505052,1019
529LxSC_P26_C1_118,Ca21chr5_C_albicans_SC5314,559933,1014211,454278,Ca21chr5_C_albicans_SC5314:559933,Ca21chr5_C_albicans_SC5314:1014211,2183
529LxSC_P26_C1_118,Ca21chr5_C_albicans_SC5314,1014211,1025026,10815,Ca21chr5_C_albicans_SC5314:1014211,Ca21chr5_C_albicans_SC5314:1025026,2191
529LxSC_P26_C1_118,Ca21chr5_C_albicans_SC5314,1025026,1032096,7070,Ca21chr5_C_albicans_SC5314:1025026,Ca21chr5_C_albicans_SC5314:1032096,2211
529LxSC_P26_C1_118,Ca21chr5_C_albicans_SC5314,1032096,1036717,4621,Ca21chr5_C_albicans_SC5314:1032096,Ca21chr5_C_albicans_SC5314:1036717,2225
529LxSC_P26_C1_118,Ca21chr5_C_albicans_SC5314,1036717,1095790,153283,Ca21chr5_C_albicans_SC5314:1036717,Ca21chr5_C_albicans_SC5314:1095790,2523
529LxSC_P26_C1_118,Ca21chr6_C_albicans_SC5314,462899,462896,3,Ca21chr6_C_albicans_SC5314:462899,Ca21chr6_C_albicans_SC5314:462896,215
529LxSC_P26_C1_118,Ca21chr6_C_albicans_SC5314,462896,10035,462896,Ca21chr6_C_albicans_SC5314:462896,Ca21chr6_C_albicans_SC5314:10035,2181
529LxSC_P26_C1_118,Ca21chrR_C_albicans_SC5314,1013982,973239,40743,Ca21chrR_C_albicans_SC5314:1013982,Ca21chrR_C_albicans_SC5314:973239,2028
529LxSC_P26_C1_118,Ca21chrR_C_albicans_SC5314,973239,723905,249334,Ca21chrR_C_albicans_SC5314:973239,Ca21chrR_C_albicans_SC5314:723905,2133
529LxSC_P26_C1_118,Ca21chrR_C_albicans_SC5314,723905,499600,224305,Ca21chrR_C_albicans_SC5314:723905,Ca21chrR_C_albicans_SC5314:499600,2134
529LxSC_P26_C1_118,Ca21chrR_C_albicans_SC5314,499600,50691,499600,Ca21chrR_C_albicans_SC5314:499600,Ca21chrR_C_albicans_SC5314:50691,2546
529LxSC_P2_A1_114,Ca21chr5_C_albicans_SC5314,529310,1095790,660690,Ca21chr5_C_albicans_SC5314:529310,Ca21chr5_C_albicans_SC5314:1095790,2191
