strain,chr,start.pos,length,prop.o.arm,arm
529LxSC_P11_A10_162,Ca21chr1_C_albicans_SC5314,2910094,3177404,0.8278,right
529LxSC_P11_A10_162,Ca21chr2_C_albicans_SC5314,1969418,2229034,0.135,right
529LxSC_P11_A10_162,Ca21chr4_C_albicans_SC5314,1005224,1588018,0.0179,right
529LxSC_P11_A10_162,Ca21chr5_C_albicans_SC5314,337051,6413,0.2855,left
529LxSC_P11_A10_162,Ca21chr5_C_albicans_SC5314,562030,566688,0.1275,right
529LxSC_P11_A10_162,Ca21chr5_C_albicans_SC5314,566688,1118424,0.134,right
529LxSC_P12_A11_178,Ca21chr1_C_albicans_SC5314,812529,573594,0.4811,left
529LxSC_P12_A11_178,Ca21chr1_C_albicans_SC5314,573594,73201,0.6337,left
529LxSC_P12_A11_178,Ca21chr2_C_albicans_SC5314,1906741,38597,0.0122,left
529LxSC_P12_A11_178,Ca21chr3_C_albicans_SC5314,888398,1785101,0.0651,right
529LxSC_P12_A11_178,Ca21chr4_C_albicans_SC5314,1005224,1588018,0.0179,right
529LxSC_P12_A11_178,Ca21chr6_C_albicans_SC5314,462899,462896,0.5295,left
529LxSC_P12_A11_178,Ca21chr6_C_albicans_SC5314,462896,10035,0.5295,left
529LxSC_P12_A11_178,Ca21chr1_C_albicans_SC5314,812529,573594,0.4811,left
529LxSC_P12_A11_178,Ca21chr1_C_albicans_SC5314,573594,73201,0.6337,left
529LxSC_P12_A11_178,Ca21chr2_C_albicans_SC5314,1906741,38597,0.0122,left
529LxSC_P12_A11_178,Ca21chr3_C_albicans_SC5314,888398,1785101,0.0651,right
529LxSC_P12_A11_178,Ca21chr4_C_albicans_SC5314,1005224,1588018,0.0179,right
529LxSC_P12_A11_178,Ca21chr6_C_albicans_SC5314,462899,462896,0.5295,left
529LxSC_P12_A11_178,Ca21chr6_C_albicans_SC5314,462896,10035,0.5295,left
529LxSC_P13_A12_194,Ca21chr1_C_albicans_SC5314,812529,573594,0.4811,left
529LxSC_P13_A12_194,Ca21chr1_C_albicans_SC5314,573594,36877,0.6337,left
529LxSC_P13_A12_194,Ca21chr1_C_albicans_SC5314,2420629,2562759,0.5267,right
529LxSC_P13_A12_194,Ca21chr1_C_albicans_SC5314,2562759,2776315,0.6141,right
529LxSC_P13_A12_194,Ca21chr1_C_albicans_SC5314,2776315,2936726,0.7455,right
529LxSC_P13_A12_194,Ca21chr1_C_albicans_SC5314,2936726,3153582,0.8442,right
529LxSC_P13_A12_194,Ca21chr2_C_albicans_SC5314,458807,405404,0.7623,left
529LxSC_P13_A12_194,Ca21chr2_C_albicans_SC5314,405404,38597,0.79,left
529LxSC_P13_A12_194,Ca21chr5_C_albicans_SC5314,337051,6413,0.2855,left
529LxSC_P13_A12_194,Ca21chr1_C_albicans_SC5314,812529,573594,0.4811,left
529LxSC_P13_A12_194,Ca21chr1_C_albicans_SC5314,573594,36877,0.6337,left
529LxSC_P13_A12_194,Ca21chr1_C_albicans_SC5314,2420629,2562759,0.5267,right
529LxSC_P13_A12_194,Ca21chr1_C_albicans_SC5314,2562759,2776315,0.6141,right
529LxSC_P13_A12_194,Ca21chr1_C_albicans_SC5314,2776315,2936726,0.7455,right
529LxSC_P13_A12_194,Ca21chr1_C_albicans_SC5314,2936726,3153582,0.8442,right
529LxSC_P13_A12_194,Ca21chr2_C_albicans_SC5314,458807,405404,0.7623,left
529LxSC_P13_A12_194,Ca21chr2_C_albicans_SC5314,405404,38597,0.79,left
529LxSC_P13_A12_194,Ca21chr5_C_albicans_SC5314,337051,6413,0.2855,left
529LxSC_P14_B1_116,Ca21chr1_C_albicans_SC5314,87688,79447,0.944,left
529LxSC_P14_B1_116,Ca21chr1_C_albicans_SC5314,87688,79447,0.944,left
529LxSC_P14_B1_116,Ca21chr2_C_albicans_SC5314,1839720,1796627,0.0469,left
529LxSC_P14_B1_116,Ca21chr2_C_albicans_SC5314,1796627,38597,0.0692,left
529LxSC_P14_B1_116,Ca21chr6_C_albicans_SC5314,383519,312503,0.6102,left
529LxSC_P14_B1_116,Ca21chr6_C_albicans_SC5314,312503,10035,0.6823,left
529LxSC_P14_B1_116,Ca21chrR_C_albicans_SC5314,1329634,1253068,0.2392,left
529LxSC_P14_B1_116,Ca21chrR_C_albicans_SC5314,1253068,1013982,0.283,left
529LxSC_P14_B1_116,Ca21chrR_C_albicans_SC5314,1013982,973239,0.4198,left
529LxSC_P14_B1_116,Ca21chrR_C_albicans_SC5314,973239,50691,0.4431,left
529LxSC_P14_B1_116,Ca21chr1_C_albicans_SC5314,87688,79447,0.944,left
529LxSC_P14_B1_116,Ca21chr1_C_albicans_SC5314,87688,79447,0.944,left
529LxSC_P14_B1_116,Ca21chr2_C_albicans_SC5314,1839720,1796627,0.0469,left
529LxSC_P14_B1_116,Ca21chr2_C_albicans_SC5314,1796627,38597,0.0692,left
529LxSC_P14_B1_116,Ca21chr6_C_albicans_SC5314,383519,312503,0.6102,left
529LxSC_P14_B1_116,Ca21chr6_C_albicans_SC5314,312503,10035,0.6823,left
529LxSC_P14_B1_116,Ca21chrR_C_albicans_SC5314,1329634,1253068,0.2392,left
529LxSC_P14_B1_116,Ca21chrR_C_albicans_SC5314,1253068,1013982,0.283,left
529LxSC_P14_B1_116,Ca21chrR_C_albicans_SC5314,1013982,973239,0.4198,left
529LxSC_P14_B1_116,Ca21chrR_C_albicans_SC5314,973239,50691,0.4431,left
529LxSC_P15_B2_132,Ca21chr1_C_albicans_SC5314,1260230,1221376,0.1952,left
529LxSC_P15_B2_132,Ca21chr1_C_albicans_SC5314,1221376,812529,0.22,left
529LxSC_P15_B2_132,Ca21chr1_C_albicans_SC5314,812529,539522,0.4811,left
529LxSC_P15_B2_132,Ca21chr1_C_albicans_SC5314,539522,73201,0.6555,left
529LxSC_P15_B2_132,Ca21chr2_C_albicans_SC5314,1839720,1795919,0.0469,left
529LxSC_P15_B2_132,Ca21chr2_C_albicans_SC5314,1795919,186988,0.0696,left
529LxSC_P15_B2_132,Ca21chr6_C_albicans_SC5314,462899,462896,0.5295,left
529LxSC_P15_B2_132,Ca21chr6_C_albicans_SC5314,462896,19459,0.5295,left
529LxSC_P15_B2_132,Ca21chr1_C_albicans_SC5314,1260230,1221376,0.1952,left
529LxSC_P15_B2_132,Ca21chr1_C_albicans_SC5314,1221376,812529,0.22,left
529LxSC_P15_B2_132,Ca21chr1_C_albicans_SC5314,812529,539522,0.4811,left
529LxSC_P15_B2_132,Ca21chr1_C_albicans_SC5314,539522,73201,0.6555,left
529LxSC_P15_B2_132,Ca21chr2_C_albicans_SC5314,1839720,1795919,0.0469,left
529LxSC_P15_B2_132,Ca21chr2_C_albicans_SC5314,1795919,186988,0.0696,left
529LxSC_P15_B2_132,Ca21chr6_C_albicans_SC5314,462899,462896,0.5295,left
529LxSC_P15_B2_132,Ca21chr6_C_albicans_SC5314,462896,19459,0.5295,left
529LxSC_P20_B7_116,Ca21chr6_C_albicans_SC5314,383519,312503,0.6102,left
529LxSC_P20_B7_116,Ca21chr6_C_albicans_SC5314,312503,10035,0.6823,left
529LxSC_P20_B7_116,Ca21chrR_C_albicans_SC5314,723905,499600,0.5858,left
529LxSC_P20_B7_116,Ca21chrR_C_albicans_SC5314,499600,50691,0.7141,left
529LxSC_P20_B7_116,Ca21chr6_C_albicans_SC5314,383519,312503,0.6102,left
529LxSC_P20_B7_116,Ca21chr6_C_albicans_SC5314,312503,10035,0.6823,left
529LxSC_P20_B7_116,Ca21chrR_C_albicans_SC5314,723905,499600,0.5858,left
529LxSC_P20_B7_116,Ca21chrR_C_albicans_SC5314,499600,50691,0.7141,left
529LxSC_P22_B9_148,Ca21chr1_C_albicans_SC5314,812529,573594,0.4811,left
529LxSC_P22_B9_148,Ca21chr1_C_albicans_SC5314,573594,87688,0.6337,left
529LxSC_P22_B9_148,Ca21chr1_C_albicans_SC5314,87688,79447,0.944,left
529LxSC_P22_B9_148,Ca21chr1_C_albicans_SC5314,87688,79447,0.944,left
529LxSC_P22_B9_148,Ca21chr1_C_albicans_SC5314,2265336,2279605,0.4312,right
529LxSC_P22_B9_148,Ca21chr1_C_albicans_SC5314,2279605,3177404,0.4399,right
529LxSC_P22_B9_148,Ca21chr1_C_albicans_SC5314,812529,573594,0.4811,left
529LxSC_P22_B9_148,Ca21chr1_C_albicans_SC5314,573594,87688,0.6337,left
529LxSC_P22_B9_148,Ca21chr1_C_albicans_SC5314,87688,79447,0.944,left
529LxSC_P22_B9_148,Ca21chr1_C_albicans_SC5314,87688,79447,0.944,left
529LxSC_P22_B9_148,Ca21chr1_C_albicans_SC5314,2265336,2279605,0.4312,right
529LxSC_P22_B9_148,Ca21chr1_C_albicans_SC5314,2279605,3177404,0.4399,right
529LxSC_P23_B10_164,Ca21chr1_C_albicans_SC5314,2206987,2220637,0.3953,right
529LxSC_P23_B10_164,Ca21chr1_C_albicans_SC5314,2220637,2776315,0.4037,right
529LxSC_P23_B10_164,Ca21chr1_C_albicans_SC5314,2776315,2918397,0.7455,right
529LxSC_P23_B10_164,Ca21chr1_C_albicans_SC5314,2918397,3153582,0.8329,right
529LxSC_P23_B10_164,Ca21chr2_C_albicans_SC5314,1803649,1796627,0.0656,left
529LxSC_P23_B10_164,Ca21chr2_C_albicans_SC5314,1796627,38597,0.0692,left
529LxSC_P23_B10_164,Ca21chr3_C_albicans_SC5314,143471,96280,0.8264,left
529LxSC_P23_B10_164,Ca21chr3_C_albicans_SC5314,96280,62829,0.8835,left
529LxSC_P23_B10_164,Ca21chr4_C_albicans_SC5314,1005224,1505052,0.0179,right
529LxSC_P23_B10_164,Ca21chr5_C_albicans_SC5314,337051,6413,0.2855,left
529LxSC_P23_B10_164,Ca21chr5_C_albicans_SC5314,787628,802960,0.441,right
529LxSC_P23_B10_164,Ca21chr5_C_albicans_SC5314,802960,1095790,0.4623,right
529LxSC_P23_B10_164,Ca21chr6_C_albicans_SC5314,354171,312503,0.64,left
529LxSC_P23_B10_164,Ca21chr6_C_albicans_SC5314,312503,178358,0.6823,left
529LxSC_P23_B10_164,Ca21chr6_C_albicans_SC5314,178358,172638,0.8187,left
529LxSC_P23_B10_164,Ca21chr6_C_albicans_SC5314,172638,10035,0.8245,left
529LxSC_P23_B10_164,Ca21chr1_C_albicans_SC5314,2206987,2220637,0.3953,right
529LxSC_P23_B10_164,Ca21chr1_C_albicans_SC5314,2220637,2776315,0.4037,right
529LxSC_P23_B10_164,Ca21chr1_C_albicans_SC5314,2776315,2918397,0.7455,right
529LxSC_P23_B10_164,Ca21chr1_C_albicans_SC5314,2918397,3153582,0.8329,right
529LxSC_P23_B10_164,Ca21chr2_C_albicans_SC5314,1803649,1796627,0.0656,left
529LxSC_P23_B10_164,Ca21chr2_C_albicans_SC5314,1796627,38597,0.0692,left
529LxSC_P23_B10_164,Ca21chr3_C_albicans_SC5314,143471,96280,0.8264,left
529LxSC_P23_B10_164,Ca21chr3_C_albicans_SC5314,96280,62829,0.8835,left
529LxSC_P23_B10_164,Ca21chr4_C_albicans_SC5314,1005224,1505052,0.0179,right
529LxSC_P23_B10_164,Ca21chr5_C_albicans_SC5314,337051,6413,0.2855,left
529LxSC_P23_B10_164,Ca21chr5_C_albicans_SC5314,787628,802960,0.441,right
529LxSC_P23_B10_164,Ca21chr5_C_albicans_SC5314,802960,1095790,0.4623,right
529LxSC_P23_B10_164,Ca21chr6_C_albicans_SC5314,354171,312503,0.64,left
529LxSC_P23_B10_164,Ca21chr6_C_albicans_SC5314,312503,178358,0.6823,left
529LxSC_P23_B10_164,Ca21chr6_C_albicans_SC5314,178358,172638,0.8187,left
529LxSC_P23_B10_164,Ca21chr6_C_albicans_SC5314,172638,10035,0.8245,left
529LxSC_P24_B11_180,Ca21chr1_C_albicans_SC5314,1435380,1312822,0.0834,left
529LxSC_P24_B11_180,Ca21chr1_C_albicans_SC5314,1312822,1006406,0.1617,left
529LxSC_P24_B11_180,Ca21chr1_C_albicans_SC5314,1006406,984801,0.3573,left
529LxSC_P24_B11_180,Ca21chr1_C_albicans_SC5314,984801,26100,0.3711,left
529LxSC_P24_B11_180,Ca21chr1_C_albicans_SC5314,1674144,1705335,0.0675,right
529LxSC_P24_B11_180,Ca21chr1_C_albicans_SC5314,1705335,1864232,0.0866,right
529LxSC_P24_B11_180,Ca21chr1_C_albicans_SC5314,1864232,1912544,0.1844,right
529LxSC_P24_B11_180,Ca21chr1_C_albicans_SC5314,1912544,2173087,0.2141,right
529LxSC_P24_B11_180,Ca21chr1_C_albicans_SC5314,2173087,2211986,0.3744,right
529LxSC_P24_B11_180,Ca21chr1_C_albicans_SC5314,2211986,2617684,0.3983,right
529LxSC_P24_B11_180,Ca21chr1_C_albicans_SC5314,2617684,2618016,0.6479,right
529LxSC_P24_B11_180,Ca21chr1_C_albicans_SC5314,2618016,2776315,0.6481,right
529LxSC_P24_B11_180,Ca21chr1_C_albicans_SC5314,2776315,2910094,0.7455,right
529LxSC_P24_B11_180,Ca21chr1_C_albicans_SC5314,2910094,2997130,0.8278,right
529LxSC_P24_B11_180,Ca21chr1_C_albicans_SC5314,2997130,2998485,0.8813,right
529LxSC_P24_B11_180,Ca21chr1_C_albicans_SC5314,2998485,3091437,0.8822,right
529LxSC_P24_B11_180,Ca21chr1_C_albicans_SC5314,3091437,3100468,0.9394,right
529LxSC_P24_B11_180,Ca21chr1_C_albicans_SC5314,3100468,3170533,0.9449,right
529LxSC_P24_B11_180,Ca21chr1_C_albicans_SC5314,3170533,3177404,0.988,right
529LxSC_P24_B11_180,Ca21chr1_C_albicans_SC5314,3170533,3177404,0.988,right
529LxSC_P24_B11_180,Ca21chr2_C_albicans_SC5314,1850976,1839720,0.0411,left
529LxSC_P24_B11_180,Ca21chr2_C_albicans_SC5314,1839720,1796627,0.0469,left
529LxSC_P24_B11_180,Ca21chr2_C_albicans_SC5314,1796627,1795919,0.0692,left
529LxSC_P24_B11_180,Ca21chr2_C_albicans_SC5314,1795919,1330190,0.0696,left
529LxSC_P24_B11_180,Ca21chr2_C_albicans_SC5314,1330190,1316891,0.3109,left
529LxSC_P24_B11_180,Ca21chr2_C_albicans_SC5314,1316891,405404,0.3177,left
529LxSC_P24_B11_180,Ca21chr2_C_albicans_SC5314,405404,296487,0.79,left
529LxSC_P24_B11_180,Ca21chr2_C_albicans_SC5314,296487,65954,0.8464,left
529LxSC_P24_B11_180,Ca21chr2_C_albicans_SC5314,2042921,2066227,0.379,right
529LxSC_P24_B11_180,Ca21chr2_C_albicans_SC5314,2066227,2229034,0.4564,right
529LxSC_P24_B11_180,Ca21chr3_C_albicans_SC5314,581101,570282,0.2969,left
529LxSC_P24_B11_180,Ca21chr3_C_albicans_SC5314,570282,245030,0.31,left
529LxSC_P24_B11_180,Ca21chr3_C_albicans_SC5314,245030,187959,0.7035,left
529LxSC_P24_B11_180,Ca21chr3_C_albicans_SC5314,187959,62829,0.7726,left
529LxSC_P24_B11_180,Ca21chr5_C_albicans_SC5314,299686,271742,0.3647,left
529LxSC_P24_B11_180,Ca21chr5_C_albicans_SC5314,271742,6413,0.424,left
529LxSC_P24_B11_180,Ca21chr5_C_albicans_SC5314,715045,715048,0.3401,right
529LxSC_P24_B11_180,Ca21chr5_C_albicans_SC5314,715048,942171,0.3401,right
529LxSC_P24_B11_180,Ca21chr5_C_albicans_SC5314,942171,971716,0.6557,right
529LxSC_P24_B11_180,Ca21chr5_C_albicans_SC5314,971716,1036717,0.6967,right
529LxSC_P24_B11_180,Ca21chr5_C_albicans_SC5314,1036717,1039873,0.787,right
529LxSC_P24_B11_180,Ca21chr5_C_albicans_SC5314,1039873,1046449,0.7914,right
529LxSC_P24_B11_180,Ca21chr5_C_albicans_SC5314,1046449,1053585,0.8006,right
529LxSC_P24_B11_180,Ca21chr5_C_albicans_SC5314,1053585,1118424,0.8105,right
529LxSC_P24_B11_180,Ca21chrR_C_albicans_SC5314,1397735,1384740,0.2002,left
529LxSC_P24_B11_180,Ca21chrR_C_albicans_SC5314,1384740,1296701,0.2077,left
529LxSC_P24_B11_180,Ca21chrR_C_albicans_SC5314,1296701,1014433,0.258,left
529LxSC_P24_B11_180,Ca21chrR_C_albicans_SC5314,1014433,973239,0.4195,left
529LxSC_P24_B11_180,Ca21chrR_C_albicans_SC5314,973239,230417,0.4431,left
529LxSC_P24_B11_180,Ca21chrR_C_albicans_SC5314,230417,203452,0.8682,left
529LxSC_P24_B11_180,Ca21chrR_C_albicans_SC5314,203452,50691,0.8836,left
529LxSC_P24_B11_180,Ca21chrR_C_albicans_SC5314,1799189,2284695,0.0987,right
529LxSC_P24_B11_180,Ca21chr1_C_albicans_SC5314,1435380,1312822,0.0834,left
529LxSC_P24_B11_180,Ca21chr1_C_albicans_SC5314,1312822,1006406,0.1617,left
529LxSC_P24_B11_180,Ca21chr1_C_albicans_SC5314,1006406,984801,0.3573,left
529LxSC_P24_B11_180,Ca21chr1_C_albicans_SC5314,984801,26100,0.3711,left
529LxSC_P24_B11_180,Ca21chr1_C_albicans_SC5314,1674144,1705335,0.0675,right
529LxSC_P24_B11_180,Ca21chr1_C_albicans_SC5314,1705335,1864232,0.0866,right
529LxSC_P24_B11_180,Ca21chr1_C_albicans_SC5314,1864232,1912544,0.1844,right
529LxSC_P24_B11_180,Ca21chr1_C_albicans_SC5314,1912544,2173087,0.2141,right
529LxSC_P24_B11_180,Ca21chr1_C_albicans_SC5314,2173087,2211986,0.3744,right
529LxSC_P24_B11_180,Ca21chr1_C_albicans_SC5314,2211986,2617684,0.3983,right
529LxSC_P24_B11_180,Ca21chr1_C_albicans_SC5314,2617684,2618016,0.6479,right
529LxSC_P24_B11_180,Ca21chr1_C_albicans_SC5314,2618016,2776315,0.6481,right
529LxSC_P24_B11_180,Ca21chr1_C_albicans_SC5314,2776315,2910094,0.7455,right
529LxSC_P24_B11_180,Ca21chr1_C_albicans_SC5314,2910094,2997130,0.8278,right
529LxSC_P24_B11_180,Ca21chr1_C_albicans_SC5314,2997130,2998485,0.8813,right
529LxSC_P24_B11_180,Ca21chr1_C_albicans_SC5314,2998485,3091437,0.8822,right
529LxSC_P24_B11_180,Ca21chr1_C_albicans_SC5314,3091437,3100468,0.9394,right
529LxSC_P24_B11_180,Ca21chr1_C_albicans_SC5314,3100468,3170533,0.9449,right
529LxSC_P24_B11_180,Ca21chr1_C_albicans_SC5314,3170533,3177404,0.988,right
529LxSC_P24_B11_180,Ca21chr1_C_albicans_SC5314,3170533,3177404,0.988,right
529LxSC_P24_B11_180,Ca21chr2_C_albicans_SC5314,1850976,1839720,0.0411,left
529LxSC_P24_B11_180,Ca21chr2_C_albicans_SC5314,1839720,1796627,0.0469,left
529LxSC_P24_B11_180,Ca21chr2_C_albicans_SC5314,1796627,1795919,0.0692,left
529LxSC_P24_B11_180,Ca21chr2_C_albicans_SC5314,1795919,1330190,0.0696,left
529LxSC_P24_B11_180,Ca21chr2_C_albicans_SC5314,1330190,1316891,0.3109,left
529LxSC_P24_B11_180,Ca21chr2_C_albicans_SC5314,1316891,405404,0.3177,left
529LxSC_P24_B11_180,Ca21chr2_C_albicans_SC5314,405404,296487,0.79,left
529LxSC_P24_B11_180,Ca21chr2_C_albicans_SC5314,296487,65954,0.8464,left
529LxSC_P24_B11_180,Ca21chr2_C_albicans_SC5314,2042921,2066227,0.379,right
529LxSC_P24_B11_180,Ca21chr2_C_albicans_SC5314,2066227,2229034,0.4564,right
529LxSC_P24_B11_180,Ca21chr3_C_albicans_SC5314,581101,570282,0.2969,left
529LxSC_P24_B11_180,Ca21chr3_C_albicans_SC5314,570282,245030,0.31,left
529LxSC_P24_B11_180,Ca21chr3_C_albicans_SC5314,245030,187959,0.7035,left
529LxSC_P24_B11_180,Ca21chr3_C_albicans_SC5314,187959,62829,0.7726,left
529LxSC_P24_B11_180,Ca21chr5_C_albicans_SC5314,299686,271742,0.3647,left
529LxSC_P24_B11_180,Ca21chr5_C_albicans_SC5314,271742,6413,0.424,left
529LxSC_P24_B11_180,Ca21chr5_C_albicans_SC5314,715045,715048,0.3401,right
529LxSC_P24_B11_180,Ca21chr5_C_albicans_SC5314,715048,942171,0.3401,right
529LxSC_P24_B11_180,Ca21chr5_C_albicans_SC5314,942171,971716,0.6557,right
529LxSC_P24_B11_180,Ca21chr5_C_albicans_SC5314,971716,1036717,0.6967,right
529LxSC_P24_B11_180,Ca21chr5_C_albicans_SC5314,1036717,1039873,0.787,right
529LxSC_P24_B11_180,Ca21chr5_C_albicans_SC5314,1039873,1046449,0.7914,right
529LxSC_P24_B11_180,Ca21chr5_C_albicans_SC5314,1046449,1053585,0.8006,right
529LxSC_P24_B11_180,Ca21chr5_C_albicans_SC5314,1053585,1118424,0.8105,right
529LxSC_P24_B11_180,Ca21chrR_C_albicans_SC5314,1397735,1384740,0.2002,left
529LxSC_P24_B11_180,Ca21chrR_C_albicans_SC5314,1384740,1296701,0.2077,left
529LxSC_P24_B11_180,Ca21chrR_C_albicans_SC5314,1296701,1014433,0.258,left
529LxSC_P24_B11_180,Ca21chrR_C_albicans_SC5314,1014433,973239,0.4195,left
529LxSC_P24_B11_180,Ca21chrR_C_albicans_SC5314,973239,230417,0.4431,left
529LxSC_P24_B11_180,Ca21chrR_C_albicans_SC5314,230417,203452,0.8682,left
529LxSC_P24_B11_180,Ca21chrR_C_albicans_SC5314,203452,50691,0.8836,left
529LxSC_P24_B11_180,Ca21chrR_C_albicans_SC5314,1799189,2284695,0.0987,right
529LxSC_P26_C1_118,Ca21chr1_C_albicans_SC5314,812529,651808,0.4811,left
529LxSC_P26_C1_118,Ca21chr1_C_albicans_SC5314,651808,73201,0.5838,left
529LxSC_P26_C1_118,Ca21chr1_C_albicans_SC5314,2776315,3009623,0.7455,right
529LxSC_P26_C1_118,Ca21chr1_C_albicans_SC5314,3009623,3153582,0.889,right
529LxSC_P26_C1_118,Ca21chr3_C_albicans_SC5314,1327538,1489005,0.5155,right
529LxSC_P26_C1_118,Ca21chr3_C_albicans_SC5314,1489005,1578568,0.6811,right
529LxSC_P26_C1_118,Ca21chr3_C_albicans_SC5314,1578568,1583587,0.7729,right
529LxSC_P26_C1_118,Ca21chr3_C_albicans_SC5314,1583587,1785101,0.7781,right
529LxSC_P26_C1_118,Ca21chr3_C_albicans_SC5314,1583587,1785101,0.7781,right
529LxSC_P26_C1_118,Ca21chr4_C_albicans_SC5314,1005224,1505052,0.0179,right
529LxSC_P26_C1_118,Ca21chr5_C_albicans_SC5314,559933,1014211,0.1246,right
529LxSC_P26_C1_118,Ca21chr5_C_albicans_SC5314,1014211,1025026,0.7558,right
529LxSC_P26_C1_118,Ca21chr5_C_albicans_SC5314,1025026,1032096,0.7708,right
529LxSC_P26_C1_118,Ca21chr5_C_albicans_SC5314,1032096,1036717,0.7806,right
529LxSC_P26_C1_118,Ca21chr5_C_albicans_SC5314,1036717,1095790,0.787,right
529LxSC_P26_C1_118,Ca21chr6_C_albicans_SC5314,462899,462896,0.5295,left
529LxSC_P26_C1_118,Ca21chr6_C_albicans_SC5314,462896,10035,0.5295,left
529LxSC_P26_C1_118,Ca21chrR_C_albicans_SC5314,1013982,973239,0.4198,left
529LxSC_P26_C1_118,Ca21chrR_C_albicans_SC5314,973239,723905,0.4431,left
529LxSC_P26_C1_118,Ca21chrR_C_albicans_SC5314,723905,499600,0.5858,left
529LxSC_P26_C1_118,Ca21chrR_C_albicans_SC5314,499600,50691,0.7141,left
529LxSC_P26_C1_118,Ca21chr1_C_albicans_SC5314,812529,651808,0.4811,left
529LxSC_P26_C1_118,Ca21chr1_C_albicans_SC5314,651808,73201,0.5838,left
529LxSC_P26_C1_118,Ca21chr1_C_albicans_SC5314,2776315,3009623,0.7455,right
529LxSC_P26_C1_118,Ca21chr1_C_albicans_SC5314,3009623,3153582,0.889,right
529LxSC_P26_C1_118,Ca21chr3_C_albicans_SC5314,1327538,1489005,0.5155,right
529LxSC_P26_C1_118,Ca21chr3_C_albicans_SC5314,1489005,1578568,0.6811,right
529LxSC_P26_C1_118,Ca21chr3_C_albicans_SC5314,1578568,1583587,0.7729,right
529LxSC_P26_C1_118,Ca21chr3_C_albicans_SC5314,1583587,1785101,0.7781,right
529LxSC_P26_C1_118,Ca21chr3_C_albicans_SC5314,1583587,1785101,0.7781,right
529LxSC_P26_C1_118,Ca21chr4_C_albicans_SC5314,1005224,1505052,0.0179,right
529LxSC_P26_C1_118,Ca21chr5_C_albicans_SC5314,559933,1014211,0.1246,right
529LxSC_P26_C1_118,Ca21chr5_C_albicans_SC5314,1014211,1025026,0.7558,right
529LxSC_P26_C1_118,Ca21chr5_C_albicans_SC5314,1025026,1032096,0.7708,right
529LxSC_P26_C1_118,Ca21chr5_C_albicans_SC5314,1032096,1036717,0.7806,right
529LxSC_P26_C1_118,Ca21chr5_C_albicans_SC5314,1036717,1095790,0.787,right
529LxSC_P26_C1_118,Ca21chr6_C_albicans_SC5314,462899,462896,0.5295,left
