chromosome,position,absolute_pos,cumulative_recom_cnt,chromosome_arm 
Ca21chr2_C_albicans_SC5314,1530971,4720971,29,left
Ca21chr2_C_albicans_SC5314,1536883,4726883,28,left
Ca21chr2_C_albicans_SC5314,1560751,4750751,25,left
Ca21chr2_C_albicans_SC5314,1679778,4869778,22,left
Ca21chr2_C_albicans_SC5314,1714731,4904731,21,left
Ca21chr2_C_albicans_SC5314,1715470,4905470,20,left
Ca21chr2_C_albicans_SC5314,1725320,4915320,19,left
Ca21chr2_C_albicans_SC5314,1745724,4935724,18,left
Ca21chr2_C_albicans_SC5314,1757907,4947907,16,left
Ca21chr2_C_albicans_SC5314,1795919,4985919,13,left
Ca21chr2_C_albicans_SC5314,1796627,4986627,9,left
Ca21chr2_C_albicans_SC5314,1850976,5040976,6,left
Ca21chr2_C_albicans_SC5314,1898839,5088839,2,left
Ca21chr2_C_albicans_SC5314,1899786,5089786,1,left
Ca21chr2_C_albicans_SC5314,1928734,5118734,0,left
Ca21chr2_C_albicans_SC5314,1928734,5118734,0,right
Ca21chr2_C_albicans_SC5314,1969418,5159418,32,right
Ca21chr2_C_albicans_SC5314,1994962,5184962,36,right
Ca21chr2_C_albicans_SC5314,2042921,5232921,42,right
Ca21chr2_C_albicans_SC5314,2066227,5256227,47,right
Ca21chr2_C_albicans_SC5314,2095790,5285790,52,right
Ca21chr2_C_albicans_SC5314,2096670,5286670,56,right
Ca21chr2_C_albicans_SC5314,2215685,5405685,57,right
Ca21chr2_C_albicans_SC5314,2225877,5415877,58,right
Ca21chr2_C_albicans_SC5314,2225880,5415880,59,right
Ca21chr3_C_albicans_SC5314,57276,5477276,197,left
Ca21chr3_C_albicans_SC5314,62829,5482829,187,left
Ca21chr3_C_albicans_SC5314,96280,5516280,186,left
Ca21chr3_C_albicans_SC5314,129411,5549411,178,left
Ca21chr3_C_albicans_SC5314,187959,5607959,168,left
Ca21chr3_C_albicans_SC5314,245030,5665030,167,left
Ca21chr3_C_albicans_SC5314,257788,5677788,152,left
Ca21chr3_C_albicans_SC5314,291033,5711033,139,left
Ca21chr3_C_albicans_SC5314,303970,5723970,136,left
Ca21chr3_C_albicans_SC5314,306276,5726276,135,left
Ca21chr3_C_albicans_SC5314,340117,5760117,128,left
Ca21chr3_C_albicans_SC5314,392172,5812172,121,left
Ca21chr3_C_albicans_SC5314,484825,5904825,119,left
Ca21chr3_C_albicans_SC5314,493669,5913669,113,left
Ca21chr3_C_albicans_SC5314,501530,5921530,107,left
Ca21chr3_C_albicans_SC5314,511770,5931770,93,left
Ca21chr3_C_albicans_SC5314,570282,5990282,80,left
Ca21chr3_C_albicans_SC5314,581101,6001101,75,left
Ca21chr3_C_albicans_SC5314,585343,6005343,61,left
Ca21chr3_C_albicans_SC5314,654733,6074733,48,left
Ca21chr3_C_albicans_SC5314,679291,6099291,42,left
Ca21chr3_C_albicans_SC5314,715074,6135074,33,left
Ca21chr3_C_albicans_SC5314,742601,6162601,29,left
Ca21chr3_C_albicans_SC5314,742604,6162604,24,left
Ca21chr3_C_albicans_SC5314,798643,6218643,4,left
Ca21chr3_C_albicans_SC5314,824907,6244907,0,left
Ca21chr3_C_albicans_SC5314,824907,6244907,0,right
Ca21chr3_C_albicans_SC5314,892156,6312156,3,right
Ca21chr3_C_albicans_SC5314,937566,6357566,4,right
Ca21chr3_C_albicans_SC5314,946578,6366578,6,right
Ca21chr3_C_albicans_SC5314,950395,6370395,7,right
Ca21chr3_C_albicans_SC5314,958944,6378944,8,right
Ca21chr3_C_albicans_SC5314,1119323,6539323,14,right
Ca21chr3_C_albicans_SC5314,1147874,6567874,16,right
Ca21chr3_C_albicans_SC5314,1199648,6619648,21,right
Ca21chr3_C_albicans_SC5314,1239380,6659380,23,right
Ca21chr3_C_albicans_SC5314,1239383,6659383,26,right
Ca21chr3_C_albicans_SC5314,1260714,6680714,27,right
Ca21chr3_C_albicans_SC5314,1327538,6747538,32,right
Ca21chr3_C_albicans_SC5314,1444346,6864346,34,right
Ca21chr3_C_albicans_SC5314,1460823,6880823,47,right
Ca21chr3_C_albicans_SC5314,1489005,6909005,62,right
Ca21chr3_C_albicans_SC5314,1489867,6909867,64,right
Ca21chr3_C_albicans_SC5314,1506534,6926534,67,right
Ca21chr3_C_albicans_SC5314,1519281,6939281,69,right
Ca21chr3_C_albicans_SC5314,1530626,6950626,72,right
Ca21chr3_C_albicans_SC5314,1578568,6998568,73,right
Ca21chr3_C_albicans_SC5314,1610006,7030006,74,right
Ca21chr3_C_albicans_SC5314,1611373,7031373,77,right
Ca21chr3_C_albicans_SC5314,1627306,7047306,80,right
Ca21chr3_C_albicans_SC5314,1631452,7051452,81,right
Ca21chr3_C_albicans_SC5314,1785101,7205101,88,right
Ca21chr4_C_albicans_SC5314,35824,7255824,119,left
Ca21chr4_C_albicans_SC5314,63892,7283892,117,left
Ca21chr4_C_albicans_SC5314,77983,7297983,114,left
Ca21chr4_C_albicans_SC5314,118027,7338027,110,left
Ca21chr4_C_albicans_SC5314,140589,7360589,107,left
Ca21chr4_C_albicans_SC5314,167876,7387876,104,left
Ca21chr4_C_albicans_SC5314,220402,7440402,101,left
Ca21chr4_C_albicans_SC5314,223530,7443530,99,left
Ca21chr4_C_albicans_SC5314,275252,7495252,97,left
Ca21chr4_C_albicans_SC5314,330385,7550385,91,left
Ca21chr4_C_albicans_SC5314,334184,7554184,87,left
Ca21chr4_C_albicans_SC5314,359579,7579579,85,left
Ca21chr4_C_albicans_SC5314,360737,7580737,77,left
Ca21chr4_C_albicans_SC5314,363542,7583542,74,left
Ca21chr4_C_albicans_SC5314,365912,7585912,72,left
Ca21chr4_C_albicans_SC5314,406047,7626047,70,left
Ca21chr4_C_albicans_SC5314,484379,7704379,68,left
Ca21chr4_C_albicans_SC5314,521015,7741015,66,left
Ca21chr4_C_albicans_SC5314,528978,7748978,64,left
Ca21chr4_C_albicans_SC5314,626990,7846990,62,left
Ca21chr4_C_albicans_SC5314,717564,7937564,60,left
Ca21chr4_C_albicans_SC5314,736077,7956077,59,left
Ca21chr4_C_albicans_SC5314,779244,7999244,54,left
Ca21chr4_C_albicans_SC5314,779913,7999913,49,left
Ca21chr4_C_albicans_SC5314,799702,8019702,48,left
Ca21chr4_C_albicans_SC5314,821358,8041358,40,left
Ca21chr4_C_albicans_SC5314,857635,8077635,37,left
Ca21chr4_C_albicans_SC5314,860173,8080173,33,left
Ca21chr4_C_albicans_SC5314,861247,8081247,18,left
Ca21chr4_C_albicans_SC5314,916773,8136773,8,left
Ca21chr4_C_albicans_SC5314,962309,8182309,3,left
Ca21chr4_C_albicans_SC5314,963390,8183390,2,left
Ca21chr4_C_albicans_SC5314,994398,8214398,0,left
Ca21chr4_C_albicans_SC5314,994398,8214398,0,right
Ca21chr4_C_albicans_SC5314,1021617,8241617,8,right
Ca21chr4_C_albicans_SC5314,1032647,8252647,9,right
Ca21chr4_C_albicans_SC5314,1062389,8282389,13,right
Ca21chr4_C_albicans_SC5314,1113691,8333691,15,right
Ca21chr4_C_albicans_SC5314,1161993,8381993,17,right
Ca21chr4_C_albicans_SC5314,1194165,8414165,22,right
Ca21chr4_C_albicans_SC5314,1247243,8467243,27,right
Ca21chr4_C_albicans_SC5314,1276131,8496131,28,right
Ca21chr4_C_albicans_SC5314,1288361,8508361,29,right
Ca21chr4_C_albicans_SC5314,1407118,8627118,32,right
Ca21chr4_C_albicans_SC5314,1490403,8710403,36,right
Ca21chr4_C_albicans_SC5314,1505052,8725052,45,right
Ca21chr4_C_albicans_SC5314,1588018,8808018,56,right
Ca21chr5_C_albicans_SC5314,185277,9005277,93,left
Ca21chr5_C_albicans_SC5314,254183,9074183,91,left
Ca21chr5_C_albicans_SC5314,258847,9078847,89,left
Ca21chr5_C_albicans_SC5314,259573,9079573,87,left
Ca21chr5_C_albicans_SC5314,271742,9091742,85,left
Ca21chr5_C_albicans_SC5314,299686,9119686,83,left
Ca21chr5_C_albicans_SC5314,326787,9146787,81,left
Ca21chr5_C_albicans_SC5314,327867,9147867,73,left
Ca21chr5_C_albicans_SC5314,327870,9147870,69,left
Ca21chr5_C_albicans_SC5314,337051,9157051,67,left
Ca21chr5_C_albicans_SC5314,395979,9215979,2,left
Ca21chr5_C_albicans_SC5314,470230,9290230,0,left
Ca21chr5_C_albicans_SC5314,470230,9290230,0,right
Ca21chr5_C_albicans_SC5314,537244,9357244,2,right
Ca21chr5_C_albicans_SC5314,538142,9358142,8,right
Ca21chr5_C_albicans_SC5314,559933,9379933,30,right
Ca21chr5_C_albicans_SC5314,562030,9382030,32,right
Ca21chr5_C_albicans_SC5314,566688,9386688,36,right
Ca21chr5_C_albicans_SC5314,633692,9453692,37,right
Ca21chr5_C_albicans_SC5314,706609,9526609,38,right
Ca21chr5_C_albicans_SC5314,715045,9535045,41,right
Ca21chr5_C_albicans_SC5314,715048,9535048,44,right
Ca21chr5_C_albicans_SC5314,767953,9587953,45,right
Ca21chr5_C_albicans_SC5314,787628,9607628,48,right
Ca21chr5_C_albicans_SC5314,802960,9622960,51,right
Ca21chr5_C_albicans_SC5314,811880,9631880,52,right
Ca21chr5_C_albicans_SC5314,915542,9735542,53,right
Ca21chr5_C_albicans_SC5314,942171,9762171,56,right
Ca21chr5_C_albicans_SC5314,971716,9791716,59,right
Ca21chr5_C_albicans_SC5314,1013025,9833025,61,right
Ca21chr5_C_albicans_SC5314,1025026,9845026,63,right
Ca21chr5_C_albicans_SC5314,1032096,9852096,64,right
Ca21chr5_C_albicans_SC5314,1036717,9856717,72,right
Ca21chr5_C_albicans_SC5314,1039873,9859873,77,right
Ca21chr5_C_albicans_SC5314,1046449,9866449,83,right
Ca21chr5_C_albicans_SC5314,1053585,9873585,91,right
Ca21chr5_C_albicans_SC5314,1095790,9915790,96,right
Ca21chr5_C_albicans_SC5314,1118424,9938424,99,right
Ca21chr6_C_albicans_SC5314,69486,10079486,226,left
Ca21chr6_C_albicans_SC5314,80198,10090198,214,left
Ca21chr6_C_albicans_SC5314,86959,10096959,201,left
Ca21chr6_C_albicans_SC5314,127606,10137606,197,left
Ca21chr6_C_albicans_SC5314,134339,10144339,194,left
Ca21chr6_C_albicans_SC5314,146907,10156907,192,left
Ca21chr6_C_albicans_SC5314,158560,10168560,191,left
Ca21chr6_C_albicans_SC5314,160343,10170343,190,left
Ca21chr6_C_albicans_SC5314,172638,10182638,189,left
Ca21chr6_C_albicans_SC5314,181146,10191146,181,left
Ca21chr6_C_albicans_SC5314,183740,10193740,173,left
Ca21chr6_C_albicans_SC5314,185714,10195714,172,left
Ca21chr6_C_albicans_SC5314,263100,10273100,171,left
Ca21chr6_C_albicans_SC5314,312503,10322503,160,left
Ca21chr6_C_albicans_SC5314,462896,10472896,147,left
Ca21chr6_C_albicans_SC5314,462899,10472899,124,left
Ca21chr6_C_albicans_SC5314,463689,10473689,102,left
Ca21chr6_C_albicans_SC5314,496922,10506922,92,left
Ca21chr6_C_albicans_SC5314,532993,10542993,83,left
Ca21chr6_C_albicans_SC5314,542069,10552069,72,left
Ca21chr6_C_albicans_SC5314,572388,10582388,69,left
Ca21chr6_C_albicans_SC5314,601093,10611093,68,left
Ca21chr6_C_albicans_SC5314,608422,10618422,67,left
Ca21chr6_C_albicans_SC5314,695898,10705898,62,left
Ca21chr6_C_albicans_SC5314,695901,10705901,61,left
Ca21chr6_C_albicans_SC5314,761497,10771497,51,left
Ca21chr6_C_albicans_SC5314,808231,10818231,41,left
Ca21chr6_C_albicans_SC5314,891055,10901055,30,left
Ca21chr6_C_albicans_SC5314,891058,10901058,28,left
Ca21chr6_C_albicans_SC5314,981916,10991916,0,left
Ca21chr6_C_albicans_SC5314,981916,10991916,0,right
Ca21chr6_C_albicans_SC5314,997235,11007235,32,right
Ca21chr7_C_albicans_SC5314,24965,11064965,205,left
Ca21chr7_C_albicans_SC5314,67821,11107821,182,left
Ca21chr7_C_albicans_SC5314,75902,11115902,181,left
Ca21chr7_C_albicans_SC5314,86767,11126767,176,left
Ca21chr7_C_albicans_SC5314,143521,11183521,158,left
Ca21chr7_C_albicans_SC5314,151748,11191748,139,left
Ca21chr7_C_albicans_SC5314,189899,11229899,128,left
Ca21chr7_C_albicans_SC5314,224765,11264765,115,left
Ca21chr7_C_albicans_SC5314,243279,11283279,92,left
Ca21chr7_C_albicans_SC5314,255788,11295788,69,left
Ca21chr7_C_albicans_SC5314,261266,11301266,44,left
Ca21chr7_C_albicans_SC5314,267716,11307716,18,left
Ca21chr7_C_albicans_SC5314,276806,11316806,17,left
Ca21chr7_C_albicans_SC5314,363210,11403210,16,left
Ca21chr7_C_albicans_SC5314,369500,11409500,15,left
Ca21chr7_C_albicans_SC5314,386154,11426154,3,left
Ca21chr7_C_albicans_SC5314,427262,11467262,0,left
Ca21chr7_C_albicans_SC5314,427262,11467262,0,right
Ca21chr7_C_albicans_SC5314,456215,11496215,34,right
Ca21chr7_C_albicans_SC5314,467083,11507083,35,right
Ca21chr7_C_albicans_SC5314,688603,11728603,36,right
Ca21chr7_C_albicans_SC5314,688906,11728906,37,right
Ca21chr7_C_albicans_SC5314,786200,11826200,67,right
Ca21chr7_C_albicans_SC5314,796263,11836263,97,right
Ca21chr7_C_albicans_SC5314,884936,11924936,98,right
Ca21chr7_C_albicans_SC5314,884939,11924939,99,right
Ca21chrR_C_albicans_SC5314,61007,12051007,137,left
Ca21chrR_C_albicans_SC5314,74645,12064645,135,left
Ca21chrR_C_albicans_SC5314,77570,12067570,133,left
Ca21chrR_C_albicans_SC5314,92502,12082502,132,left
Ca21chrR_C_albicans_SC5314,143037,12133037,131,left
Ca21chrR_C_albicans_SC5314,159303,12149303,128,left
Ca21chrR_C_albicans_SC5314,180139,12170139,126,left
Ca21chrR_C_albicans_SC5314,203452,12193452,121,left
Ca21chrR_C_albicans_SC5314,230417,12220417,111,left
Ca21chrR_C_albicans_SC5314,400679,12390679,101,left
Ca21chrR_C_albicans_SC5314,499600,12489600,96,left
Ca21chrR_C_albicans_SC5314,776535,12766535,92,left
Ca21chrR_C_albicans_SC5314,822896,12812896,87,left
Ca21chrR_C_albicans_SC5314,840859,12830859,82,left
Ca21chrR_C_albicans_SC5314,858872,12848872,74,left
Ca21chrR_C_albicans_SC5314,973239,12963239,66,left
Ca21chrR_C_albicans_SC5314,1014433,13004433,65,left
Ca21chrR_C_albicans_SC5314,1024158,13014158,64,left
Ca21chrR_C_albicans_SC5314,1029628,13019628,62,left
Ca21chrR_C_albicans_SC5314,1082430,13072430,54,left
Ca21chrR_C_albicans_SC5314,1119360,13109360,45,left
Ca21chrR_C_albicans_SC5314,1253068,13243068,43,left
Ca21chrR_C_albicans_SC5314,1296701,13286701,34,left
Ca21chrR_C_albicans_SC5314,1384740,13374740,27,left
Ca21chrR_C_albicans_SC5314,1397735,13387735,18,left
Ca21chrR_C_albicans_SC5314,1536762,13526762,14,left
Ca21chrR_C_albicans_SC5314,1580417,13570417,13,left
Ca21chrR_C_albicans_SC5314,1666005,13656005,12,left
Ca21chrR_C_albicans_SC5314,1666177,13656177,11,left
Ca21chrR_C_albicans_SC5314,1672229,13662229,10,left
Ca21chrR_C_albicans_SC5314,1715233,13705233,4,left
Ca21chrR_C_albicans_SC5314,1745427,13735427,0,left
Ca21chrR_C_albicans_SC5314,1745427,13735427,0,right
Ca21chrR_C_albicans_SC5314,1799189,13789189,1,right
Ca21chrR_C_albicans_SC5314,1838455,13828455,3,right
Ca21chrR_C_albicans_SC5314,1917093,13907093,5,right
Ca21chrR_C_albicans_SC5314,2165736,14155736,7,right
Ca21chrR_C_albicans_SC5314,2284695,14274695,9,right
