Sample Name, Recombined Chromosome, Recombination Start Site (bp), Recombination End Site (bp), Recombination Event Length (bp), IGV start position, IGV end position, Marker Cat ID#
MAY154.GT,Ca21chr1_C_albicans_SC5314,871875,820957,50918,Ca21chr1_C_albicans_SC5314:871875,Ca21chr1_C_albicans_SC5314:820957,4138
MAY154.GT,Ca21chr1_C_albicans_SC5314,820957,819757,1200,Ca21chr1_C_albicans_SC5314:820957,Ca21chr1_C_albicans_SC5314:819757,4161
MAY154.GT,Ca21chr1_C_albicans_SC5314,819757,797261,22496,Ca21chr1_C_albicans_SC5314:819757,Ca21chr1_C_albicans_SC5314:797261,4216
MAY154.GT,Ca21chr1_C_albicans_SC5314,797261,795967,1294,Ca21chr1_C_albicans_SC5314:797261,Ca21chr1_C_albicans_SC5314:795967,4220
MAY154.GT,Ca21chr1_C_albicans_SC5314,795967,714810,81157,Ca21chr1_C_albicans_SC5314:795967,Ca21chr1_C_albicans_SC5314:714810,4332
MAY154.GT,Ca21chr1_C_albicans_SC5314,714810,711295,3515,Ca21chr1_C_albicans_SC5314:714810,Ca21chr1_C_albicans_SC5314:711295,4343
MAY154.GT,Ca21chr1_C_albicans_SC5314,711295,642014,69281,Ca21chr1_C_albicans_SC5314:711295,Ca21chr1_C_albicans_SC5314:642014,4734
MAY154.GT,Ca21chr1_C_albicans_SC5314,642014,639243,2771,Ca21chr1_C_albicans_SC5314:642014,Ca21chr1_C_albicans_SC5314:639243,4750
MAY154.GT,Ca21chr1_C_albicans_SC5314,639243,497772,141471,Ca21chr1_C_albicans_SC5314:639243,Ca21chr1_C_albicans_SC5314:497772,6800
MAY154.GT,Ca21chr1_C_albicans_SC5314,497772,497754,18,Ca21chr1_C_albicans_SC5314:497772,Ca21chr1_C_albicans_SC5314:497754,6801
MAY154.GT,Ca21chr1_C_albicans_SC5314,497754,483696,14058,Ca21chr1_C_albicans_SC5314:497754,Ca21chr1_C_albicans_SC5314:483696,6885
MAY154.GT,Ca21chr1_C_albicans_SC5314,483696,482684,1012,Ca21chr1_C_albicans_SC5314:483696,Ca21chr1_C_albicans_SC5314:482684,6888
MAY154.GT,Ca21chr1_C_albicans_SC5314,482684,360538,122146,Ca21chr1_C_albicans_SC5314:482684,Ca21chr1_C_albicans_SC5314:360538,8060
MAY154.GT,Ca21chr1_C_albicans_SC5314,360538,360460,78,Ca21chr1_C_albicans_SC5314:360538,Ca21chr1_C_albicans_SC5314:360460,8064
MAY154.GT,Ca21chr1_C_albicans_SC5314,360460,360402,58,Ca21chr1_C_albicans_SC5314:360460,Ca21chr1_C_albicans_SC5314:360402,8065
MAY154.GT,Ca21chr1_C_albicans_SC5314,360402,359295,1107,Ca21chr1_C_albicans_SC5314:360402,Ca21chr1_C_albicans_SC5314:359295,8071
MAY154.GT,Ca21chr1_C_albicans_SC5314,359295,358265,1030,Ca21chr1_C_albicans_SC5314:359295,Ca21chr1_C_albicans_SC5314:358265,8077
MAY154.GT,Ca21chr1_C_albicans_SC5314,358265,357422,843,Ca21chr1_C_albicans_SC5314:358265,Ca21chr1_C_albicans_SC5314:357422,8078
MAY154.GT,Ca21chr1_C_albicans_SC5314,357422,356870,552,Ca21chr1_C_albicans_SC5314:357422,Ca21chr1_C_albicans_SC5314:356870,8080
MAY154.GT,Ca21chr1_C_albicans_SC5314,356870,355422,1448,Ca21chr1_C_albicans_SC5314:356870,Ca21chr1_C_albicans_SC5314:355422,8095
MAY154.GT,Ca21chr1_C_albicans_SC5314,355422,354359,1063,Ca21chr1_C_albicans_SC5314:355422,Ca21chr1_C_albicans_SC5314:354359,8096
MAY154.GT,Ca21chr1_C_albicans_SC5314,354359,353760,599,Ca21chr1_C_albicans_SC5314:354359,Ca21chr1_C_albicans_SC5314:353760,8099
MAY154.GT,Ca21chr1_C_albicans_SC5314,353760,353226,534,Ca21chr1_C_albicans_SC5314:353760,Ca21chr1_C_albicans_SC5314:353226,8105
MAY154.GT,Ca21chr1_C_albicans_SC5314,353226,353174,52,Ca21chr1_C_albicans_SC5314:353226,Ca21chr1_C_albicans_SC5314:353174,8113
MAY154.GT,Ca21chr1_C_albicans_SC5314,353174,349914,3260,Ca21chr1_C_albicans_SC5314:353174,Ca21chr1_C_albicans_SC5314:349914,8140
MAY154.GT,Ca21chr1_C_albicans_SC5314,349914,348865,1049,Ca21chr1_C_albicans_SC5314:349914,Ca21chr1_C_albicans_SC5314:348865,8144
MAY154.GT,Ca21chr1_C_albicans_SC5314,348865,348635,230,Ca21chr1_C_albicans_SC5314:348865,Ca21chr1_C_albicans_SC5314:348635,8147
MAY154.GT,Ca21chr1_C_albicans_SC5314,348635,348043,592,Ca21chr1_C_albicans_SC5314:348635,Ca21chr1_C_albicans_SC5314:348043,8150
MAY154.GT,Ca21chr1_C_albicans_SC5314,348043,347729,314,Ca21chr1_C_albicans_SC5314:348043,Ca21chr1_C_albicans_SC5314:347729,8160
MAY154.GT,Ca21chr1_C_albicans_SC5314,347729,344710,3019,Ca21chr1_C_albicans_SC5314:347729,Ca21chr1_C_albicans_SC5314:344710,8166
MAY154.GT,Ca21chr1_C_albicans_SC5314,344710,340121,4589,Ca21chr1_C_albicans_SC5314:344710,Ca21chr1_C_albicans_SC5314:340121,8173
MAY154.GT,Ca21chr1_C_albicans_SC5314,340121,338856,1265,Ca21chr1_C_albicans_SC5314:340121,Ca21chr1_C_albicans_SC5314:338856,8174
MAY154.GT,Ca21chr1_C_albicans_SC5314,338856,334622,4234,Ca21chr1_C_albicans_SC5314:338856,Ca21chr1_C_albicans_SC5314:334622,8291
MAY154.GT,Ca21chr1_C_albicans_SC5314,334622,238406,96216,Ca21chr1_C_albicans_SC5314:334622,Ca21chr1_C_albicans_SC5314:238406,9287
MAY154.GT,Ca21chr1_C_albicans_SC5314,238406,237840,566,Ca21chr1_C_albicans_SC5314:238406,Ca21chr1_C_albicans_SC5314:237840,9291
MAY154.GT,Ca21chr1_C_albicans_SC5314,237840,232215,5625,Ca21chr1_C_albicans_SC5314:237840,Ca21chr1_C_albicans_SC5314:232215,9348
MAY154.GT,Ca21chr1_C_albicans_SC5314,232215,231755,460,Ca21chr1_C_albicans_SC5314:232215,Ca21chr1_C_albicans_SC5314:231755,9417
MAY154.GT,Ca21chr1_C_albicans_SC5314,231755,149413,82342,Ca21chr1_C_albicans_SC5314:231755,Ca21chr1_C_albicans_SC5314:149413,10201
MAY154.GT,Ca21chr1_C_albicans_SC5314,149413,148782,631,Ca21chr1_C_albicans_SC5314:149413,Ca21chr1_C_albicans_SC5314:148782,10203
MAY154.GT,Ca21chr1_C_albicans_SC5314,148782,145153,3629,Ca21chr1_C_albicans_SC5314:148782,Ca21chr1_C_albicans_SC5314:145153,10208
MAY154.GT,Ca21chr1_C_albicans_SC5314,145153,143818,1335,Ca21chr1_C_albicans_SC5314:145153,Ca21chr1_C_albicans_SC5314:143818,10209
MAY154.GT,Ca21chr1_C_albicans_SC5314,143818,143563,255,Ca21chr1_C_albicans_SC5314:143818,Ca21chr1_C_albicans_SC5314:143563,10210
MAY154.GT,Ca21chr1_C_albicans_SC5314,143563,126702,16861,Ca21chr1_C_albicans_SC5314:143563,Ca21chr1_C_albicans_SC5314:126702,10354
MAY154.GT,Ca21chr1_C_albicans_SC5314,126702,124376,2326,Ca21chr1_C_albicans_SC5314:126702,Ca21chr1_C_albicans_SC5314:124376,10357
MAY154.GT,Ca21chr1_C_albicans_SC5314,124376,45384,78992,Ca21chr1_C_albicans_SC5314:124376,Ca21chr1_C_albicans_SC5314:45384,11400
MAY154.GT,Ca21chr1_C_albicans_SC5314,45384,41256,4128,Ca21chr1_C_albicans_SC5314:45384,Ca21chr1_C_albicans_SC5314:41256,11417
MAY154.GT,Ca21chr1_C_albicans_SC5314,41256,61,41195,Ca21chr1_C_albicans_SC5314:41256,Ca21chr1_C_albicans_SC5314:61,11762
MAY154.GT,Ca21chr1_C_albicans_SC5314,41256,61,61,Ca21chr1_C_albicans_SC5314:41256,Ca21chr1_C_albicans_SC5314:61,11762
MAY154.GT,Ca21chr1_C_albicans_SC5314,1650992,1651248,256,Ca21chr1_C_albicans_SC5314:1650992,Ca21chr1_C_albicans_SC5314:1651248,402
MAY154.GT,Ca21chr1_C_albicans_SC5314,1651248,1666814,15566,Ca21chr1_C_albicans_SC5314:1651248,Ca21chr1_C_albicans_SC5314:1666814,452
MAY154.GT,Ca21chr1_C_albicans_SC5314,1666814,1667014,200,Ca21chr1_C_albicans_SC5314:1666814,Ca21chr1_C_albicans_SC5314:1667014,455
MAY154.GT,Ca21chr1_C_albicans_SC5314,1667014,1668844,1830,Ca21chr1_C_albicans_SC5314:1667014,Ca21chr1_C_albicans_SC5314:1668844,457
MAY154.GT,Ca21chr1_C_albicans_SC5314,1668844,1670976,2132,Ca21chr1_C_albicans_SC5314:1668844,Ca21chr1_C_albicans_SC5314:1670976,458
MAY154.GT,Ca21chr1_C_albicans_SC5314,1670976,1703366,32390,Ca21chr1_C_albicans_SC5314:1670976,Ca21chr1_C_albicans_SC5314:1703366,519
MAY154.GT,Ca21chr1_C_albicans_SC5314,1703366,1703436,70,Ca21chr1_C_albicans_SC5314:1703366,Ca21chr1_C_albicans_SC5314:1703436,529
MAY154.GT,Ca21chr1_C_albicans_SC5314,1703436,1703956,520,Ca21chr1_C_albicans_SC5314:1703436,Ca21chr1_C_albicans_SC5314:1703956,530
MAY154.GT,Ca21chr1_C_albicans_SC5314,1703956,1705322,1366,Ca21chr1_C_albicans_SC5314:1703956,Ca21chr1_C_albicans_SC5314:1705322,531
MAY154.GT,Ca21chr1_C_albicans_SC5314,1705322,1908718,203396,Ca21chr1_C_albicans_SC5314:1705322,Ca21chr1_C_albicans_SC5314:1908718,1118
MAY154.GT,Ca21chr1_C_albicans_SC5314,1908718,1912560,3842,Ca21chr1_C_albicans_SC5314:1908718,Ca21chr1_C_albicans_SC5314:1912560,1132
MAY154.GT,Ca21chr1_C_albicans_SC5314,1912560,1940519,27959,Ca21chr1_C_albicans_SC5314:1912560,Ca21chr1_C_albicans_SC5314:1940519,1297
MAY154.GT,Ca21chr1_C_albicans_SC5314,1940519,1943228,2709,Ca21chr1_C_albicans_SC5314:1940519,Ca21chr1_C_albicans_SC5314:1943228,1302
MAY154.GT,Ca21chr1_C_albicans_SC5314,1943228,1960998,17770,Ca21chr1_C_albicans_SC5314:1943228,Ca21chr1_C_albicans_SC5314:1960998,1441
MAY154.GT,Ca21chr1_C_albicans_SC5314,1960998,1961812,814,Ca21chr1_C_albicans_SC5314:1960998,Ca21chr1_C_albicans_SC5314:1961812,1442
MAY154.GT,Ca21chr1_C_albicans_SC5314,1961812,2006507,44695,Ca21chr1_C_albicans_SC5314:1961812,Ca21chr1_C_albicans_SC5314:2006507,1529
MAY154.GT,Ca21chr1_C_albicans_SC5314,2006507,2006536,29,Ca21chr1_C_albicans_SC5314:2006507,Ca21chr1_C_albicans_SC5314:2006536,1531
MAY154.GT,Ca21chr1_C_albicans_SC5314,2006536,2226169,219633,Ca21chr1_C_albicans_SC5314:2006536,Ca21chr1_C_albicans_SC5314:2226169,2750
MAY154.GT,Ca21chr1_C_albicans_SC5314,2226169,2227236,1067,Ca21chr1_C_albicans_SC5314:2226169,Ca21chr1_C_albicans_SC5314:2227236,2752
MAY154.GT,Ca21chr1_C_albicans_SC5314,2227236,2235420,8184,Ca21chr1_C_albicans_SC5314:2227236,Ca21chr1_C_albicans_SC5314:2235420,2947
MAY154.GT,Ca21chr1_C_albicans_SC5314,2235420,2236317,897,Ca21chr1_C_albicans_SC5314:2235420,Ca21chr1_C_albicans_SC5314:2236317,2966
MAY154.GT,Ca21chr1_C_albicans_SC5314,2236317,2279802,43485,Ca21chr1_C_albicans_SC5314:2236317,Ca21chr1_C_albicans_SC5314:2279802,3519
MAY154.GT,Ca21chr1_C_albicans_SC5314,2279802,2282954,3152,Ca21chr1_C_albicans_SC5314:2279802,Ca21chr1_C_albicans_SC5314:2282954,3529
MAY154.GT,Ca21chr1_C_albicans_SC5314,2282954,2291162,8208,Ca21chr1_C_albicans_SC5314:2282954,Ca21chr1_C_albicans_SC5314:2291162,3569
MAY154.GT,Ca21chr1_C_albicans_SC5314,2291162,2292083,921,Ca21chr1_C_albicans_SC5314:2291162,Ca21chr1_C_albicans_SC5314:2292083,3586
MAY154.GT,Ca21chr1_C_albicans_SC5314,2292083,2329956,37873,Ca21chr1_C_albicans_SC5314:2292083,Ca21chr1_C_albicans_SC5314:2329956,3910
MAY154.GT,Ca21chr1_C_albicans_SC5314,2329956,2331555,1599,Ca21chr1_C_albicans_SC5314:2329956,Ca21chr1_C_albicans_SC5314:2331555,3911
MAY154.GT,Ca21chr1_C_albicans_SC5314,2331555,2417072,85517,Ca21chr1_C_albicans_SC5314:2331555,Ca21chr1_C_albicans_SC5314:2417072,4220
MAY154.GT,Ca21chr1_C_albicans_SC5314,2417072,2417118,46,Ca21chr1_C_albicans_SC5314:2417072,Ca21chr1_C_albicans_SC5314:2417118,4227
MAY154.GT,Ca21chr1_C_albicans_SC5314,2417118,2516786,99668,Ca21chr1_C_albicans_SC5314:2417118,Ca21chr1_C_albicans_SC5314:2516786,4989
MAY154.GT,Ca21chr1_C_albicans_SC5314,2516786,2518706,1920,Ca21chr1_C_albicans_SC5314:2516786,Ca21chr1_C_albicans_SC5314:2518706,5000
MAY154.GT,Ca21chr1_C_albicans_SC5314,2518706,2616432,97726,Ca21chr1_C_albicans_SC5314:2518706,Ca21chr1_C_albicans_SC5314:2616432,6739
MAY154.GT,Ca21chr1_C_albicans_SC5314,2616432,2616475,43,Ca21chr1_C_albicans_SC5314:2616432,Ca21chr1_C_albicans_SC5314:2616475,6751
MAY154.GT,Ca21chr1_C_albicans_SC5314,2616475,2625451,8976,Ca21chr1_C_albicans_SC5314:2616475,Ca21chr1_C_albicans_SC5314:2625451,6882
MAY154.GT,Ca21chr1_C_albicans_SC5314,2625451,2625759,308,Ca21chr1_C_albicans_SC5314:2625451,Ca21chr1_C_albicans_SC5314:2625759,6885
MAY154.GT,Ca21chr1_C_albicans_SC5314,2625759,2626206,447,Ca21chr1_C_albicans_SC5314:2625759,Ca21chr1_C_albicans_SC5314:2626206,6889
MAY154.GT,Ca21chr1_C_albicans_SC5314,2626206,2626311,105,Ca21chr1_C_albicans_SC5314:2626206,Ca21chr1_C_albicans_SC5314:2626311,6898
MAY154.GT,Ca21chr1_C_albicans_SC5314,2626311,2641399,15088,Ca21chr1_C_albicans_SC5314:2626311,Ca21chr1_C_albicans_SC5314:2641399,7269
MAY154.GT,Ca21chr1_C_albicans_SC5314,2641399,2641698,299,Ca21chr1_C_albicans_SC5314:2641399,Ca21chr1_C_albicans_SC5314:2641698,7274
MAY154.GT,Ca21chr1_C_albicans_SC5314,2641698,2717556,75858,Ca21chr1_C_albicans_SC5314:2641698,Ca21chr1_C_albicans_SC5314:2717556,8046
MAY154.GT,Ca21chr1_C_albicans_SC5314,2717556,2718469,913,Ca21chr1_C_albicans_SC5314:2717556,Ca21chr1_C_albicans_SC5314:2718469,8058
MAY154.GT,Ca21chr1_C_albicans_SC5314,2718469,2759808,41339,Ca21chr1_C_albicans_SC5314:2718469,Ca21chr1_C_albicans_SC5314:2759808,8124
MAY154.GT,Ca21chr1_C_albicans_SC5314,2759808,2760453,645,Ca21chr1_C_albicans_SC5314:2759808,Ca21chr1_C_albicans_SC5314:2760453,8126
MAY154.GT,Ca21chr1_C_albicans_SC5314,2760453,2776099,15646,Ca21chr1_C_albicans_SC5314:2760453,Ca21chr1_C_albicans_SC5314:2776099,8162
MAY154.GT,Ca21chr1_C_albicans_SC5314,2776099,2785520,9421,Ca21chr1_C_albicans_SC5314:2776099,Ca21chr1_C_albicans_SC5314:2785520,8163
MAY154.GT,Ca21chr1_C_albicans_SC5314,2785520,2802052,16532,Ca21chr1_C_albicans_SC5314:2785520,Ca21chr1_C_albicans_SC5314:2802052,8236
MAY154.GT,Ca21chr1_C_albicans_SC5314,2802052,2803898,1846,Ca21chr1_C_albicans_SC5314:2802052,Ca21chr1_C_albicans_SC5314:2803898,8260
MAY154.GT,Ca21chr1_C_albicans_SC5314,2803898,2819579,15681,Ca21chr1_C_albicans_SC5314:2803898,Ca21chr1_C_albicans_SC5314:2819579,8577
MAY154.GT,Ca21chr1_C_albicans_SC5314,2819579,2819753,174,Ca21chr1_C_albicans_SC5314:2819579,Ca21chr1_C_albicans_SC5314:2819753,8578
MAY154.GT,Ca21chr1_C_albicans_SC5314,2819753,2939201,119448,Ca21chr1_C_albicans_SC5314:2819753,Ca21chr1_C_albicans_SC5314:2939201,9122
MAY154.GT,Ca21chr1_C_albicans_SC5314,2939201,2942304,3103,Ca21chr1_C_albicans_SC5314:2939201,Ca21chr1_C_albicans_SC5314:2942304,9126
MAY154.GT,Ca21chr1_C_albicans_SC5314,2942304,3003203,60899,Ca21chr1_C_albicans_SC5314:2942304,Ca21chr1_C_albicans_SC5314:3003203,9518
MAY154.GT,Ca21chr1_C_albicans_SC5314,3003203,3003286,83,Ca21chr1_C_albicans_SC5314:3003203,Ca21chr1_C_albicans_SC5314:3003286,9520
MAY154.GT,Ca21chr1_C_albicans_SC5314,3003286,3024376,21090,Ca21chr1_C_albicans_SC5314:3003286,Ca21chr1_C_albicans_SC5314:3024376,9866
MAY154.GT,Ca21chr1_C_albicans_SC5314,3024376,3024756,380,Ca21chr1_C_albicans_SC5314:3024376,Ca21chr1_C_albicans_SC5314:3024756,9868
MAY154.GT,Ca21chr1_C_albicans_SC5314,3024756,3036451,11695,Ca21chr1_C_albicans_SC5314:3024756,Ca21chr1_C_albicans_SC5314:3036451,10161
MAY154.GT,Ca21chr1_C_albicans_SC5314,3036451,3037961,1510,Ca21chr1_C_albicans_SC5314:3036451,Ca21chr1_C_albicans_SC5314:3037961,10170
MAY154.GT,Ca21chr1_C_albicans_SC5314,3037961,3044018,6057,Ca21chr1_C_albicans_SC5314:3037961,Ca21chr1_C_albicans_SC5314:3044018,10216
MAY154.GT,Ca21chr1_C_albicans_SC5314,3044018,3044081,63,Ca21chr1_C_albicans_SC5314:3044018,Ca21chr1_C_albicans_SC5314:3044081,10254
MAY154.GT,Ca21chr1_C_albicans_SC5314,3044081,3057252,13171,Ca21chr1_C_albicans_SC5314:3044081,Ca21chr1_C_albicans_SC5314:3057252,10608
MAY154.GT,Ca21chr1_C_albicans_SC5314,3057252,3057584,332,Ca21chr1_C_albicans_SC5314:3057252,Ca21chr1_C_albicans_SC5314:3057584,10622
MAY154.GT,Ca21chr1_C_albicans_SC5314,3057584,3184935,132416,Ca21chr1_C_albicans_SC5314:3057584,Ca21chr1_C_albicans_SC5314:3184935,12458
MAY154.GT,Ca21chr2_C_albicans_SC5314,1858030,1857422,608,Ca21chr2_C_albicans_SC5314:1858030,Ca21chr2_C_albicans_SC5314:1857422,423
MAY154.GT,Ca21chr2_C_albicans_SC5314,1857422,1810076,47346,Ca21chr2_C_albicans_SC5314:1857422,Ca21chr2_C_albicans_SC5314:1810076,748
MAY154.GT,Ca21chr2_C_albicans_SC5314,1810076,1809617,459,Ca21chr2_C_albicans_SC5314:1810076,Ca21chr2_C_albicans_SC5314:1809617,761
MAY154.GT,Ca21chr2_C_albicans_SC5314,1809617,1770442,39175,Ca21chr2_C_albicans_SC5314:1809617,Ca21chr2_C_albicans_SC5314:1770442,1032
MAY154.GT,Ca21chr2_C_albicans_SC5314,1770442,1768494,1948,Ca21chr2_C_albicans_SC5314:1770442,Ca21chr2_C_albicans_SC5314:1768494,1034
MAY154.GT,Ca21chr2_C_albicans_SC5314,1768494,1658431,110063,Ca21chr2_C_albicans_SC5314:1768494,Ca21chr2_C_albicans_SC5314:1658431,1669
MAY154.GT,Ca21chr2_C_albicans_SC5314,1658431,1658011,420,Ca21chr2_C_albicans_SC5314:1658431,Ca21chr2_C_albicans_SC5314:1658011,1681
MAY154.GT,Ca21chr2_C_albicans_SC5314,1658011,1371591,286420,Ca21chr2_C_albicans_SC5314:1658011,Ca21chr2_C_albicans_SC5314:1371591,2810
MAY154.GT,Ca21chr2_C_albicans_SC5314,1371591,1370806,785,Ca21chr2_C_albicans_SC5314:1371591,Ca21chr2_C_albicans_SC5314:1370806,2812
MAY154.GT,Ca21chr2_C_albicans_SC5314,1370806,1361101,9705,Ca21chr2_C_albicans_SC5314:1370806,Ca21chr2_C_albicans_SC5314:1361101,2847
MAY154.GT,Ca21chr2_C_albicans_SC5314,1361101,1358421,2680,Ca21chr2_C_albicans_SC5314:1361101,Ca21chr2_C_albicans_SC5314:1358421,2920
