strain,chr,start.pos,length,prop.o.arm,arm
MAY154.GT,Ca21chr3_C_albicans_SC5314,192879,187918,0.7666,left
MAY154.GT,Ca21chr3_C_albicans_SC5314,187918,162275,0.7726,left
MAY154.GT,Ca21chr3_C_albicans_SC5314,162275,161886,0.8037,left
MAY154.GT,Ca21chr3_C_albicans_SC5314,161886,161816,0.8041,left
MAY154.GT,Ca21chr3_C_albicans_SC5314,161816,159512,0.8042,left
MAY154.GT,Ca21chr3_C_albicans_SC5314,159512,3514,0.807,left
MAY154.GT,Ca21chr3_C_albicans_SC5314,3514,3066,0.9957,left
MAY154.GT,Ca21chr3_C_albicans_SC5314,3066,145,0.9963,left
MAY154.GT,Ca21chr3_C_albicans_SC5314,888663,891723,0.0654,right
MAY154.GT,Ca21chr3_C_albicans_SC5314,891723,981887,0.0685,right
MAY154.GT,Ca21chr3_C_albicans_SC5314,981887,982100,0.161,right
MAY154.GT,Ca21chr3_C_albicans_SC5314,982100,991379,0.1612,right
MAY154.GT,Ca21chr3_C_albicans_SC5314,991379,991504,0.1707,right
MAY154.GT,Ca21chr3_C_albicans_SC5314,991504,1060149,0.1709,right
MAY154.GT,Ca21chr3_C_albicans_SC5314,1060149,1060604,0.2413,right
MAY154.GT,Ca21chr3_C_albicans_SC5314,1060604,1151917,0.2417,right
MAY154.GT,Ca21chr3_C_albicans_SC5314,1151917,1151944,0.3354,right
MAY154.GT,Ca21chr3_C_albicans_SC5314,1151944,1209261,0.3354,right
MAY154.GT,Ca21chr3_C_albicans_SC5314,1209261,1209329,0.3942,right
MAY154.GT,Ca21chr3_C_albicans_SC5314,1209329,1217854,0.3942,right
MAY154.GT,Ca21chr3_C_albicans_SC5314,1217854,1217917,0.403,right
MAY154.GT,Ca21chr3_C_albicans_SC5314,1217917,1495970,0.403,right
MAY154.GT,Ca21chr3_C_albicans_SC5314,1495970,1498166,0.6882,right
MAY154.GT,Ca21chr3_C_albicans_SC5314,1498166,1584061,0.6905,right
MAY154.GT,Ca21chr3_C_albicans_SC5314,1584061,1584477,0.7785,right
MAY154.GT,Ca21chr3_C_albicans_SC5314,1584477,1613083,0.779,right
MAY154.GT,Ca21chr3_C_albicans_SC5314,1613083,1615739,0.8083,right
MAY154.GT,Ca21chr3_C_albicans_SC5314,1615739,1642856,0.811,right
MAY154.GT,Ca21chr3_C_albicans_SC5314,1642856,1643393,0.8388,right
MAY154.GT,Ca21chr3_C_albicans_SC5314,1643393,1779264,0.8394,right
MAY154.GT,Ca21chr3_C_albicans_SC5314,1779264,1780164,0.9787,right
MAY154.GT,Ca21chr3_C_albicans_SC5314,1780164,1785806,0.9797,right
MAY154.GT,Ca21chr4_C_albicans_SC5314,938109,937171,0.0583,left
MAY154.GT,Ca21chr4_C_albicans_SC5314,937171,843996,0.0593,left
MAY154.GT,Ca21chr4_C_albicans_SC5314,843996,843166,0.1528,left
MAY154.GT,Ca21chr4_C_albicans_SC5314,843166,567813,0.1536,left
MAY154.GT,Ca21chr4_C_albicans_SC5314,567813,567716,0.43,left
MAY154.GT,Ca21chr4_C_albicans_SC5314,567716,290977,0.4301,left
MAY154.GT,Ca21chr4_C_albicans_SC5314,290977,289202,0.7079,left
MAY154.GT,Ca21chr4_C_albicans_SC5314,289202,2657,0.7097,left
MAY154.GT,Ca21chr4_C_albicans_SC5314,1101623,1103166,0.1771,right
MAY154.GT,Ca21chr4_C_albicans_SC5314,1103166,1461138,0.1796,right
MAY154.GT,Ca21chr4_C_albicans_SC5314,1461138,1461869,0.7707,right
MAY154.GT,Ca21chr4_C_albicans_SC5314,1461869,1596695,0.7719,right
MAY154.GT,Ca21chr5_C_albicans_SC5314,258409,258325,0.4522,left
MAY154.GT,Ca21chr5_C_albicans_SC5314,258325,4067,0.4524,left
MAY154.GT,Ca21chr5_C_albicans_SC5314,584812,585979,0.1592,right
MAY154.GT,Ca21chr5_C_albicans_SC5314,585979,1181546,0.1608,right
MAY154.GT,Ca21chr6_C_albicans_SC5314,977120,972001,0.0068,left
MAY154.GT,Ca21chr6_C_albicans_SC5314,972001,934670,0.012,left
MAY154.GT,Ca21chr6_C_albicans_SC5314,934670,925605,0.0499,left
MAY154.GT,Ca21chr6_C_albicans_SC5314,925605,923531,0.0591,left
MAY154.GT,Ca21chr6_C_albicans_SC5314,923531,914593,0.0613,left
MAY154.GT,Ca21chr6_C_albicans_SC5314,914593,839094,0.0703,left
MAY154.GT,Ca21chr6_C_albicans_SC5314,839094,838702,0.1471,left
MAY154.GT,Ca21chr6_C_albicans_SC5314,838702,825553,0.1475,left
MAY154.GT,Ca21chr6_C_albicans_SC5314,825553,824908,0.1608,left
MAY154.GT,Ca21chr6_C_albicans_SC5314,824908,822678,0.1615,left
MAY154.GT,Ca21chr6_C_albicans_SC5314,822678,821239,0.1638,left
MAY154.GT,Ca21chr6_C_albicans_SC5314,821239,820780,0.1652,left
MAY154.GT,Ca21chr6_C_albicans_SC5314,820780,820438,0.1657,left
MAY154.GT,Ca21chr6_C_albicans_SC5314,820438,819698,0.166,left
MAY154.GT,Ca21chr6_C_albicans_SC5314,819698,798707,0.1668,left
MAY154.GT,Ca21chr6_C_albicans_SC5314,798707,790131,0.1881,left
MAY154.GT,Ca21chr6_C_albicans_SC5314,790131,725557,0.1969,left
MAY154.GT,Ca21chr6_C_albicans_SC5314,725557,725310,0.2625,left
MAY154.GT,Ca21chr6_C_albicans_SC5314,725310,586872,0.2627,left
MAY154.GT,Ca21chr6_C_albicans_SC5314,586872,586870,0.4035,left
MAY154.GT,Ca21chr6_C_albicans_SC5314,586870,571360,0.4035,left
MAY154.GT,Ca21chr6_C_albicans_SC5314,571360,571188,0.4192,left
MAY154.GT,Ca21chr6_C_albicans_SC5314,571188,519085,0.4194,left
MAY154.GT,Ca21chr6_C_albicans_SC5314,519085,517237,0.4724,left
MAY154.GT,Ca21chr6_C_albicans_SC5314,517237,513809,0.4742,left
MAY154.GT,Ca21chr6_C_albicans_SC5314,513809,513021,0.4777,left
MAY154.GT,Ca21chr6_C_albicans_SC5314,513021,247877,0.4785,left
MAY154.GT,Ca21chr6_C_albicans_SC5314,247877,247698,0.748,left
MAY154.GT,Ca21chr6_C_albicans_SC5314,247698,215123,0.7482,left
MAY154.GT,Ca21chr6_C_albicans_SC5314,215123,214685,0.7813,left
MAY154.GT,Ca21chr6_C_albicans_SC5314,214685,207950,0.7818,left
MAY154.GT,Ca21chr6_C_albicans_SC5314,207950,207249,0.7886,left
MAY154.GT,Ca21chr6_C_albicans_SC5314,207249,200108,0.7893,left
MAY154.GT,Ca21chr6_C_albicans_SC5314,200108,194414,0.7966,left
MAY154.GT,Ca21chr6_C_albicans_SC5314,194414,193961,0.8024,left
MAY154.GT,Ca21chr6_C_albicans_SC5314,193961,192922,0.8028,left
MAY154.GT,Ca21chr6_C_albicans_SC5314,192922,190675,0.8039,left
MAY154.GT,Ca21chr6_C_albicans_SC5314,190675,189474,0.8062,left
MAY154.GT,Ca21chr6_C_albicans_SC5314,189474,179609,0.8074,left
MAY154.GT,Ca21chr6_C_albicans_SC5314,179609,178892,0.8174,left
MAY154.GT,Ca21chr6_C_albicans_SC5314,178892,8842,0.8182,left
MAY154.GT,Ca21chr6_C_albicans_SC5314,996285,996349,0.2988,right
MAY154.GT,Ca21chr6_C_albicans_SC5314,996349,1007533,0.3002,right
MAY154.GT,Ca21chr6_C_albicans_SC5314,1007533,1007632,0.5328,right
MAY154.GT,Ca21chr6_C_albicans_SC5314,1007632,1029816,0.5348,right
MAY154.GT,Ca21chr7_C_albicans_SC5314,412939,412834,0.0368,left
MAY154.GT,Ca21chr7_C_albicans_SC5314,412834,293236,0.037,left
MAY154.GT,Ca21chr7_C_albicans_SC5314,293236,292374,0.316,left
MAY154.GT,Ca21chr7_C_albicans_SC5314,292374,288249,0.318,left
MAY154.GT,Ca21chr7_C_albicans_SC5314,288249,286749,0.3276,left
MAY154.GT,Ca21chr7_C_albicans_SC5314,286749,283800,0.3311,left
MAY154.GT,Ca21chr7_C_albicans_SC5314,283800,282786,0.338,left
MAY154.GT,Ca21chr7_C_albicans_SC5314,282786,277897,0.3404,left
MAY154.GT,Ca21chr7_C_albicans_SC5314,277897,277728,0.3518,left
MAY154.GT,Ca21chr7_C_albicans_SC5314,277728,265434,0.3522,left
MAY154.GT,Ca21chr7_C_albicans_SC5314,265434,263678,0.3809,left
MAY154.GT,Ca21chr7_C_albicans_SC5314,263678,203832,0.385,left
MAY154.GT,Ca21chr7_C_albicans_SC5314,203832,203782,0.5245,left
MAY154.GT,Ca21chr7_C_albicans_SC5314,203782,187017,0.5247,left
MAY154.GT,Ca21chr7_C_albicans_SC5314,187017,186541,0.5638,left
MAY154.GT,Ca21chr7_C_albicans_SC5314,186541,172487,0.5649,left
MAY154.GT,Ca21chr7_C_albicans_SC5314,172487,172445,0.5977,left
MAY154.GT,Ca21chr7_C_albicans_SC5314,172445,160680,0.5978,left
MAY154.GT,Ca21chr7_C_albicans_SC5314,160680,160190,0.6252,left
MAY154.GT,Ca21chr7_C_albicans_SC5314,160190,143481,0.6263,left
