MAnderson017_126_R225-2_S44.sort.GT,Ca21chrR_C_albicans_SC5314:641918,Ca21chrR_C_albicans_SC5314:589579,Ca21chrR_C_albicans_SC5314,641918,589579,52339,Ca21chrR_C_albicans_SC5314:641918,Ca21chrR_C_albicans_SC5314:589579,12223,
MAnderson017_127_R225-2_S45.sort.GT,Ca21chr1_C_albicans_SC5314:2256823,Ca21chr1_C_albicans_SC5314:2279802,Ca21chr1_C_albicans_SC5314,2256823,2279802,22979,Ca21chr1_C_albicans_SC5314:2256823,Ca21chr1_C_albicans_SC5314:2279802,4519,
MAnderson017_128_R225-2_S49.sort.GT,Ca21chr1_C_albicans_SC5314:2887933,Ca21chr1_C_albicans_SC5314:3165422,Ca21chr1_C_albicans_SC5314,2887933,3165422,277489,Ca21chr1_C_albicans_SC5314:2887933,Ca21chr1_C_albicans_SC5314:3165422,15211,
MAnderson017_129_R225-2_S50.sort.GT,Ca21chr3_C_albicans_SC5314:499607,Ca21chr3_C_albicans_SC5314:498155,Ca21chr3_C_albicans_SC5314,499607,498155,1452,Ca21chr3_C_albicans_SC5314:499607,Ca21chr3_C_albicans_SC5314:498155,1705,
MAnderson017_129_R225-2_S50.sort.GT,Ca21chrR_C_albicans_SC5314:1885865,Ca21chrR_C_albicans_SC5314:1886860,Ca21chrR_C_albicans_SC5314,1885865,1886860,995,Ca21chrR_C_albicans_SC5314:1885865,Ca21chrR_C_albicans_SC5314:1886860,1164,
MAnderson017_129_R225-2_S50.sort.GT,Ca21chrR_C_albicans_SC5314:1935285,Ca21chrR_C_albicans_SC5314:1996441,Ca21chrR_C_albicans_SC5314,1935285,1996441,61156,Ca21chrR_C_albicans_SC5314:1935285,Ca21chrR_C_albicans_SC5314:1996441,2073,
MAnderson017_130_R225-2_S95.sort.GT,Ca21chr6_C_albicans_SC5314:798808,Ca21chr6_C_albicans_SC5314:566544,Ca21chr6_C_albicans_SC5314,798808,566544,232264,Ca21chr6_C_albicans_SC5314:798808,Ca21chr6_C_albicans_SC5314:566544,2615,
MAnderson017_135_R225-2_S85.sort.GT,Ca21chr2_C_albicans_SC5314:326787,Ca21chr2_C_albicans_SC5314:6005,Ca21chr2_C_albicans_SC5314,326787,6005,326787,Ca21chr2_C_albicans_SC5314:326787,Ca21chr2_C_albicans_SC5314:6005,16414,
MAnderson017_135_R225-2_S85.sort.GT,Ca21chr4_C_albicans_SC5314:348415,Ca21chr4_C_albicans_SC5314:322040,Ca21chr4_C_albicans_SC5314,348415,322040,26375,Ca21chr4_C_albicans_SC5314:348415,Ca21chr4_C_albicans_SC5314:322040,7925,
MAnderson017_135_R225-2_S85.sort.GT,Ca21chr6_C_albicans_SC5314:780145,Ca21chr6_C_albicans_SC5314:566544,Ca21chr6_C_albicans_SC5314,780145,566544,213601,Ca21chr6_C_albicans_SC5314:780145,Ca21chr6_C_albicans_SC5314:566544,2615,
MAnderson017_135_R225-2_S85.sort.GT,Ca21chr7_C_albicans_SC5314:203573,Ca21chr7_C_albicans_SC5314:203394,Ca21chr7_C_albicans_SC5314,203573,203394,179,Ca21chr7_C_albicans_SC5314:203573,Ca21chr7_C_albicans_SC5314:203394,5101,
MAnderson017_140_R225-2_S84.sort.GT,Ca21chr6_C_albicans_SC5314:199394,Ca21chr6_C_albicans_SC5314:195663,Ca21chr6_C_albicans_SC5314,199394,195663,3731,Ca21chr6_C_albicans_SC5314:199394,Ca21chr6_C_albicans_SC5314:195663,6369,
MAnderson017_140_R225-2_S84.sort.GT,Ca21chrR_C_albicans_SC5314:1455182,Ca21chrR_C_albicans_SC5314:1399307,Ca21chrR_C_albicans_SC5314,1455182,1399307,55875,Ca21chrR_C_albicans_SC5314:1455182,Ca21chrR_C_albicans_SC5314:1399307,3904,
MAnderson017_143_R225-2_S46.sort.GT,Ca21chrR_C_albicans_SC5314:1126568,Ca21chrR_C_albicans_SC5314:1121969,Ca21chrR_C_albicans_SC5314,1126568,1121969,4599,Ca21chrR_C_albicans_SC5314:1126568,Ca21chrR_C_albicans_SC5314:1121969,7355,
MAnderson017_146_R225-2_S52.sort.GT,Ca21chrR_C_albicans_SC5314:1128608,Ca21chrR_C_albicans_SC5314:1126831,Ca21chrR_C_albicans_SC5314,1128608,1126831,1777,Ca21chrR_C_albicans_SC5314:1128608,Ca21chrR_C_albicans_SC5314:1126831,7355,
MAnderson017_146_R225-2_S52.sort.GT,Ca21chrR_C_albicans_SC5314:641924,Ca21chrR_C_albicans_SC5314:589579,Ca21chrR_C_albicans_SC5314,641924,589579,52345,Ca21chrR_C_albicans_SC5314:641924,Ca21chrR_C_albicans_SC5314:589579,12256,
MAnderson017_148_R225-2_S79.sort.GT,Ca21chr1_C_albicans_SC5314:2345789,Ca21chr1_C_albicans_SC5314:2805396,Ca21chr1_C_albicans_SC5314,2345789,2805396,459607,Ca21chr1_C_albicans_SC5314:2345789,Ca21chr1_C_albicans_SC5314:2805396,10852,
MAnderson017_148_R225-2_S79.sort.GT,Ca21chr7_C_albicans_SC5314:766813,Ca21chr7_C_albicans_SC5314:779149,Ca21chr7_C_albicans_SC5314,766813,779149,12336,Ca21chr7_C_albicans_SC5314:766813,Ca21chr7_C_albicans_SC5314:779149,5981,
MAnderson017_158_R225-2_S98.sort.GT,Ca21chr1_C_albicans_SC5314:1053821,Ca21chr1_C_albicans_SC5314:1025568,Ca21chr1_C_albicans_SC5314,1053821,1025568,28253,Ca21chr1_C_albicans_SC5314:1053821,Ca21chr1_C_albicans_SC5314:1025568,4217,
MAnderson017_158_R225-2_S98.sort.GT,Ca21chr1_C_albicans_SC5314:1024524,Ca21chr1_C_albicans_SC5314:1021283,Ca21chr1_C_albicans_SC5314,1024524,1021283,3241,Ca21chr1_C_albicans_SC5314:1024524,Ca21chr1_C_albicans_SC5314:1021283,4252,
MAnderson017_158_R225-2_S98.sort.GT,Ca21chr5_C_albicans_SC5314:647882,Ca21chr5_C_albicans_SC5314:649787,Ca21chr5_C_albicans_SC5314,647882,649787,1905,Ca21chr5_C_albicans_SC5314:647882,Ca21chr5_C_albicans_SC5314:649787,680,
MAnderson017_158_R225-2_S98.sort.GT,Ca21chrR_C_albicans_SC5314:1116565,Ca21chrR_C_albicans_SC5314:1109283,Ca21chrR_C_albicans_SC5314,1116565,1109283,7282,Ca21chrR_C_albicans_SC5314:1116565,Ca21chrR_C_albicans_SC5314:1109283,7652,
MAnderson017_158_R225-2_S98.sort.GT,Ca21chrR_C_albicans_SC5314:493874,Ca21chrR_C_albicans_SC5314:215739,Ca21chrR_C_albicans_SC5314,493874,215739,278135,Ca21chrR_C_albicans_SC5314:493874,Ca21chrR_C_albicans_SC5314:215739,16518,
MAnderson017_881_R225-2_S93.sort.GT,Ca21chr3_C_albicans_SC5314:1275604,Ca21chr3_C_albicans_SC5314:1797574,Ca21chr3_C_albicans_SC5314,1275604,1797574,521970,Ca21chr3_C_albicans_SC5314:1275604,Ca21chr3_C_albicans_SC5314:1797574,18206,
MAnderson017_881_R225-2_S93.sort.GT,Ca21chr5_C_albicans_SC5314:392958,Ca21chr5_C_albicans_SC5314:3680,Ca21chr5_C_albicans_SC5314,392958,3680,392958,Ca21chr5_C_albicans_SC5314:392958,Ca21chr5_C_albicans_SC5314:3680,5197,
MAnderson017_885_R225-2_S94.sort.GT,Ca21chr1_C_albicans_SC5314:1631065,Ca21chr1_C_albicans_SC5314:1631069,Ca21chr1_C_albicans_SC5314,1631065,1631069,4,Ca21chr1_C_albicans_SC5314:1631065,Ca21chr1_C_albicans_SC5314:1631069,491,
MAnderson017_885_R225-2_S94.sort.GT,Ca21chr7_C_albicans_SC5314:929142,Ca21chr7_C_albicans_SC5314:941005,Ca21chr7_C_albicans_SC5314,929142,941005,20858,Ca21chr7_C_albicans_SC5314:929142,Ca21chr7_C_albicans_SC5314:941005,12457,
MAnderson017_887_R225-2_S51.sort.GT,Ca21chr1_C_albicans_SC5314:2256823,Ca21chr1_C_albicans_SC5314:2590793,Ca21chr1_C_albicans_SC5314,2256823,2590793,333970,Ca21chr1_C_albicans_SC5314:2256823,Ca21chr1_C_albicans_SC5314:2590793,8383,
MAnderson017_887_R225-2_S51.sort.GT,Ca21chr6_C_albicans_SC5314:798808,Ca21chr6_C_albicans_SC5314:780464,Ca21chr6_C_albicans_SC5314,798808,780464,18344,Ca21chr6_C_albicans_SC5314:798808,Ca21chr6_C_albicans_SC5314:780464,738,
MAnderson017_888_R225-2_S53.sort.GT,Ca21chr1_C_albicans_SC5314:2805396,Ca21chr1_C_albicans_SC5314:2812630,Ca21chr1_C_albicans_SC5314,2805396,2812630,7234,Ca21chr1_C_albicans_SC5314:2805396,Ca21chr1_C_albicans_SC5314:2812630,10854,
MAnderson017_888_R225-2_S53.sort.GT,Ca21chrR_C_albicans_SC5314:1097848,Ca21chrR_C_albicans_SC5314:1094507,Ca21chrR_C_albicans_SC5314,1097848,1094507,3341,Ca21chrR_C_albicans_SC5314:1097848,Ca21chrR_C_albicans_SC5314:1094507,7884,
MAnderson017_889_R225-2_S76.sort.GT,Ca21chr3_C_albicans_SC5314:1275604,Ca21chr3_C_albicans_SC5314:1797574,Ca21chr3_C_albicans_SC5314,1275604,1797574,521970,Ca21chr3_C_albicans_SC5314:1275604,Ca21chr3_C_albicans_SC5314:1797574,18205,
MAnderson017_889_R225-2_S76.sort.GT,Ca21chrR_C_albicans_SC5314:441615,Ca21chrR_C_albicans_SC5314:438352,Ca21chrR_C_albicans_SC5314,441615,438352,3263,Ca21chrR_C_albicans_SC5314:441615,Ca21chrR_C_albicans_SC5314:438352,13718,
MAnderson017_890_R225-2_S77.sort.GT,Ca21chr6_C_albicans_SC5314:780145,Ca21chr6_C_albicans_SC5314:571271,Ca21chr6_C_albicans_SC5314,780145,571271,208874,Ca21chr6_C_albicans_SC5314:780145,Ca21chr6_C_albicans_SC5314:571271,2405,
MAnderson017_890_R225-2_S77.sort.GT,Ca21chrR_C_albicans_SC5314:642080,Ca21chrR_C_albicans_SC5314:641924,Ca21chrR_C_albicans_SC5314,642080,641924,156,Ca21chrR_C_albicans_SC5314:642080,Ca21chrR_C_albicans_SC5314:641924,11806,
MAnderson017_891_R225-2_S97.sort.GT,Ca21chr6_C_albicans_SC5314:780464,Ca21chr6_C_albicans_SC5314:780145,Ca21chr6_C_albicans_SC5314,780464,780145,319,Ca21chr6_C_albicans_SC5314:780464,Ca21chr6_C_albicans_SC5314:780145,739,
MAnderson017_892_R225-2_S58.sort.GT,Ca21chr4_C_albicans_SC5314:531507,Ca21chr4_C_albicans_SC5314:529046,Ca21chr4_C_albicans_SC5314,531507,529046,2461,Ca21chr4_C_albicans_SC5314:531507,Ca21chr4_C_albicans_SC5314:529046,4489,
MAnderson017_892_R225-2_S58.sort.GT,Ca21chr7_C_albicans_SC5314:821269,Ca21chr7_C_albicans_SC5314:926698,Ca21chr7_C_albicans_SC5314,821269,926698,105429,Ca21chr7_C_albicans_SC5314:821269,Ca21chr7_C_albicans_SC5314:926698,11794,
MAnderson017_893_R225-2_S92.sort.GT,Ca21chrR_C_albicans_SC5314:1090159,Ca21chrR_C_albicans_SC5314:1021190,Ca21chrR_C_albicans_SC5314,1090159,1021190,68969,Ca21chrR_C_albicans_SC5314:1090159,Ca21chrR_C_albicans_SC5314:1021190,8563,
MAnderson017_894_R225-2_S34.sort.GT,Ca21chrR_C_albicans_SC5314:1126568,Ca21chrR_C_albicans_SC5314:1109283,Ca21chrR_C_albicans_SC5314,1126568,1109283,17285,Ca21chrR_C_albicans_SC5314:1126568,Ca21chrR_C_albicans_SC5314:1109283,7652,
MAnderson017_895_R225-2_S36.sort.GT,Ca21chr2_C_albicans_SC5314:328421,Ca21chr2_C_albicans_SC5314:326787,Ca21chr2_C_albicans_SC5314,328421,326787,1634,Ca21chr2_C_albicans_SC5314:328421,Ca21chr2_C_albicans_SC5314:326787,12869,
MAnderson017_896_R225-2_S54.sort.GT,Ca21chr2_C_albicans_SC5314:928339,Ca21chr2_C_albicans_SC5314:926867,Ca21chr2_C_albicans_SC5314,928339,926867,1472,Ca21chr2_C_albicans_SC5314:928339,Ca21chr2_C_albicans_SC5314:926867,9775,
MAnderson017_896_R225-2_S54.sort.GT,Ca21chr4_C_albicans_SC5314:1160016,Ca21chr4_C_albicans_SC5314:1160822,Ca21chr4_C_albicans_SC5314,1160016,1160822,806,Ca21chr4_C_albicans_SC5314:1160016,Ca21chr4_C_albicans_SC5314:1160822,815,
MAnderson017_899_R225-2_S40.sort.GT,Ca21chrR_C_albicans_SC5314:1107559,Ca21chrR_C_albicans_SC5314:1097848,Ca21chrR_C_albicans_SC5314,1107559,1097848,9711,Ca21chrR_C_albicans_SC5314:1107559,Ca21chrR_C_albicans_SC5314:1097848,7884,
MAnderson017_900_R225-2_S88.sort.GT,Ca21chr1_C_albicans_SC5314:1905792,Ca21chr1_C_albicans_SC5314:1985725,Ca21chr1_C_albicans_SC5314,1905792,1985725,79933,Ca21chr1_C_albicans_SC5314:1905792,Ca21chr1_C_albicans_SC5314:1985725,1829,
MAnderson017_900_R225-2_S88.sort.GT,Ca21chr1_C_albicans_SC5314:2887933,Ca21chr1_C_albicans_SC5314:3165422,Ca21chr1_C_albicans_SC5314,2887933,3165422,277489,Ca21chr1_C_albicans_SC5314:2887933,Ca21chr1_C_albicans_SC5314:3165422,15281,
MAnderson017_900_R225-2_S88.sort.GT,Ca21chrR_C_albicans_SC5314:2170012,Ca21chrR_C_albicans_SC5314:2284735,Ca21chrR_C_albicans_SC5314,2170012,2284735,119988,Ca21chrR_C_albicans_SC5314:2170012,Ca21chrR_C_albicans_SC5314:2284735,5380,
MAnderson017_901_R225-2_S99.sort.GT,Ca21chrR_C_albicans_SC5314:1935285,Ca21chrR_C_albicans_SC5314:1996441,Ca21chrR_C_albicans_SC5314,1935285,1996441,61156,Ca21chrR_C_albicans_SC5314:1935285,Ca21chrR_C_albicans_SC5314:1996441,2073,
MAnderson017_902_R225-2_S59.sort.GT,Ca21chrR_C_albicans_SC5314:961826,Ca21chrR_C_albicans_SC5314:960804,Ca21chrR_C_albicans_SC5314,961826,960804,1022,Ca21chrR_C_albicans_SC5314:961826,Ca21chrR_C_albicans_SC5314:960804,8911,
MAnderson017_905_R225-2_S102.sort.GT,Ca21chr6_C_albicans_SC5314:173882,Ca21chr6_C_albicans_SC5314:173572,Ca21chr6_C_albicans_SC5314,173882,173572,310,Ca21chr6_C_albicans_SC5314:173882,Ca21chr6_C_albicans_SC5314:173572,6827,
MAnderson017_907_R225-2_S35.sort.GT,Ca21chr1_C_albicans_SC5314:1218086,Ca21chr1_C_albicans_SC5314:1025361,Ca21chr1_C_albicans_SC5314,1218086,1025361,192725,Ca21chr1_C_albicans_SC5314:1218086,Ca21chr1_C_albicans_SC5314:1025361,4233,
MAnderson017_907_R225-2_S35.sort.GT,Ca21chr2_C_albicans_SC5314:1861634,Ca21chr2_C_albicans_SC5314:1665282,Ca21chr2_C_albicans_SC5314,1861634,1665282,196352,Ca21chr2_C_albicans_SC5314:1861634,Ca21chr2_C_albicans_SC5314:1665282,1992,
MAnderson017_907_R225-2_S35.sort.GT,Ca21chrR_C_albicans_SC5314:1097848,Ca21chrR_C_albicans_SC5314:1094507,Ca21chrR_C_albicans_SC5314,1097848,1094507,3341,Ca21chrR_C_albicans_SC5314:1097848,Ca21chrR_C_albicans_SC5314:1094507,7890,
MAnderson017_911_R225-2_S41.sort.GT,Ca21chr2_C_albicans_SC5314:1861634,Ca21chr2_C_albicans_SC5314:1665282,Ca21chr2_C_albicans_SC5314,1861634,1665282,196352,Ca21chr2_C_albicans_SC5314:1861634,Ca21chr2_C_albicans_SC5314:1665282,1992,
MAnderson017_914_R225-2_S120.sort.GT,Ca21chr4_C_albicans_SC5314:774334,Ca21chr4_C_albicans_SC5314:773128,Ca21chr4_C_albicans_SC5314,774334,773128,1206,Ca21chr4_C_albicans_SC5314:774334,Ca21chr4_C_albicans_SC5314:773128,2232,
MAnderson017_915_R225-2_S37.sort.GT,Ca21chr1_C_albicans_SC5314:1809371,Ca21chr1_C_albicans_SC5314:1902458,Ca21chr1_C_albicans_SC5314,1809371,1902458,93087,Ca21chr1_C_albicans_SC5314:1809371,Ca21chr1_C_albicans_SC5314:1902458,1455,
MAnderson017_918_R225-2_S117.sort.GT,Ca21chr3_C_albicans_SC5314:498155,Ca21chr3_C_albicans_SC5314:380564,Ca21chr3_C_albicans_SC5314,498155,380564,117591,Ca21chr3_C_albicans_SC5314:498155,Ca21chr3_C_albicans_SC5314:380564,2126,
MAnderson017_921_R225-2_S82.sort.GT,Ca21chr4_C_albicans_SC5314:729502,Ca21chr4_C_albicans_SC5314:727213,Ca21chr4_C_albicans_SC5314,729502,727213,2289,Ca21chr4_C_albicans_SC5314:729502,Ca21chr4_C_albicans_SC5314:727213,2550,
MAnderson017_921_R225-2_S82.sort.GT,Ca21chr7_C_albicans_SC5314:764113,Ca21chr7_C_albicans_SC5314:766813,Ca21chr7_C_albicans_SC5314,764113,766813,2700,Ca21chr7_C_albicans_SC5314:764113,Ca21chr7_C_albicans_SC5314:766813,5222,
MAnderson017_923_R225-2_S80.sort.GT,Ca21chr1_C_albicans_SC5314:1021267,Ca21chr1_C_albicans_SC5314:46173,Ca21chr1_C_albicans_SC5314,1021267,46173,975094,Ca21chr1_C_albicans_SC5314:1021267,Ca21chr1_C_albicans_SC5314:46173,13723,
MAnderson017_925_R225-2_S48.sort.GT,Ca21chr5_C_albicans_SC5314:687208,Ca21chr5_C_albicans_SC5314:688698,Ca21chr5_C_albicans_SC5314,687208,688698,1490,Ca21chr5_C_albicans_SC5314:687208,Ca21chr5_C_albicans_SC5314:688698,909,
MAnderson017_931_R225-2_S91.sort.GT,Ca21chr3_C_albicans_SC5314:1219683,Ca21chr3_C_albicans_SC5314:1220350,Ca21chr3_C_albicans_SC5314,1219683,1220350,667,Ca21chr3_C_albicans_SC5314:1219683,Ca21chr3_C_albicans_SC5314:1220350,8209,
MAnderson017_932_R225-2_S38.sort.GT,Ca21chr2_C_albicans_SC5314:935647,Ca21chr2_C_albicans_SC5314:934640,Ca21chr2_C_albicans_SC5314,935647,934640,1007,Ca21chr2_C_albicans_SC5314:935647,Ca21chr2_C_albicans_SC5314:934640,9739,
MAnderson017_932_R225-2_S38.sort.GT,Ca21chr4_C_albicans_SC5314:993101,Ca21chr4_C_albicans_SC5314:993098,Ca21chr4_C_albicans_SC5314,993101,993098,3,Ca21chr4_C_albicans_SC5314:993101,Ca21chr4_C_albicans_SC5314:993098,134,
MAnderson017_932_R225-2_S38.sort.GT,Ca21chr6_C_albicans_SC5314:173882,Ca21chr6_C_albicans_SC5314:173572,Ca21chr6_C_albicans_SC5314,173882,173572,310,Ca21chr6_C_albicans_SC5314:173882,Ca21chr6_C_albicans_SC5314:173572,6896,
MAnderson017_935_R225-2_S75.sort.GT,Ca21chr6_C_albicans_SC5314:780464,Ca21chr6_C_albicans_SC5314:780145,Ca21chr6_C_albicans_SC5314,780464,780145,319,Ca21chr6_C_albicans_SC5314:780464,Ca21chr6_C_albicans_SC5314:780145,739,
MAnderson017_935_R225-2_S75.sort.GT,Ca21chrR_C_albicans_SC5314:1129027,Ca21chrR_C_albicans_SC5314:1128608,Ca21chrR_C_albicans_SC5314,1129027,1128608,419,Ca21chrR_C_albicans_SC5314:1129027,Ca21chrR_C_albicans_SC5314:1128608,7232,
MAnderson017_935_R225-2_S75.sort.GT,Ca21chrR_C_albicans_SC5314:1996441,Ca21chrR_C_albicans_SC5314:1997066,Ca21chrR_C_albicans_SC5314,1996441,1997066,625,Ca21chrR_C_albicans_SC5314:1996441,Ca21chrR_C_albicans_SC5314:1997066,2093,
MAnderson017_936_R225-2_S74.sort.GT,Ca21chr1_C_albicans_SC5314:46173,Ca21chr1_C_albicans_SC5314:45678,Ca21chr1_C_albicans_SC5314,46173,45678,495,Ca21chr1_C_albicans_SC5314:46173,Ca21chr1_C_albicans_SC5314:45678,13918,
MAnderson017_936_R225-2_S74.sort.GT,Ca21chr1_C_albicans_SC5314:2805396,Ca21chr1_C_albicans_SC5314:2812630,Ca21chr1_C_albicans_SC5314,2805396,2812630,7234,Ca21chr1_C_albicans_SC5314:2805396,Ca21chr1_C_albicans_SC5314:2812630,10854,
MAnderson017_936_R225-2_S74.sort.GT,Ca21chr6_C_albicans_SC5314:318201,Ca21chr6_C_albicans_SC5314:318028,Ca21chr6_C_albicans_SC5314,318201,318028,173,Ca21chr6_C_albicans_SC5314:318201,Ca21chr6_C_albicans_SC5314:318028,4875,
MAnderson017_936_R225-2_S74.sort.GT,Ca21chrR_C_albicans_SC5314:215032,Ca21chrR_C_albicans_SC5314:172605,Ca21chrR_C_albicans_SC5314,215032,172605,42427,Ca21chrR_C_albicans_SC5314:215032,Ca21chrR_C_albicans_SC5314:172605,17821,
MAnderson017_938_R225-2_S81.sort.GT,Ca21chr4_C_albicans_SC5314:894022,Ca21chr4_C_albicans_SC5314:790769,Ca21chr4_C_albicans_SC5314,894022,790769,103253,Ca21chr4_C_albicans_SC5314:894022,Ca21chr4_C_albicans_SC5314:790769,2036,
MAnderson017_938_R225-2_S81.sort.GT,Ca21chrR_C_albicans_SC5314:1107559,Ca21chrR_C_albicans_SC5314:1097848,Ca21chrR_C_albicans_SC5314,1107559,1097848,9711,Ca21chrR_C_albicans_SC5314:1107559,Ca21chrR_C_albicans_SC5314:1097848,7869,
MAnderson017_939_R225-2_S100.sort.GT,Ca21chr7_C_albicans_SC5314:766813,Ca21chr7_C_albicans_SC5314:779149,Ca21chr7_C_albicans_SC5314,766813,779149,12336,Ca21chr7_C_albicans_SC5314:766813,Ca21chr7_C_albicans_SC5314:779149,5932,
MAnderson017_946_R225-2_S47.sort.GT,Ca21chr2_C_albicans_SC5314:1861634,Ca21chr2_C_albicans_SC5314:1665282,Ca21chr2_C_albicans_SC5314,1861634,1665282,196352,Ca21chr2_C_albicans_SC5314:1861634,Ca21chr2_C_albicans_SC5314:1665282,1992,
MAnderson017_946_R225-2_S47.sort.GT,Ca21chr4_C_albicans_SC5314:894022,Ca21chr4_C_albicans_SC5314:774334,Ca21chr4_C_albicans_SC5314,894022,774334,119688,Ca21chr4_C_albicans_SC5314:894022,Ca21chr4_C_albicans_SC5314:774334,2206,
MAnderson017_960_R225-2_S56.sort.GT,Ca21chr4_C_albicans_SC5314:1160016,Ca21chr4_C_albicans_SC5314:1160822,Ca21chr4_C_albicans_SC5314,1160016,1160822,806,Ca21chr4_C_albicans_SC5314:1160016,Ca21chr4_C_albicans_SC5314:1160822,815,
MAnderson017_964_R225-2_S60.sort.GT,Ca21chr6_C_albicans_SC5314:318028,Ca21chr6_C_albicans_SC5314:240751,Ca21chr6_C_albicans_SC5314,318028,240751,77277,Ca21chr6_C_albicans_SC5314:318028,Ca21chr6_C_albicans_SC5314:240751,5913,
MAnderson017_967_R225-2_S121.sort.GT,Ca21chr3_C_albicans_SC5314:1232592,Ca21chr3_C_albicans_SC5314:1232929,Ca21chr3_C_albicans_SC5314,1232592,1232929,337,Ca21chr3_C_albicans_SC5314:1232592,Ca21chr3_C_albicans_SC5314:1232929,8335,
