Sample Name, Recombined Chromosome, Recombination Start Site (bp), Recombination End Site (bp), Recombination Event Length (bp), IGV start position, IGV end position, Marker Cat ID#
MAnderson017_118_R225-2_S32.sort.GT,Ca21chr2_C_albicans_SC5314,1107957,1107826,131,Ca21chr2_C_albicans_SC5314:1107957,Ca21chr2_C_albicans_SC5314:1107826,7694
MAnderson017_118_R225-2_S32.sort.GT,Ca21chr2_C_albicans_SC5314,1107826,1053305,54521,Ca21chr2_C_albicans_SC5314:1107826,Ca21chr2_C_albicans_SC5314:1053305,8844
MAnderson017_118_R225-2_S32.sort.GT,Ca21chr2_C_albicans_SC5314,1053305,1052868,437,Ca21chr2_C_albicans_SC5314:1053305,Ca21chr2_C_albicans_SC5314:1052868,8846
MAnderson017_118_R225-2_S32.sort.GT,Ca21chr2_C_albicans_SC5314,1052868,1024642,28226,Ca21chr2_C_albicans_SC5314:1052868,Ca21chr2_C_albicans_SC5314:1024642,9322
MAnderson017_118_R225-2_S32.sort.GT,Ca21chr2_C_albicans_SC5314,1024642,1021799,2843,Ca21chr2_C_albicans_SC5314:1024642,Ca21chr2_C_albicans_SC5314:1021799,9337
MAnderson017_118_R225-2_S32.sort.GT,Ca21chr2_C_albicans_SC5314,1021799,935647,86152,Ca21chr2_C_albicans_SC5314:1021799,Ca21chr2_C_albicans_SC5314:935647,9747
MAnderson017_118_R225-2_S32.sort.GT,Ca21chr2_C_albicans_SC5314,935647,934640,1007,Ca21chr2_C_albicans_SC5314:935647,Ca21chr2_C_albicans_SC5314:934640,9774
MAnderson017_118_R225-2_S32.sort.GT,Ca21chr2_C_albicans_SC5314,934640,908636,26004,Ca21chr2_C_albicans_SC5314:934640,Ca21chr2_C_albicans_SC5314:908636,10142
MAnderson017_118_R225-2_S32.sort.GT,Ca21chr2_C_albicans_SC5314,908636,908171,465,Ca21chr2_C_albicans_SC5314:908636,Ca21chr2_C_albicans_SC5314:908171,10198
MAnderson017_118_R225-2_S32.sort.GT,Ca21chr2_C_albicans_SC5314,908171,496421,411750,Ca21chr2_C_albicans_SC5314:908171,Ca21chr2_C_albicans_SC5314:496421,11865
MAnderson017_118_R225-2_S32.sort.GT,Ca21chr2_C_albicans_SC5314,496421,495727,694,Ca21chr2_C_albicans_SC5314:496421,Ca21chr2_C_albicans_SC5314:495727,11866
MAnderson017_118_R225-2_S32.sort.GT,Ca21chr2_C_albicans_SC5314,495727,6005,495727,Ca21chr2_C_albicans_SC5314:495727,Ca21chr2_C_albicans_SC5314:6005,16607
MAnderson017_118_R225-2_S32.sort.GT,Ca21chr3_C_albicans_SC5314,588897,587135,1762,Ca21chr3_C_albicans_SC5314:588897,Ca21chr3_C_albicans_SC5314:587135,1234
MAnderson017_118_R225-2_S32.sort.GT,Ca21chr3_C_albicans_SC5314,587135,499607,87528,Ca21chr3_C_albicans_SC5314:587135,Ca21chr3_C_albicans_SC5314:499607,1700
MAnderson017_118_R225-2_S32.sort.GT,Ca21chr3_C_albicans_SC5314,499607,498155,1452,Ca21chr3_C_albicans_SC5314:499607,Ca21chr3_C_albicans_SC5314:498155,1706
MAnderson017_118_R225-2_S32.sort.GT,Ca21chr3_C_albicans_SC5314,498155,3066,495089,Ca21chr3_C_albicans_SC5314:498155,Ca21chr3_C_albicans_SC5314:3066,5837
MAnderson017_118_R225-2_S32.sort.GT,Ca21chr3_C_albicans_SC5314,3066,2393,673,Ca21chr3_C_albicans_SC5314:3066,Ca21chr3_C_albicans_SC5314:2393,5842
MAnderson017_118_R225-2_S32.sort.GT,Ca21chr3_C_albicans_SC5314,2393,145,2393,Ca21chr3_C_albicans_SC5314:2393,Ca21chr3_C_albicans_SC5314:145,5886
MAnderson017_118_R225-2_S32.sort.GT,Ca21chr3_C_albicans_SC5314,1024588,1024739,151,Ca21chr3_C_albicans_SC5314:1024588,Ca21chr3_C_albicans_SC5314:1024739,2593
MAnderson017_118_R225-2_S32.sort.GT,Ca21chr3_C_albicans_SC5314,1024739,1076058,51319,Ca21chr3_C_albicans_SC5314:1024739,Ca21chr3_C_albicans_SC5314:1076058,4019
MAnderson017_118_R225-2_S32.sort.GT,Ca21chr3_C_albicans_SC5314,1076058,1076093,35,Ca21chr3_C_albicans_SC5314:1076058,Ca21chr3_C_albicans_SC5314:1076093,4022
MAnderson017_118_R225-2_S32.sort.GT,Ca21chr3_C_albicans_SC5314,1076093,1219683,143590,Ca21chr3_C_albicans_SC5314:1076093,Ca21chr3_C_albicans_SC5314:1219683,8218
MAnderson017_118_R225-2_S32.sort.GT,Ca21chr3_C_albicans_SC5314,1219683,1220350,667,Ca21chr3_C_albicans_SC5314:1219683,Ca21chr3_C_albicans_SC5314:1220350,8220
MAnderson017_118_R225-2_S32.sort.GT,Ca21chr3_C_albicans_SC5314,1220350,1232423,12073,Ca21chr3_C_albicans_SC5314:1220350,Ca21chr3_C_albicans_SC5314:1232423,8336
MAnderson017_118_R225-2_S32.sort.GT,Ca21chr3_C_albicans_SC5314,1232423,1232929,506,Ca21chr3_C_albicans_SC5314:1232423,Ca21chr3_C_albicans_SC5314:1232929,8373
MAnderson017_118_R225-2_S32.sort.GT,Ca21chr3_C_albicans_SC5314,1232929,1273016,40087,Ca21chr3_C_albicans_SC5314:1232929,Ca21chr3_C_albicans_SC5314:1273016,9306
MAnderson017_118_R225-2_S32.sort.GT,Ca21chr3_C_albicans_SC5314,1273016,1275604,2588,Ca21chr3_C_albicans_SC5314:1273016,Ca21chr3_C_albicans_SC5314:1275604,9307
MAnderson017_118_R225-2_S32.sort.GT,Ca21chr3_C_albicans_SC5314,1275604,1797574,521970,Ca21chr3_C_albicans_SC5314:1275604,Ca21chr3_C_albicans_SC5314:1797574,18258
MAnderson017_118_R225-2_S32.sort.GT,Ca21chr3_C_albicans_SC5314,1275604,1797574,2426,Ca21chr3_C_albicans_SC5314:1275604,Ca21chr3_C_albicans_SC5314:1797574,18258
MAnderson017_118_R225-2_S32.sort.GT,Ca21chr4_C_albicans_SC5314,993101,790766,202335,Ca21chr4_C_albicans_SC5314:993101,Ca21chr4_C_albicans_SC5314:790766,2032
MAnderson017_118_R225-2_S32.sort.GT,Ca21chr4_C_albicans_SC5314,790766,790673,93,Ca21chr4_C_albicans_SC5314:790766,Ca21chr4_C_albicans_SC5314:790673,2034
MAnderson017_118_R225-2_S32.sort.GT,Ca21chr4_C_albicans_SC5314,790673,774334,16339,Ca21chr4_C_albicans_SC5314:790673,Ca21chr4_C_albicans_SC5314:774334,2178
MAnderson017_118_R225-2_S32.sort.GT,Ca21chr4_C_albicans_SC5314,774334,774278,56,Ca21chr4_C_albicans_SC5314:774334,Ca21chr4_C_albicans_SC5314:774278,2184
MAnderson017_118_R225-2_S32.sort.GT,Ca21chr4_C_albicans_SC5314,774278,729502,44776,Ca21chr4_C_albicans_SC5314:774278,Ca21chr4_C_albicans_SC5314:729502,2500
MAnderson017_118_R225-2_S32.sort.GT,Ca21chr4_C_albicans_SC5314,729502,727213,2289,Ca21chr4_C_albicans_SC5314:729502,Ca21chr4_C_albicans_SC5314:727213,2520
MAnderson017_118_R225-2_S32.sort.GT,Ca21chr4_C_albicans_SC5314,727213,714434,12779,Ca21chr4_C_albicans_SC5314:727213,Ca21chr4_C_albicans_SC5314:714434,2688
MAnderson017_118_R225-2_S32.sort.GT,Ca21chr4_C_albicans_SC5314,714434,705614,8820,Ca21chr4_C_albicans_SC5314:714434,Ca21chr4_C_albicans_SC5314:705614,2714
MAnderson017_118_R225-2_S32.sort.GT,Ca21chr4_C_albicans_SC5314,705614,678442,27172,Ca21chr4_C_albicans_SC5314:705614,Ca21chr4_C_albicans_SC5314:678442,3268
MAnderson017_118_R225-2_S32.sort.GT,Ca21chr4_C_albicans_SC5314,678442,673826,4616,Ca21chr4_C_albicans_SC5314:678442,Ca21chr4_C_albicans_SC5314:673826,3312
MAnderson017_118_R225-2_S32.sort.GT,Ca21chr4_C_albicans_SC5314,673826,555422,118404,Ca21chr4_C_albicans_SC5314:673826,Ca21chr4_C_albicans_SC5314:555422,4375
MAnderson017_118_R225-2_S32.sort.GT,Ca21chr4_C_albicans_SC5314,555422,550659,4763,Ca21chr4_C_albicans_SC5314:555422,Ca21chr4_C_albicans_SC5314:550659,4381
MAnderson017_118_R225-2_S32.sort.GT,Ca21chr4_C_albicans_SC5314,550659,531507,19152,Ca21chr4_C_albicans_SC5314:550659,Ca21chr4_C_albicans_SC5314:531507,4520
MAnderson017_118_R225-2_S32.sort.GT,Ca21chr4_C_albicans_SC5314,531507,529046,2461,Ca21chr4_C_albicans_SC5314:531507,Ca21chr4_C_albicans_SC5314:529046,4521
MAnderson017_118_R225-2_S32.sort.GT,Ca21chr4_C_albicans_SC5314,529046,357565,171481,Ca21chr4_C_albicans_SC5314:529046,Ca21chr4_C_albicans_SC5314:357565,7554
MAnderson017_118_R225-2_S32.sort.GT,Ca21chr4_C_albicans_SC5314,357565,357458,107,Ca21chr4_C_albicans_SC5314:357565,Ca21chr4_C_albicans_SC5314:357458,7559
MAnderson017_118_R225-2_S32.sort.GT,Ca21chr4_C_albicans_SC5314,357458,4323,357458,Ca21chr4_C_albicans_SC5314:357458,Ca21chr4_C_albicans_SC5314:4323,10589
MAnderson017_118_R225-2_S32.sort.GT,Ca21chr4_C_albicans_SC5314,1160016,1160822,806,Ca21chr4_C_albicans_SC5314:1160016,Ca21chr4_C_albicans_SC5314:1160822,816
MAnderson017_118_R225-2_S32.sort.GT,Ca21chr4_C_albicans_SC5314,1160822,1444251,283429,Ca21chr4_C_albicans_SC5314:1160822,Ca21chr4_C_albicans_SC5314:1444251,2232
MAnderson017_118_R225-2_S32.sort.GT,Ca21chr4_C_albicans_SC5314,1444251,1452170,7919,Ca21chr4_C_albicans_SC5314:1444251,Ca21chr4_C_albicans_SC5314:1452170,2233
MAnderson017_118_R225-2_S32.sort.GT,Ca21chr4_C_albicans_SC5314,1452170,1600170,148000,Ca21chr4_C_albicans_SC5314:1452170,Ca21chr4_C_albicans_SC5314:1600170,3876
MAnderson017_118_R225-2_S32.sort.GT,Ca21chr4_C_albicans_SC5314,1600170,1600175,170,Ca21chr4_C_albicans_SC5314:1600170,Ca21chr4_C_albicans_SC5314:1600175,3889
MAnderson017_118_R225-2_S32.sort.GT,Ca21chr5_C_albicans_SC5314,445811,445518,293,Ca21chr5_C_albicans_SC5314:445811,Ca21chr5_C_albicans_SC5314:445518,145
MAnderson017_118_R225-2_S32.sort.GT,Ca21chr5_C_albicans_SC5314,445518,402350,43168,Ca21chr5_C_albicans_SC5314:445518,Ca21chr5_C_albicans_SC5314:402350,183
MAnderson017_118_R225-2_S32.sort.GT,Ca21chr5_C_albicans_SC5314,402350,392958,9392,Ca21chr5_C_albicans_SC5314:402350,Ca21chr5_C_albicans_SC5314:392958,310
MAnderson017_118_R225-2_S32.sort.GT,Ca21chr5_C_albicans_SC5314,392958,306865,86093,Ca21chr5_C_albicans_SC5314:392958,Ca21chr5_C_albicans_SC5314:306865,1045
MAnderson017_118_R225-2_S32.sort.GT,Ca21chr5_C_albicans_SC5314,306865,306547,318,Ca21chr5_C_albicans_SC5314:306865,Ca21chr5_C_albicans_SC5314:306547,1127
MAnderson017_118_R225-2_S32.sort.GT,Ca21chr5_C_albicans_SC5314,306547,3680,306547,Ca21chr5_C_albicans_SC5314:306547,Ca21chr5_C_albicans_SC5314:3680,5199
MAnderson017_118_R225-2_S32.sort.GT,Ca21chr5_C_albicans_SC5314,677006,677306,300,Ca21chr5_C_albicans_SC5314:677006,Ca21chr5_C_albicans_SC5314:677306,888
MAnderson017_118_R225-2_S32.sort.GT,Ca21chr5_C_albicans_SC5314,677306,690338,13032,Ca21chr5_C_albicans_SC5314:677306,Ca21chr5_C_albicans_SC5314:690338,955
MAnderson017_118_R225-2_S32.sort.GT,Ca21chr5_C_albicans_SC5314,690338,690556,218,Ca21chr5_C_albicans_SC5314:690338,Ca21chr5_C_albicans_SC5314:690556,987
MAnderson017_118_R225-2_S32.sort.GT,Ca21chr5_C_albicans_SC5314,690556,898472,207916,Ca21chr5_C_albicans_SC5314:690556,Ca21chr5_C_albicans_SC5314:898472,2685
MAnderson017_118_R225-2_S32.sort.GT,Ca21chr5_C_albicans_SC5314,898472,898614,142,Ca21chr5_C_albicans_SC5314:898472,Ca21chr5_C_albicans_SC5314:898614,2689
MAnderson017_118_R225-2_S32.sort.GT,Ca21chr5_C_albicans_SC5314,898614,1181546,291386,Ca21chr5_C_albicans_SC5314:898614,Ca21chr5_C_albicans_SC5314:1181546,7880
MAnderson017_118_R225-2_S32.sort.GT,Ca21chr6_C_albicans_SC5314,966109,964810,1299,Ca21chr6_C_albicans_SC5314:966109,Ca21chr6_C_albicans_SC5314:964810,135
MAnderson017_118_R225-2_S32.sort.GT,Ca21chr6_C_albicans_SC5314,964810,799609,165201,Ca21chr6_C_albicans_SC5314:964810,Ca21chr6_C_albicans_SC5314:799609,721
MAnderson017_118_R225-2_S32.sort.GT,Ca21chr6_C_albicans_SC5314,799609,798808,801,Ca21chr6_C_albicans_SC5314:799609,Ca21chr6_C_albicans_SC5314:798808,722
MAnderson017_118_R225-2_S32.sort.GT,Ca21chr6_C_albicans_SC5314,798808,571271,227537,Ca21chr6_C_albicans_SC5314:798808,Ca21chr6_C_albicans_SC5314:571271,2403
MAnderson017_118_R225-2_S32.sort.GT,Ca21chr6_C_albicans_SC5314,571271,571027,244,Ca21chr6_C_albicans_SC5314:571271,Ca21chr6_C_albicans_SC5314:571027,2412
MAnderson017_118_R225-2_S32.sort.GT,Ca21chr6_C_albicans_SC5314,571027,566544,4483,Ca21chr6_C_albicans_SC5314:571027,Ca21chr6_C_albicans_SC5314:566544,2616
MAnderson017_118_R225-2_S32.sort.GT,Ca21chr6_C_albicans_SC5314,566544,566479,65,Ca21chr6_C_albicans_SC5314:566544,Ca21chr6_C_albicans_SC5314:566479,2657
MAnderson017_118_R225-2_S32.sort.GT,Ca21chr6_C_albicans_SC5314,566479,475556,90923,Ca21chr6_C_albicans_SC5314:566479,Ca21chr6_C_albicans_SC5314:475556,3382
MAnderson017_118_R225-2_S32.sort.GT,Ca21chr6_C_albicans_SC5314,475556,475184,372,Ca21chr6_C_albicans_SC5314:475556,Ca21chr6_C_albicans_SC5314:475184,3417
MAnderson017_118_R225-2_S32.sort.GT,Ca21chr6_C_albicans_SC5314,475184,318201,156983,Ca21chr6_C_albicans_SC5314:475184,Ca21chr6_C_albicans_SC5314:318201,4847
MAnderson017_118_R225-2_S32.sort.GT,Ca21chr6_C_albicans_SC5314,318201,318028,173,Ca21chr6_C_albicans_SC5314:318201,Ca21chr6_C_albicans_SC5314:318028,4870
MAnderson017_118_R225-2_S32.sort.GT,Ca21chr6_C_albicans_SC5314,318028,240457,77571,Ca21chr6_C_albicans_SC5314:318028,Ca21chr6_C_albicans_SC5314:240457,5948
MAnderson017_118_R225-2_S32.sort.GT,Ca21chr6_C_albicans_SC5314,240457,240264,193,Ca21chr6_C_albicans_SC5314:240457,Ca21chr6_C_albicans_SC5314:240264,5972
MAnderson017_118_R225-2_S32.sort.GT,Ca21chr6_C_albicans_SC5314,240264,212379,27885,Ca21chr6_C_albicans_SC5314:240264,Ca21chr6_C_albicans_SC5314:212379,6203
MAnderson017_118_R225-2_S32.sort.GT,Ca21chr6_C_albicans_SC5314,212379,207249,5130,Ca21chr6_C_albicans_SC5314:212379,Ca21chr6_C_albicans_SC5314:207249,6253
MAnderson017_118_R225-2_S32.sort.GT,Ca21chr6_C_albicans_SC5314,207249,200345,6904,Ca21chr6_C_albicans_SC5314:207249,Ca21chr6_C_albicans_SC5314:200345,6288
MAnderson017_118_R225-2_S32.sort.GT,Ca21chr6_C_albicans_SC5314,200345,200108,237,Ca21chr6_C_albicans_SC5314:200345,Ca21chr6_C_albicans_SC5314:200108,6292
MAnderson017_118_R225-2_S32.sort.GT,Ca21chr6_C_albicans_SC5314,200108,199394,714,Ca21chr6_C_albicans_SC5314:200108,Ca21chr6_C_albicans_SC5314:199394,6322
MAnderson017_118_R225-2_S32.sort.GT,Ca21chr6_C_albicans_SC5314,199394,197376,2018,Ca21chr6_C_albicans_SC5314:199394,Ca21chr6_C_albicans_SC5314:197376,6356
MAnderson017_118_R225-2_S32.sort.GT,Ca21chr6_C_albicans_SC5314,197376,173882,23494,Ca21chr6_C_albicans_SC5314:197376,Ca21chr6_C_albicans_SC5314:173882,6918
MAnderson017_118_R225-2_S32.sort.GT,Ca21chr6_C_albicans_SC5314,173882,173572,310,Ca21chr6_C_albicans_SC5314:173882,Ca21chr6_C_albicans_SC5314:173572,6927
MAnderson017_118_R225-2_S32.sort.GT,Ca21chr6_C_albicans_SC5314,173572,8842,173572,Ca21chr6_C_albicans_SC5314:173572,Ca21chr6_C_albicans_SC5314:8842,9346
MAnderson017_118_R225-2_S32.sort.GT,Ca21chr7_C_albicans_SC5314,186530,186087,443,Ca21chr7_C_albicans_SC5314:186530,Ca21chr7_C_albicans_SC5314:186087,5842
MAnderson017_118_R225-2_S32.sort.GT,Ca21chr7_C_albicans_SC5314,186087,122656,63431,Ca21chr7_C_albicans_SC5314:186087,Ca21chr7_C_albicans_SC5314:122656,8782
MAnderson017_118_R225-2_S32.sort.GT,Ca21chr7_C_albicans_SC5314,122656,122631,25,Ca21chr7_C_albicans_SC5314:122656,Ca21chr7_C_albicans_SC5314:122631,8846
MAnderson017_118_R225-2_S32.sort.GT,Ca21chr7_C_albicans_SC5314,122631,628,122631,Ca21chr7_C_albicans_SC5314:122631,Ca21chr7_C_albicans_SC5314:628,12865
MAnderson017_118_R225-2_S32.sort.GT,Ca21chr7_C_albicans_SC5314,435064,435212,148,Ca21chr7_C_albicans_SC5314:435064,Ca21chr7_C_albicans_SC5314:435212,242
MAnderson017_118_R225-2_S32.sort.GT,Ca21chr7_C_albicans_SC5314,435212,521432,86220,Ca21chr7_C_albicans_SC5314:435212,Ca21chr7_C_albicans_SC5314:521432,2002
MAnderson017_118_R225-2_S32.sort.GT,Ca21chr7_C_albicans_SC5314,521432,522732,1300,Ca21chr7_C_albicans_SC5314:521432,Ca21chr7_C_albicans_SC5314:522732,2004
MAnderson017_118_R225-2_S32.sort.GT,Ca21chr7_C_albicans_SC5314,522732,674256,151524,Ca21chr7_C_albicans_SC5314:522732,Ca21chr7_C_albicans_SC5314:674256,3612
MAnderson017_118_R225-2_S32.sort.GT,Ca21chr7_C_albicans_SC5314,674256,675313,1057,Ca21chr7_C_albicans_SC5314:674256,Ca21chr7_C_albicans_SC5314:675313,3613
MAnderson017_118_R225-2_S32.sort.GT,Ca21chr7_C_albicans_SC5314,675313,756027,80714,Ca21chr7_C_albicans_SC5314:675313,Ca21chr7_C_albicans_SC5314:756027,5097
MAnderson017_118_R225-2_S32.sort.GT,Ca21chr7_C_albicans_SC5314,756027,756729,702,Ca21chr7_C_albicans_SC5314:756027,Ca21chr7_C_albicans_SC5314:756729,5102
MAnderson017_118_R225-2_S32.sort.GT,Ca21chr7_C_albicans_SC5314,756729,764113,7384,Ca21chr7_C_albicans_SC5314:756729,Ca21chr7_C_albicans_SC5314:764113,5202
MAnderson017_118_R225-2_S32.sort.GT,Ca21chr7_C_albicans_SC5314,764113,766813,2700,Ca21chr7_C_albicans_SC5314:764113,Ca21chr7_C_albicans_SC5314:766813,5223
MAnderson017_118_R225-2_S32.sort.GT,Ca21chr7_C_albicans_SC5314,766813,779149,12336,Ca21chr7_C_albicans_SC5314:766813,Ca21chr7_C_albicans_SC5314:779149,5972
MAnderson017_118_R225-2_S32.sort.GT,Ca21chr7_C_albicans_SC5314,779149,779620,471,Ca21chr7_C_albicans_SC5314:779149,Ca21chr7_C_albicans_SC5314:779620,5982
MAnderson017_118_R225-2_S32.sort.GT,Ca21chr7_C_albicans_SC5314,779620,817681,38061,Ca21chr7_C_albicans_SC5314:779620,Ca21chr7_C_albicans_SC5314:817681,8538
MAnderson017_118_R225-2_S32.sort.GT,Ca21chr7_C_albicans_SC5314,817681,821269,3588,Ca21chr7_C_albicans_SC5314:817681,Ca21chr7_C_albicans_SC5314:821269,8545
MAnderson017_118_R225-2_S32.sort.GT,Ca21chr7_C_albicans_SC5314,821269,926732,105463,Ca21chr7_C_albicans_SC5314:821269,Ca21chr7_C_albicans_SC5314:926732,11801
MAnderson017_118_R225-2_S32.sort.GT,Ca21chr7_C_albicans_SC5314,926732,929142,2410,Ca21chr7_C_albicans_SC5314:926732,Ca21chr7_C_albicans_SC5314:929142,11802
MAnderson017_118_R225-2_S32.sort.GT,Ca21chr7_C_albicans_SC5314,929142,941005,20858,Ca21chr7_C_albicans_SC5314:929142,Ca21chr7_C_albicans_SC5314:941005,12475
MAnderson017_118_R225-2_S32.sort.GT,Ca21chrR_C_albicans_SC5314,1647593,1647282,311,Ca21chrR_C_albicans_SC5314:1647593,Ca21chrR_C_albicans_SC5314:1647282,564
MAnderson017_118_R225-2_S32.sort.GT,Ca21chrR_C_albicans_SC5314,1647282,1325384,321898,Ca21chrR_C_albicans_SC5314:1647282,Ca21chrR_C_albicans_SC5314:1325384,4383
MAnderson017_118_R225-2_S32.sort.GT,Ca21chrR_C_albicans_SC5314,1325384,1324931,453,Ca21chrR_C_albicans_SC5314:1325384,Ca21chrR_C_albicans_SC5314:1324931,4391
MAnderson017_118_R225-2_S32.sort.GT,Ca21chrR_C_albicans_SC5314,1324931,1129027,195904,Ca21chrR_C_albicans_SC5314:1324931,Ca21chrR_C_albicans_SC5314:1129027,7299
