Sample Name, Recombined Chromosome, Recombination Start Site (bp), Recombination End Site (bp), Recombination Event Length (bp), IGV start position, IGV end position, Marker Cat ID#
MAnderson017_118_R225-2_S32_R1_001_val_1.sort.GT,Ca21chr1_C_albicans_SC5314,1161996,1077176,84820,Ca21chr1_C_albicans_SC5314:1161996,Ca21chr1_C_albicans_SC5314:1077176,3604
MAnderson017_118_R225-2_S32_R1_001_val_1.sort.GT,Ca21chr1_C_albicans_SC5314,1077176,1077115,61,Ca21chr1_C_albicans_SC5314:1077176,Ca21chr1_C_albicans_SC5314:1077115,3625
MAnderson017_118_R225-2_S32_R1_001_val_1.sort.GT,Ca21chr1_C_albicans_SC5314,1077115,1077113,2,Ca21chr1_C_albicans_SC5314:1077115,Ca21chr1_C_albicans_SC5314:1077113,3626
MAnderson017_118_R225-2_S32_R1_001_val_1.sort.GT,Ca21chr1_C_albicans_SC5314,1077113,1076898,215,Ca21chr1_C_albicans_SC5314:1077113,Ca21chr1_C_albicans_SC5314:1076898,3627
MAnderson017_118_R225-2_S32_R1_001_val_1.sort.GT,Ca21chr1_C_albicans_SC5314,1076898,1023272,53626,Ca21chr1_C_albicans_SC5314:1076898,Ca21chr1_C_albicans_SC5314:1023272,4051
MAnderson017_118_R225-2_S32_R1_001_val_1.sort.GT,Ca21chr1_C_albicans_SC5314,1023272,1022702,570,Ca21chr1_C_albicans_SC5314:1023272,Ca21chr1_C_albicans_SC5314:1022702,4057
MAnderson017_118_R225-2_S32_R1_001_val_1.sort.GT,Ca21chr1_C_albicans_SC5314,1022702,948936,73766,Ca21chr1_C_albicans_SC5314:1022702,Ca21chr1_C_albicans_SC5314:948936,4576
MAnderson017_118_R225-2_S32_R1_001_val_1.sort.GT,Ca21chr1_C_albicans_SC5314,948936,947389,1547,Ca21chr1_C_albicans_SC5314:948936,Ca21chr1_C_albicans_SC5314:947389,4601
MAnderson017_118_R225-2_S32_R1_001_val_1.sort.GT,Ca21chr1_C_albicans_SC5314,947389,885875,61514,Ca21chr1_C_albicans_SC5314:947389,Ca21chr1_C_albicans_SC5314:885875,4984
MAnderson017_118_R225-2_S32_R1_001_val_1.sort.GT,Ca21chr1_C_albicans_SC5314,885875,885756,119,Ca21chr1_C_albicans_SC5314:885875,Ca21chr1_C_albicans_SC5314:885756,4986
MAnderson017_118_R225-2_S32_R1_001_val_1.sort.GT,Ca21chr1_C_albicans_SC5314,885756,498207,387549,Ca21chr1_C_albicans_SC5314:885756,Ca21chr1_C_albicans_SC5314:498207,8381
MAnderson017_118_R225-2_S32_R1_001_val_1.sort.GT,Ca21chr1_C_albicans_SC5314,498207,497574,633,Ca21chr1_C_albicans_SC5314:498207,Ca21chr1_C_albicans_SC5314:497574,8382
MAnderson017_118_R225-2_S32_R1_001_val_1.sort.GT,Ca21chr1_C_albicans_SC5314,497574,354359,143215,Ca21chr1_C_albicans_SC5314:497574,Ca21chr1_C_albicans_SC5314:354359,9662
MAnderson017_118_R225-2_S32_R1_001_val_1.sort.GT,Ca21chr1_C_albicans_SC5314,354359,353226,1133,Ca21chr1_C_albicans_SC5314:354359,Ca21chr1_C_albicans_SC5314:353226,9685
MAnderson017_118_R225-2_S32_R1_001_val_1.sort.GT,Ca21chr1_C_albicans_SC5314,353226,296820,56406,Ca21chr1_C_albicans_SC5314:353226,Ca21chr1_C_albicans_SC5314:296820,10140
MAnderson017_118_R225-2_S32_R1_001_val_1.sort.GT,Ca21chr1_C_albicans_SC5314,296820,294533,2287,Ca21chr1_C_albicans_SC5314:296820,Ca21chr1_C_albicans_SC5314:294533,10163
MAnderson017_118_R225-2_S32_R1_001_val_1.sort.GT,Ca21chr1_C_albicans_SC5314,294533,46173,248360,Ca21chr1_C_albicans_SC5314:294533,Ca21chr1_C_albicans_SC5314:46173,13356
MAnderson017_118_R225-2_S32_R1_001_val_1.sort.GT,Ca21chr1_C_albicans_SC5314,46173,45678,495,Ca21chr1_C_albicans_SC5314:46173,Ca21chr1_C_albicans_SC5314:45678,13372
MAnderson017_118_R225-2_S32_R1_001_val_1.sort.GT,Ca21chr1_C_albicans_SC5314,45678,44075,1603,Ca21chr1_C_albicans_SC5314:45678,Ca21chr1_C_albicans_SC5314:44075,13399
MAnderson017_118_R225-2_S32_R1_001_val_1.sort.GT,Ca21chr1_C_albicans_SC5314,44075,41256,2819,Ca21chr1_C_albicans_SC5314:44075,Ca21chr1_C_albicans_SC5314:41256,13401
MAnderson017_118_R225-2_S32_R1_001_val_1.sort.GT,Ca21chr1_C_albicans_SC5314,41256,37235,4021,Ca21chr1_C_albicans_SC5314:41256,Ca21chr1_C_albicans_SC5314:37235,13526
MAnderson017_118_R225-2_S32_R1_001_val_1.sort.GT,Ca21chr1_C_albicans_SC5314,37235,37222,13,Ca21chr1_C_albicans_SC5314:37235,Ca21chr1_C_albicans_SC5314:37222,13536
MAnderson017_118_R225-2_S32_R1_001_val_1.sort.GT,Ca21chr1_C_albicans_SC5314,37222,12735,37222,Ca21chr1_C_albicans_SC5314:37222,Ca21chr1_C_albicans_SC5314:12735,13808
MAnderson017_118_R225-2_S32_R1_001_val_1.sort.GT,Ca21chr1_C_albicans_SC5314,1668899,1670976,2077,Ca21chr1_C_albicans_SC5314:1668899,Ca21chr1_C_albicans_SC5314:1670976,617
MAnderson017_118_R225-2_S32_R1_001_val_1.sort.GT,Ca21chr1_C_albicans_SC5314,1670976,1705050,34074,Ca21chr1_C_albicans_SC5314:1670976,Ca21chr1_C_albicans_SC5314:1705050,696
MAnderson017_118_R225-2_S32_R1_001_val_1.sort.GT,Ca21chr1_C_albicans_SC5314,1705050,1705322,272,Ca21chr1_C_albicans_SC5314:1705050,Ca21chr1_C_albicans_SC5314:1705322,700
MAnderson017_118_R225-2_S32_R1_001_val_1.sort.GT,Ca21chr1_C_albicans_SC5314,1705322,1707464,2142,Ca21chr1_C_albicans_SC5314:1705322,Ca21chr1_C_albicans_SC5314:1707464,747
MAnderson017_118_R225-2_S32_R1_001_val_1.sort.GT,Ca21chr1_C_albicans_SC5314,1707464,1707514,50,Ca21chr1_C_albicans_SC5314:1707464,Ca21chr1_C_albicans_SC5314:1707514,748
MAnderson017_118_R225-2_S32_R1_001_val_1.sort.GT,Ca21chr1_C_albicans_SC5314,1707514,1940519,233005,Ca21chr1_C_albicans_SC5314:1707514,Ca21chr1_C_albicans_SC5314:1940519,1634
MAnderson017_118_R225-2_S32_R1_001_val_1.sort.GT,Ca21chr1_C_albicans_SC5314,1940519,1942813,2294,Ca21chr1_C_albicans_SC5314:1940519,Ca21chr1_C_albicans_SC5314:1942813,1635
MAnderson017_118_R225-2_S32_R1_001_val_1.sort.GT,Ca21chr1_C_albicans_SC5314,1942813,2006536,63723,Ca21chr1_C_albicans_SC5314:1942813,Ca21chr1_C_albicans_SC5314:2006536,1788
MAnderson017_118_R225-2_S32_R1_001_val_1.sort.GT,Ca21chr1_C_albicans_SC5314,2006536,2007642,1106,Ca21chr1_C_albicans_SC5314:2006536,Ca21chr1_C_albicans_SC5314:2007642,1794
MAnderson017_118_R225-2_S32_R1_001_val_1.sort.GT,Ca21chr1_C_albicans_SC5314,2007642,2164242,156600,Ca21chr1_C_albicans_SC5314:2007642,Ca21chr1_C_albicans_SC5314:2164242,2645
MAnderson017_118_R225-2_S32_R1_001_val_1.sort.GT,Ca21chr1_C_albicans_SC5314,2164242,2164287,45,Ca21chr1_C_albicans_SC5314:2164242,Ca21chr1_C_albicans_SC5314:2164287,2686
MAnderson017_118_R225-2_S32_R1_001_val_1.sort.GT,Ca21chr1_C_albicans_SC5314,2164287,2226169,61882,Ca21chr1_C_albicans_SC5314:2164287,Ca21chr1_C_albicans_SC5314:2226169,3473
MAnderson017_118_R225-2_S32_R1_001_val_1.sort.GT,Ca21chr1_C_albicans_SC5314,2226169,2226909,740,Ca21chr1_C_albicans_SC5314:2226169,Ca21chr1_C_albicans_SC5314:2226909,3476
MAnderson017_118_R225-2_S32_R1_001_val_1.sort.GT,Ca21chr1_C_albicans_SC5314,2226909,2235068,8159,Ca21chr1_C_albicans_SC5314:2226909,Ca21chr1_C_albicans_SC5314:2235068,3712
MAnderson017_118_R225-2_S32_R1_001_val_1.sort.GT,Ca21chr1_C_albicans_SC5314,2235068,2235126,58,Ca21chr1_C_albicans_SC5314:2235068,Ca21chr1_C_albicans_SC5314:2235126,3729
MAnderson017_118_R225-2_S32_R1_001_val_1.sort.GT,Ca21chr1_C_albicans_SC5314,2235126,2286407,51281,Ca21chr1_C_albicans_SC5314:2235126,Ca21chr1_C_albicans_SC5314:2286407,4367
MAnderson017_118_R225-2_S32_R1_001_val_1.sort.GT,Ca21chr1_C_albicans_SC5314,2286407,2286612,205,Ca21chr1_C_albicans_SC5314:2286407,Ca21chr1_C_albicans_SC5314:2286612,4509
MAnderson017_118_R225-2_S32_R1_001_val_1.sort.GT,Ca21chr1_C_albicans_SC5314,2286612,2513223,226611,Ca21chr1_C_albicans_SC5314:2286612,Ca21chr1_C_albicans_SC5314:2513223,7112
MAnderson017_118_R225-2_S32_R1_001_val_1.sort.GT,Ca21chr1_C_albicans_SC5314,2513223,2513902,679,Ca21chr1_C_albicans_SC5314:2513223,Ca21chr1_C_albicans_SC5314:2513902,7116
MAnderson017_118_R225-2_S32_R1_001_val_1.sort.GT,Ca21chr1_C_albicans_SC5314,2513902,2626084,112182,Ca21chr1_C_albicans_SC5314:2513902,Ca21chr1_C_albicans_SC5314:2626084,8849
MAnderson017_118_R225-2_S32_R1_001_val_1.sort.GT,Ca21chr1_C_albicans_SC5314,2626084,2626349,265,Ca21chr1_C_albicans_SC5314:2626084,Ca21chr1_C_albicans_SC5314:2626349,8855
MAnderson017_118_R225-2_S32_R1_001_val_1.sort.GT,Ca21chr1_C_albicans_SC5314,2626349,2803454,177105,Ca21chr1_C_albicans_SC5314:2626349,Ca21chr1_C_albicans_SC5314:2803454,10228
MAnderson017_118_R225-2_S32_R1_001_val_1.sort.GT,Ca21chr1_C_albicans_SC5314,2803454,2803898,444,Ca21chr1_C_albicans_SC5314:2803454,Ca21chr1_C_albicans_SC5314:2803898,10230
MAnderson017_118_R225-2_S32_R1_001_val_1.sort.GT,Ca21chr1_C_albicans_SC5314,2803898,3020892,216994,Ca21chr1_C_albicans_SC5314:2803898,Ca21chr1_C_albicans_SC5314:3020892,11761
MAnderson017_118_R225-2_S32_R1_001_val_1.sort.GT,Ca21chr1_C_albicans_SC5314,3020892,3020982,90,Ca21chr1_C_albicans_SC5314:3020892,Ca21chr1_C_albicans_SC5314:3020982,11793
MAnderson017_118_R225-2_S32_R1_001_val_1.sort.GT,Ca21chr1_C_albicans_SC5314,3020982,3178972,157990,Ca21chr1_C_albicans_SC5314:3020982,Ca21chr1_C_albicans_SC5314:3178972,14640
MAnderson017_118_R225-2_S32_R1_001_val_1.sort.GT,Ca21chr1_C_albicans_SC5314,3178972,3178982,10,Ca21chr1_C_albicans_SC5314:3178972,Ca21chr1_C_albicans_SC5314:3178982,14647
MAnderson017_118_R225-2_S32_R1_001_val_1.sort.GT,Ca21chr1_C_albicans_SC5314,3178982,3185658,11018,Ca21chr1_C_albicans_SC5314:3178982,Ca21chr1_C_albicans_SC5314:3185658,14770
MAnderson017_118_R225-2_S32_R1_001_val_1.sort.GT,Ca21chr2_C_albicans_SC5314,1887501,1887468,33,Ca21chr2_C_albicans_SC5314:1887501,Ca21chr2_C_albicans_SC5314:1887468,434
MAnderson017_118_R225-2_S32_R1_001_val_1.sort.GT,Ca21chr2_C_albicans_SC5314,1887468,1710215,177253,Ca21chr2_C_albicans_SC5314:1887468,Ca21chr2_C_albicans_SC5314:1710215,1815
MAnderson017_118_R225-2_S32_R1_001_val_1.sort.GT,Ca21chr2_C_albicans_SC5314,1710215,1709551,664,Ca21chr2_C_albicans_SC5314:1710215,Ca21chr2_C_albicans_SC5314:1709551,1818
MAnderson017_118_R225-2_S32_R1_001_val_1.sort.GT,Ca21chr2_C_albicans_SC5314,1709551,1664413,45138,Ca21chr2_C_albicans_SC5314:1709551,Ca21chr2_C_albicans_SC5314:1664413,1934
MAnderson017_118_R225-2_S32_R1_001_val_1.sort.GT,Ca21chr2_C_albicans_SC5314,1664413,1658011,6402,Ca21chr2_C_albicans_SC5314:1664413,Ca21chr2_C_albicans_SC5314:1658011,1942
MAnderson017_118_R225-2_S32_R1_001_val_1.sort.GT,Ca21chr2_C_albicans_SC5314,1658011,1379175,278836,Ca21chr2_C_albicans_SC5314:1658011,Ca21chr2_C_albicans_SC5314:1379175,3623
MAnderson017_118_R225-2_S32_R1_001_val_1.sort.GT,Ca21chr2_C_albicans_SC5314,1379175,1376136,3039,Ca21chr2_C_albicans_SC5314:1379175,Ca21chr2_C_albicans_SC5314:1376136,3625
MAnderson017_118_R225-2_S32_R1_001_val_1.sort.GT,Ca21chr2_C_albicans_SC5314,1376136,1305124,71012,Ca21chr2_C_albicans_SC5314:1376136,Ca21chr2_C_albicans_SC5314:1305124,4371
MAnderson017_118_R225-2_S32_R1_001_val_1.sort.GT,Ca21chr2_C_albicans_SC5314,1305124,1304457,667,Ca21chr2_C_albicans_SC5314:1305124,Ca21chr2_C_albicans_SC5314:1304457,4410
MAnderson017_118_R225-2_S32_R1_001_val_1.sort.GT,Ca21chr2_C_albicans_SC5314,1304457,1024642,279815,Ca21chr2_C_albicans_SC5314:1304457,Ca21chr2_C_albicans_SC5314:1024642,8816
MAnderson017_118_R225-2_S32_R1_001_val_1.sort.GT,Ca21chr2_C_albicans_SC5314,1024642,1021799,2843,Ca21chr2_C_albicans_SC5314:1024642,Ca21chr2_C_albicans_SC5314:1021799,8837
MAnderson017_118_R225-2_S32_R1_001_val_1.sort.GT,Ca21chr2_C_albicans_SC5314,1021799,991230,30569,Ca21chr2_C_albicans_SC5314:1021799,Ca21chr2_C_albicans_SC5314:991230,8972
MAnderson017_118_R225-2_S32_R1_001_val_1.sort.GT,Ca21chr2_C_albicans_SC5314,991230,983337,7893,Ca21chr2_C_albicans_SC5314:991230,Ca21chr2_C_albicans_SC5314:983337,8987
MAnderson017_118_R225-2_S32_R1_001_val_1.sort.GT,Ca21chr2_C_albicans_SC5314,983337,980682,2655,Ca21chr2_C_albicans_SC5314:983337,Ca21chr2_C_albicans_SC5314:980682,8989
MAnderson017_118_R225-2_S32_R1_001_val_1.sort.GT,Ca21chr2_C_albicans_SC5314,980682,979220,1462,Ca21chr2_C_albicans_SC5314:980682,Ca21chr2_C_albicans_SC5314:979220,8999
MAnderson017_118_R225-2_S32_R1_001_val_1.sort.GT,Ca21chr2_C_albicans_SC5314,979220,934041,45179,Ca21chr2_C_albicans_SC5314:979220,Ca21chr2_C_albicans_SC5314:934041,9430
MAnderson017_118_R225-2_S32_R1_001_val_1.sort.GT,Ca21chr2_C_albicans_SC5314,934041,934009,32,Ca21chr2_C_albicans_SC5314:934041,Ca21chr2_C_albicans_SC5314:934009,9436
MAnderson017_118_R225-2_S32_R1_001_val_1.sort.GT,Ca21chr2_C_albicans_SC5314,934009,928523,5486,Ca21chr2_C_albicans_SC5314:934009,Ca21chr2_C_albicans_SC5314:928523,9445
MAnderson017_118_R225-2_S32_R1_001_val_1.sort.GT,Ca21chr2_C_albicans_SC5314,928523,928426,97,Ca21chr2_C_albicans_SC5314:928523,Ca21chr2_C_albicans_SC5314:928426,9449
MAnderson017_118_R225-2_S32_R1_001_val_1.sort.GT,Ca21chr2_C_albicans_SC5314,928426,908665,19761,Ca21chr2_C_albicans_SC5314:928426,Ca21chr2_C_albicans_SC5314:908665,10006
MAnderson017_118_R225-2_S32_R1_001_val_1.sort.GT,Ca21chr2_C_albicans_SC5314,908665,907828,837,Ca21chr2_C_albicans_SC5314:908665,Ca21chr2_C_albicans_SC5314:907828,10007
MAnderson017_118_R225-2_S32_R1_001_val_1.sort.GT,Ca21chr2_C_albicans_SC5314,907828,496612,411216,Ca21chr2_C_albicans_SC5314:907828,Ca21chr2_C_albicans_SC5314:496612,11404
MAnderson017_118_R225-2_S32_R1_001_val_1.sort.GT,Ca21chr2_C_albicans_SC5314,496612,495727,885,Ca21chr2_C_albicans_SC5314:496612,Ca21chr2_C_albicans_SC5314:495727,11406
MAnderson017_118_R225-2_S32_R1_001_val_1.sort.GT,Ca21chr2_C_albicans_SC5314,495727,466334,29393,Ca21chr2_C_albicans_SC5314:495727,Ca21chr2_C_albicans_SC5314:466334,11731
MAnderson017_118_R225-2_S32_R1_001_val_1.sort.GT,Ca21chr2_C_albicans_SC5314,466334,466032,302,Ca21chr2_C_albicans_SC5314:466334,Ca21chr2_C_albicans_SC5314:466032,11732
MAnderson017_118_R225-2_S32_R1_001_val_1.sort.GT,Ca21chr2_C_albicans_SC5314,466032,6005,466032,Ca21chr2_C_albicans_SC5314:466032,Ca21chr2_C_albicans_SC5314:6005,15581
MAnderson017_118_R225-2_S32_R1_001_val_1.sort.GT,Ca21chr2_C_albicans_SC5314,2012130,2012357,227,Ca21chr2_C_albicans_SC5314:2012130,Ca21chr2_C_albicans_SC5314:2012357,439
MAnderson017_118_R225-2_S32_R1_001_val_1.sort.GT,Ca21chr2_C_albicans_SC5314,2012357,2083406,71049,Ca21chr2_C_albicans_SC5314:2012357,Ca21chr2_C_albicans_SC5314:2083406,754
MAnderson017_118_R225-2_S32_R1_001_val_1.sort.GT,Ca21chr2_C_albicans_SC5314,2083406,2083994,588,Ca21chr2_C_albicans_SC5314:2083406,Ca21chr2_C_albicans_SC5314:2083994,778
MAnderson017_118_R225-2_S32_R1_001_val_1.sort.GT,Ca21chr2_C_albicans_SC5314,2083994,2229724,146006,Ca21chr2_C_albicans_SC5314:2083994,Ca21chr2_C_albicans_SC5314:2229724,3468
MAnderson017_118_R225-2_S32_R1_001_val_1.sort.GT,Ca21chr3_C_albicans_SC5314,574742,570449,4293,Ca21chr3_C_albicans_SC5314:574742,Ca21chr3_C_albicans_SC5314:570449,1366
MAnderson017_118_R225-2_S32_R1_001_val_1.sort.GT,Ca21chr3_C_albicans_SC5314,570449,566974,3475,Ca21chr3_C_albicans_SC5314:570449,Ca21chr3_C_albicans_SC5314:566974,1420
MAnderson017_118_R225-2_S32_R1_001_val_1.sort.GT,Ca21chr3_C_albicans_SC5314,566974,565983,991,Ca21chr3_C_albicans_SC5314:566974,Ca21chr3_C_albicans_SC5314:565983,1428
MAnderson017_118_R225-2_S32_R1_001_val_1.sort.GT,Ca21chr3_C_albicans_SC5314,565983,524745,41238,Ca21chr3_C_albicans_SC5314:565983,Ca21chr3_C_albicans_SC5314:524745,1631
MAnderson017_118_R225-2_S32_R1_001_val_1.sort.GT,Ca21chr3_C_albicans_SC5314,524745,524248,497,Ca21chr3_C_albicans_SC5314:524745,Ca21chr3_C_albicans_SC5314:524248,1632
MAnderson017_118_R225-2_S32_R1_001_val_1.sort.GT,Ca21chr3_C_albicans_SC5314,524248,295902,228346,Ca21chr3_C_albicans_SC5314:524248,Ca21chr3_C_albicans_SC5314:295902,2323
MAnderson017_118_R225-2_S32_R1_001_val_1.sort.GT,Ca21chr3_C_albicans_SC5314,295902,295808,94,Ca21chr3_C_albicans_SC5314:295902,Ca21chr3_C_albicans_SC5314:295808,2324
MAnderson017_118_R225-2_S32_R1_001_val_1.sort.GT,Ca21chr3_C_albicans_SC5314,295808,27266,268542,Ca21chr3_C_albicans_SC5314:295808,Ca21chr3_C_albicans_SC5314:27266,4895
MAnderson017_118_R225-2_S32_R1_001_val_1.sort.GT,Ca21chr3_C_albicans_SC5314,27266,26135,1131,Ca21chr3_C_albicans_SC5314:27266,Ca21chr3_C_albicans_SC5314:26135,4900
MAnderson017_118_R225-2_S32_R1_001_val_1.sort.GT,Ca21chr3_C_albicans_SC5314,26135,2689,23446,Ca21chr3_C_albicans_SC5314:26135,Ca21chr3_C_albicans_SC5314:2689,5126
MAnderson017_118_R225-2_S32_R1_001_val_1.sort.GT,Ca21chr3_C_albicans_SC5314,2689,2393,296,Ca21chr3_C_albicans_SC5314:2689,Ca21chr3_C_albicans_SC5314:2393,5127
MAnderson017_118_R225-2_S32_R1_001_val_1.sort.GT,Ca21chr3_C_albicans_SC5314,2393,145,2393,Ca21chr3_C_albicans_SC5314:2393,Ca21chr3_C_albicans_SC5314:145,5252
MAnderson017_118_R225-2_S32_R1_001_val_1.sort.GT,Ca21chr3_C_albicans_SC5314,976355,976666,311,Ca21chr3_C_albicans_SC5314:976355,Ca21chr3_C_albicans_SC5314:976666,1942
MAnderson017_118_R225-2_S32_R1_001_val_1.sort.GT,Ca21chr3_C_albicans_SC5314,976666,981934,5268,Ca21chr3_C_albicans_SC5314:976666,Ca21chr3_C_albicans_SC5314:981934,2070
MAnderson017_118_R225-2_S32_R1_001_val_1.sort.GT,Ca21chr3_C_albicans_SC5314,981934,982100,166,Ca21chr3_C_albicans_SC5314:981934,Ca21chr3_C_albicans_SC5314:982100,2084
MAnderson017_118_R225-2_S32_R1_001_val_1.sort.GT,Ca21chr3_C_albicans_SC5314,982100,1063890,81790,Ca21chr3_C_albicans_SC5314:982100,Ca21chr3_C_albicans_SC5314:1063890,3287
MAnderson017_118_R225-2_S32_R1_001_val_1.sort.GT,Ca21chr3_C_albicans_SC5314,1063890,1063982,92,Ca21chr3_C_albicans_SC5314:1063890,Ca21chr3_C_albicans_SC5314:1063982,3320
MAnderson017_118_R225-2_S32_R1_001_val_1.sort.GT,Ca21chr3_C_albicans_SC5314,1063982,1097884,33902,Ca21chr3_C_albicans_SC5314:1063982,Ca21chr3_C_albicans_SC5314:1097884,4348
MAnderson017_118_R225-2_S32_R1_001_val_1.sort.GT,Ca21chr3_C_albicans_SC5314,1097884,1098265,381,Ca21chr3_C_albicans_SC5314:1097884,Ca21chr3_C_albicans_SC5314:1098265,4351
MAnderson017_118_R225-2_S32_R1_001_val_1.sort.GT,Ca21chr3_C_albicans_SC5314,1098265,1110197,11932,Ca21chr3_C_albicans_SC5314:1098265,Ca21chr3_C_albicans_SC5314:1110197,4618
MAnderson017_118_R225-2_S32_R1_001_val_1.sort.GT,Ca21chr3_C_albicans_SC5314,1110197,1110617,420,Ca21chr3_C_albicans_SC5314:1110197,Ca21chr3_C_albicans_SC5314:1110617,4619
MAnderson017_118_R225-2_S32_R1_001_val_1.sort.GT,Ca21chr3_C_albicans_SC5314,1110617,1112660,2043,Ca21chr3_C_albicans_SC5314:1110617,Ca21chr3_C_albicans_SC5314:1112660,4722
MAnderson017_118_R225-2_S32_R1_001_val_1.sort.GT,Ca21chr3_C_albicans_SC5314,1112660,1112735,75,Ca21chr3_C_albicans_SC5314:1112660,Ca21chr3_C_albicans_SC5314:1112735,4723
MAnderson017_118_R225-2_S32_R1_001_val_1.sort.GT,Ca21chr3_C_albicans_SC5314,1112735,1145736,33001,Ca21chr3_C_albicans_SC5314:1112735,Ca21chr3_C_albicans_SC5314:1145736,6041
MAnderson017_118_R225-2_S32_R1_001_val_1.sort.GT,Ca21chr3_C_albicans_SC5314,1145736,1146221,485,Ca21chr3_C_albicans_SC5314:1145736,Ca21chr3_C_albicans_SC5314:1146221,6066
MAnderson017_118_R225-2_S32_R1_001_val_1.sort.GT,Ca21chr3_C_albicans_SC5314,1146221,1207136,60915,Ca21chr3_C_albicans_SC5314:1146221,Ca21chr3_C_albicans_SC5314:1207136,7675
MAnderson017_118_R225-2_S32_R1_001_val_1.sort.GT,Ca21chr3_C_albicans_SC5314,1207136,1207299,163,Ca21chr3_C_albicans_SC5314:1207136,Ca21chr3_C_albicans_SC5314:1207299,7721
MAnderson017_118_R225-2_S32_R1_001_val_1.sort.GT,Ca21chr3_C_albicans_SC5314,1207299,1226569,19270,Ca21chr3_C_albicans_SC5314:1207299,Ca21chr3_C_albicans_SC5314:1226569,7972
MAnderson017_118_R225-2_S32_R1_001_val_1.sort.GT,Ca21chr3_C_albicans_SC5314,1226569,1226681,112,Ca21chr3_C_albicans_SC5314:1226569,Ca21chr3_C_albicans_SC5314:1226681,7973
MAnderson017_118_R225-2_S32_R1_001_val_1.sort.GT,Ca21chr3_C_albicans_SC5314,1226681,1288228,61547,Ca21chr3_C_albicans_SC5314:1226681,Ca21chr3_C_albicans_SC5314:1288228,9072
MAnderson017_118_R225-2_S32_R1_001_val_1.sort.GT,Ca21chr3_C_albicans_SC5314,1288228,1288505,277,Ca21chr3_C_albicans_SC5314:1288228,Ca21chr3_C_albicans_SC5314:1288505,9089
MAnderson017_118_R225-2_S32_R1_001_val_1.sort.GT,Ca21chr3_C_albicans_SC5314,1288505,1785806,511495,Ca21chr3_C_albicans_SC5314:1288505,Ca21chr3_C_albicans_SC5314:1785806,17166
MAnderson017_118_R225-2_S32_R1_001_val_1.sort.GT,Ca21chr4_C_albicans_SC5314,993101,934549,58552,Ca21chr4_C_albicans_SC5314:993101,Ca21chr4_C_albicans_SC5314:934549,660
MAnderson017_118_R225-2_S32_R1_001_val_1.sort.GT,Ca21chr4_C_albicans_SC5314,934549,934322,227,Ca21chr4_C_albicans_SC5314:934549,Ca21chr4_C_albicans_SC5314:934322,687
MAnderson017_118_R225-2_S32_R1_001_val_1.sort.GT,Ca21chr4_C_albicans_SC5314,934322,931094,3228,Ca21chr4_C_albicans_SC5314:934322,Ca21chr4_C_albicans_SC5314:931094,747
