chr,chr.pos,univ.pos,a,b,h,s,missing,recoms,recom.by.col,recom.by.mkr
Ca21chr1_C_albicans_SC5314,220000,220000,141,0,1179,0,0,2,0.04,0.0015
Ca21chr1_C_albicans_SC5314,230000,230000,113,0,943,0,0,2,0.037,0.0019
Ca21chr1_C_albicans_SC5314,240000,240000,341,0,2832,0,0,0,0.0,0.0
Ca21chr1_C_albicans_SC5314,250000,250000,113,0,944,0,0,0,0.0,0.0
Ca21chr1_C_albicans_SC5314,260000,260000,137,0,1121,0,0,0,0.0,0.0
Ca21chr1_C_albicans_SC5314,270000,270000,232,0,1947,0,0,0,0.0,0.0
Ca21chr1_C_albicans_SC5314,280000,280000,198,0,1652,0,0,0,0.0,0.0
Ca21chr1_C_albicans_SC5314,290000,290000,363,8,1742,0,0,121,3.1026,0.0573
Ca21chr1_C_albicans_SC5314,300000,300000,71,0,590,0,0,0,0.0,0.0
Ca21chr1_C_albicans_SC5314,310000,310000,84,0,708,0,0,0,0.0,0.0
Ca21chr1_C_albicans_SC5314,320000,320000,99,0,825,0,0,2,0.0357,0.0022
Ca21chr1_C_albicans_SC5314,330000,330000,64,0,531,0,0,0,0.0,0.0
Ca21chr1_C_albicans_SC5314,340000,340000,71,0,589,0,0,2,0.0333,0.003
Ca21chr1_C_albicans_SC5314,350000,350000,91,4,434,0,0,73,1.1774,0.138
Ca21chr1_C_albicans_SC5314,360000,360000,44,0,354,0,0,1,0.0156,0.0025
Ca21chr1_C_albicans_SC5314,370000,370000,84,0,642,0,0,11,0.1864,0.0152
Ca21chr1_C_albicans_SC5314,380000,380000,114,0,944,0,0,1,0.0185,0.0009
Ca21chr1_C_albicans_SC5314,390000,390000,35,0,295,0,0,0,0.0,0.0
Ca21chr1_C_albicans_SC5314,400000,400000,170,1,1416,0,0,1,0.0217,0.0006
Ca21chr1_C_albicans_SC5314,410000,410000,50,0,413,0,0,0,0.0,0.0
Ca21chr1_C_albicans_SC5314,420000,420000,112,0,944,0,0,0,0.0,0.0
Ca21chr1_C_albicans_SC5314,430000,430000,21,0,177,0,0,0,0.0,0.0
Ca21chr1_C_albicans_SC5314,440000,440000,166,0,1356,0,0,3,0.0638,0.002
Ca21chr1_C_albicans_SC5314,450000,450000,140,0,1180,0,0,0,0.0,0.0
Ca21chr1_C_albicans_SC5314,460000,460000,107,0,883,0,0,4,0.0727,0.004
Ca21chr1_C_albicans_SC5314,470000,470000,95,0,763,0,0,8,0.1404,0.0093
Ca21chr1_C_albicans_SC5314,480000,480000,61,3,530,0,0,21,0.3443,0.0354
Ca21chr1_C_albicans_SC5314,490000,490000,152,0,708,0,0,118,2.0702,0.1372
Ca21chr1_C_albicans_SC5314,500000,500000,21,0,177,0,0,0,0.0,0.0
Ca21chr1_C_albicans_SC5314,510000,510000,22,0,177,0,0,0,0.0,0.0
Ca21chr1_C_albicans_SC5314,520000,520000,107,1,885,0,0,2,0.0364,0.002
Ca21chr1_C_albicans_SC5314,530000,530000,150,0,1239,0,0,0,0.0,0.0
Ca21chr1_C_albicans_SC5314,540000,540000,159,0,1297,0,0,2,0.0417,0.0014
Ca21chr1_C_albicans_SC5314,550000,550000,186,3,1726,0,0,18,0.4286,0.0094
Ca21chr1_C_albicans_SC5314,560000,560000,185,1,1340,0,0,37,0.7872,0.0242
Ca21chr1_C_albicans_SC5314,570000,570000,152,0,1236,0,0,3,0.0612,0.0022
Ca21chr1_C_albicans_SC5314,580000,580000,21,0,177,0,0,0,0.0,0.0
Ca21chr1_C_albicans_SC5314,590000,590000,35,0,295,0,0,0,0.0,0.0
Ca21chr1_C_albicans_SC5314,600000,600000,65,0,531,0,0,0,0.0,0.0
Ca21chr1_C_albicans_SC5314,610000,610000,28,0,236,0,0,0,0.0,0.0
Ca21chr1_C_albicans_SC5314,620000,620000,57,0,472,0,0,0,0.0,0.0
Ca21chr1_C_albicans_SC5314,630000,630000,70,0,590,0,0,3,0.05,0.0045
Ca21chr1_C_albicans_SC5314,640000,640000,31,0,231,0,0,3,0.0455,0.0115
Ca21chr1_C_albicans_SC5314,650000,650000,28,0,236,0,0,0,0.0,0.0
Ca21chr1_C_albicans_SC5314,660000,660000,132,0,1057,0,0,22,0.4231,0.0185
Ca21chr1_C_albicans_SC5314,670000,670000,56,0,472,0,0,0,0.0,0.0
Ca21chr1_C_albicans_SC5314,680000,680000,28,0,236,0,0,0,0.0,0.0
Ca21chr1_C_albicans_SC5314,690000,690000,42,0,354,0,0,0,0.0,0.0
Ca21chr1_C_albicans_SC5314,700000,700000,42,0,354,0,0,0,0.0,0.0
Ca21chr1_C_albicans_SC5314,710000,710000,41,0,224,0,0,12,0.1818,0.0453
Ca21chr1_C_albicans_SC5314,720000,720000,0,0,0,0,0,0,0.0,0
Ca21chr1_C_albicans_SC5314,730000,730000,7,0,59,0,0,0,0.0,0.0
Ca21chr1_C_albicans_SC5314,740000,740000,35,0,295,0,0,0,0.0,0.0
Ca21chr1_C_albicans_SC5314,750000,750000,7,0,59,0,0,0,0.0,0.0
Ca21chr1_C_albicans_SC5314,760000,760000,30,0,236,0,0,0,0.0,0.0
Ca21chr1_C_albicans_SC5314,770000,770000,28,0,236,0,0,0,0.0,0.0
Ca21chr1_C_albicans_SC5314,780000,780000,15,0,118,0,0,0,0.0,0.0
Ca21chr1_C_albicans_SC5314,790000,790000,35,0,295,0,0,0,0.0,0.0
Ca21chr1_C_albicans_SC5314,800000,800000,63,0,531,0,0,0,0.0,0.0
Ca21chr1_C_albicans_SC5314,810000,810000,63,0,531,0,0,0,0.0,0.0
Ca21chr1_C_albicans_SC5314,820000,820000,42,0,354,0,0,0,0.0,0.0
Ca21chr1_C_albicans_SC5314,830000,830000,73,0,587,0,0,6,0.1,0.0091
Ca21chr1_C_albicans_SC5314,840000,840000,7,0,59,0,0,0,0.0,0.0
Ca21chr1_C_albicans_SC5314,850000,850000,76,0,523,0,0,8,0.1311,0.0134
Ca21chr1_C_albicans_SC5314,860000,860000,50,0,413,0,0,0,0.0,0.0
Ca21chr1_C_albicans_SC5314,870000,870000,23,0,176,0,0,2,0.0299,0.0101
Ca21chr1_C_albicans_SC5314,880000,880000,123,0,736,0,0,36,0.6316,0.0419
Ca21chr1_C_albicans_SC5314,890000,890000,56,0,472,0,0,0,0.0,0.0
Ca21chr1_C_albicans_SC5314,900000,900000,52,0,413,0,0,0,0.0,0.0
Ca21chr1_C_albicans_SC5314,910000,910000,14,0,118,0,0,0,0.0,0.0
Ca21chr1_C_albicans_SC5314,920000,920000,148,0,1239,0,0,0,0.0,0.0
Ca21chr1_C_albicans_SC5314,930000,930000,99,0,826,0,0,0,0.0,0.0
Ca21chr1_C_albicans_SC5314,940000,940000,432,1,1745,0,0,86,2.2632,0.0395
Ca21chr1_C_albicans_SC5314,950000,950000,88,0,708,0,0,0,0.0,0.0
Ca21chr1_C_albicans_SC5314,960000,960000,29,0,236,0,0,0,0.0,0.0
Ca21chr1_C_albicans_SC5314,970000,970000,42,0,354,0,0,0,0.0,0.0
Ca21chr1_C_albicans_SC5314,980000,980000,70,0,590,0,0,6,0.1,0.0091
Ca21chr1_C_albicans_SC5314,990000,990000,156,2,1099,0,0,26,0.5098,0.0207
Ca21chr1_C_albicans_SC5314,1000000,1000000,36,0,295,0,0,0,0.0,0.0
Ca21chr1_C_albicans_SC5314,1010000,1010000,78,0,649,0,0,0,0.0,0.0
Ca21chr1_C_albicans_SC5314,1020000,1020000,375,0,810,0,0,268,5.1538,0.2262
Ca21chr1_C_albicans_SC5314,1030000,1030000,107,0,885,0,0,0,0.0,0.0
Ca21chr1_C_albicans_SC5314,1040000,1040000,64,0,531,0,0,0,0.0,0.0
Ca21chr1_C_albicans_SC5314,1050000,1050000,105,0,885,0,0,0,0.0,0.0
Ca21chr1_C_albicans_SC5314,1060000,1060000,28,0,236,0,0,0,0.0,0.0
Ca21chr1_C_albicans_SC5314,1070000,1070000,346,2,1304,0,0,128,2.7826,0.0775
Ca21chr1_C_albicans_SC5314,1080000,1080000,279,0,2298,0,0,7,0.2188,0.0027
Ca21chr1_C_albicans_SC5314,1090000,1090000,122,2,999,0,0,30,0.566,0.0267
Ca21chr1_C_albicans_SC5314,1100000,1100000,108,0,816,0,0,5,0.0893,0.0054
Ca21chr1_C_albicans_SC5314,1110000,1110000,14,0,118,0,0,0,0.0,0.0
Ca21chr1_C_albicans_SC5314,1120000,1120000,7,0,59,0,0,0,0.0,0.0
Ca21chr1_C_albicans_SC5314,1130000,1130000,14,0,118,0,0,0,0.0,0.0
Ca21chr1_C_albicans_SC5314,1140000,1140000,119,0,1003,0,0,0,0.0,0.0
Ca21chr1_C_albicans_SC5314,1150000,1150000,161,0,1357,0,0,0,0.0,0.0
Ca21chr1_C_albicans_SC5314,1160000,1160000,146,1,1109,0,0,34,0.6667,0.0271
Ca21chr1_C_albicans_SC5314,1170000,1170000,133,0,1121,0,0,0,0.0,0.0
Ca21chr1_C_albicans_SC5314,1180000,1180000,99,0,826,0,0,0,0.0,0.0
Ca21chr1_C_albicans_SC5314,1190000,1190000,100,0,826,0,0,0,0.0,0.0
Ca21chr1_C_albicans_SC5314,1200000,1200000,101,0,826,0,0,0,0.0,0.0
Ca21chr1_C_albicans_SC5314,1210000,1210000,568,0,3198,0,0,148,9.8667,0.0393
Ca21chr1_C_albicans_SC5314,1220000,1220000,272,1,2107,0,0,56,1.6,0.0235
Ca21chr1_C_albicans_SC5314,1230000,1230000,75,0,585,0,0,6,0.1,0.0091
Ca21chr1_C_albicans_SC5314,1240000,1240000,22,0,177,0,0,1,0.0149,0.005
Ca21chr1_C_albicans_SC5314,1250000,1250000,194,1,1062,0,0,45,0.8824,0.0358
Ca21chr1_C_albicans_SC5314,1260000,1260000,84,0,708,0,0,0,0.0,0.0
Ca21chr1_C_albicans_SC5314,1270000,1270000,127,0,1062,0,0,0,0.0,0.0
Ca21chr1_C_albicans_SC5314,1280000,1280000,86,0,708,0,0,0,0.0,0.0
Ca21chr1_C_albicans_SC5314,1290000,1290000,14,0,118,0,0,0,0.0,0.0
Ca21chr1_C_albicans_SC5314,1300000,1300000,42,0,354,0,0,0,0.0,0.0
Ca21chr1_C_albicans_SC5314,1310000,1310000,151,0,1239,0,0,0,0.0,0.0
Ca21chr1_C_albicans_SC5314,1320000,1320000,78,0,649,0,0,0,0.0,0.0
Ca21chr1_C_albicans_SC5314,1330000,1330000,83,0,379,0,0,69,1.0952,0.1494
Ca21chr1_C_albicans_SC5314,1340000,1340000,57,1,470,0,0,3,0.0484,0.0057
Ca21chr1_C_albicans_SC5314,1350000,1350000,246,0,1143,0,0,188,3.8367,0.1353
Ca21chr1_C_albicans_SC5314,1360000,1360000,107,0,752,0,0,10,0.1754,0.0116
Ca21chr1_C_albicans_SC5314,1370000,1370000,35,0,295,0,0,0,0.0,0.0
Ca21chr1_C_albicans_SC5314,1380000,1380000,7,0,59,0,0,0,0.0,0.0
Ca21chr1_C_albicans_SC5314,1390000,1390000,70,0,590,0,0,0,0.0,0.0
Ca21chr1_C_albicans_SC5314,1400000,1400000,119,0,1003,0,0,0,0.0,0.0
Ca21chr1_C_albicans_SC5314,1410000,1410000,63,0,531,0,0,0,0.0,0.0
Ca21chr1_C_albicans_SC5314,1420000,1420000,211,0,780,0,0,94,1.7091,0.0949
Ca21chr1_C_albicans_SC5314,1430000,1430000,86,0,708,0,0,0,0.0,0.0
Ca21chr1_C_albicans_SC5314,1440000,1440000,105,0,885,0,0,0,0.0,0.0
Ca21chr1_C_albicans_SC5314,1450000,1450000,112,0,944,0,0,0,0.0,0.0
Ca21chr1_C_albicans_SC5314,1460000,1460000,141,0,1179,0,0,2,0.04,0.0015
Ca21chr1_C_albicans_SC5314,1470000,1470000,0,0,0,0,0,0,0.0,0
Ca21chr1_C_albicans_SC5314,1480000,1480000,14,0,118,0,0,0,0.0,0.0
Ca21chr1_C_albicans_SC5314,1490000,1490000,14,0,118,0,0,0,0.0,0.0
Ca21chr1_C_albicans_SC5314,1500000,1500000,91,0,767,0,0,0,0.0,0.0
Ca21chr1_C_albicans_SC5314,1510000,1510000,14,0,118,0,0,0,0.0,0.0
Ca21chr1_C_albicans_SC5314,1520000,1520000,49,2,279,0,0,32,0.4923,0.097
Ca21chr1_C_albicans_SC5314,1530000,1530000,150,0,1239,0,0,0,0.0,0.0
Ca21chr1_C_albicans_SC5314,1540000,1540000,238,0,1947,0,0,0,0.0,0.0
Ca21chr1_C_albicans_SC5314,1550000,1550000,70,0,590,0,0,0,0.0,0.0
Ca21chr1_C_albicans_SC5314,1560000,1560000,317,0,1467,0,0,114,2.5909,0.0639
Ca21chr1_C_albicans_SC5314,1570000,1570000,207,0,1711,0,0,0,0.0,0.0
Ca21chr1_C_albicans_SC5314,1580000,1580000,156,1,1298,0,0,1,0.0208,0.0007
Ca21chr1_C_albicans_SC5314,1590000,1590000,7,0,59,0,0,0,0.0,0.0
Ca21chr1_C_albicans_SC5314,1600000,1600000,30,0,234,0,0,4,0.0606,0.0152
Ca21chr1_C_albicans_SC5314,1610000,1610000,169,0,1415,0,0,1,0.0213,0.0006
Ca21chr1_C_albicans_SC5314,1620000,1620000,50,0,412,0,0,3,0.0476,0.0065
Ca21chr1_C_albicans_SC5314,1630000,1630000,26,1,171,0,0,12,0.1791,0.0606
Ca21chr1_C_albicans_SC5314,1640000,1640000,56,0,472,0,0,0,0.0,0.0
Ca21chr1_C_albicans_SC5314,1650000,1650000,56,3,535,0,0,20,0.3279,0.0337
Ca21chr1_C_albicans_SC5314,1660000,1660000,317,4,1374,0,0,36,0.8,0.0212
Ca21chr1_C_albicans_SC5314,1670000,1670000,14,0,118,0,0,35,0.5147,0.2652
Ca21chr1_C_albicans_SC5314,1680000,1680000,50,0,278,0,0,12,0.1846,0.0366
Ca21chr1_C_albicans_SC5314,1690000,1690000,0,0,0,0,0,0,0.0,0
Ca21chr1_C_albicans_SC5314,1700000,1700000,426,1,1089,0,0,180,3.75,0.1187
Ca21chr1_C_albicans_SC5314,1710000,1710000,94,0,766,0,0,2,0.0351,0.0023
Ca21chr1_C_albicans_SC5314,1720000,1720000,43,0,354,0,0,0,0.0,0.0
Ca21chr1_C_albicans_SC5314,1730000,1730000,0,0,0,0,0,0,0.0,0
Ca21chr1_C_albicans_SC5314,1740000,1740000,14,0,118,0,0,0,0.0,0.0
Ca21chr1_C_albicans_SC5314,1750000,1750000,198,0,1652,0,0,0,0.0,0.0
Ca21chr1_C_albicans_SC5314,1760000,1760000,0,0,0,0,0,0,0.0,0
Ca21chr1_C_albicans_SC5314,1770000,1770000,28,0,236,0,0,0,0.0,0.0
Ca21chr1_C_albicans_SC5314,1780000,1780000,21,0,177,0,0,0,0.0,0.0
Ca21chr1_C_albicans_SC5314,1790000,1790000,0,0,0,0,0,0,0.0,0
Ca21chr1_C_albicans_SC5314,1800000,1800000,21,0,177,0,0,0,0.0,0.0
Ca21chr1_C_albicans_SC5314,1810000,1810000,14,0,118,0,0,0,0.0,0.0
Ca21chr1_C_albicans_SC5314,1820000,1820000,16,0,118,0,0,0,0.0,0.0
Ca21chr1_C_albicans_SC5314,1830000,1830000,63,0,531,0,0,0,0.0,0.0
Ca21chr1_C_albicans_SC5314,1840000,1840000,14,0,118,0,0,0,0.0,0.0
Ca21chr1_C_albicans_SC5314,1850000,1850000,43,0,354,0,0,0,0.0,0.0
Ca21chr1_C_albicans_SC5314,1860000,1860000,91,0,767,0,0,0,0.0,0.0
Ca21chr1_C_albicans_SC5314,1870000,1870000,98,0,826,0,0,0,0.0,0.0
Ca21chr1_C_albicans_SC5314,1880000,1880000,7,0,59,0,0,0,0.0,0.0
Ca21chr1_C_albicans_SC5314,1890000,1890000,29,0,236,0,0,0,0.0,0.0
Ca21chr1_C_albicans_SC5314,1900000,1900000,28,0,236,0,0,0,0.0,0.0
Ca21chr1_C_albicans_SC5314,1910000,1910000,42,0,354,0,0,0,0.0,0.0
Ca21chr1_C_albicans_SC5314,1920000,1920000,152,0,1238,0,0,2,0.0408,0.0014
Ca21chr1_C_albicans_SC5314,1930000,1930000,14,0,118,0,0,0,0.0,0.0
Ca21chr1_C_albicans_SC5314,1940000,1940000,58,2,268,0,0,54,0.8308,0.1646
Ca21chr1_C_albicans_SC5314,1950000,1950000,119,0,1003,0,0,0,0.0,0.0
Ca21chr1_C_albicans_SC5314,1960000,1960000,7,0,59,0,0,0,0.0,0.0
Ca21chr1_C_albicans_SC5314,1970000,1970000,28,0,236,0,0,0,0.0,0.0
Ca21chr1_C_albicans_SC5314,1980000,1980000,42,0,354,0,0,0,0.0,0.0
Ca21chr1_C_albicans_SC5314,1990000,1990000,63,0,531,0,0,0,0.0,0.0
Ca21chr1_C_albicans_SC5314,2000000,2000000,214,0,579,0,0,118,2.0345,0.1488
Ca21chr1_C_albicans_SC5314,2010000,2010000,119,0,1003,0,0,0,0.0,0.0
Ca21chr1_C_albicans_SC5314,2020000,2020000,91,0,239,0,0,60,0.9231,0.1818
Ca21chr1_C_albicans_SC5314,2030000,2030000,58,0,472,0,0,0,0.0,0.0
Ca21chr1_C_albicans_SC5314,2040000,2040000,171,0,1413,0,0,2,0.0426,0.0013
Ca21chr1_C_albicans_SC5314,2050000,2050000,14,0,118,0,0,0,0.0,0.0
Ca21chr1_C_albicans_SC5314,2060000,2060000,114,0,944,0,0,0,0.0,0.0
Ca21chr1_C_albicans_SC5314,2070000,2070000,56,0,472,0,0,0,0.0,0.0
Ca21chr1_C_albicans_SC5314,2080000,2080000,75,0,588,0,0,2,0.0333,0.003
Ca21chr1_C_albicans_SC5314,2090000,2090000,63,0,531,0,0,0,0.0,0.0
Ca21chr1_C_albicans_SC5314,2100000,2100000,35,0,295,0,0,0,0.0,0.0
Ca21chr1_C_albicans_SC5314,2110000,2110000,111,0,879,0,0,12,0.2182,0.0121
Ca21chr1_C_albicans_SC5314,2120000,2120000,155,0,1298,0,0,0,0.0,0.0
Ca21chr1_C_albicans_SC5314,2130000,2130000,148,0,1239,0,0,0,0.0,0.0
Ca21chr1_C_albicans_SC5314,2140000,2140000,112,0,944,0,0,0,0.0,0.0
Ca21chr1_C_albicans_SC5314,2150000,2150000,176,0,1475,0,0,0,0.0,0.0
Ca21chr1_C_albicans_SC5314,2160000,2160000,357,0,2359,0,0,92,3.0667,0.0339
Ca21chr1_C_albicans_SC5314,2170000,2170000,70,0,590,0,0,0,0.0,0.0
Ca21chr1_C_albicans_SC5314,2180000,2180000,27,1,236,0,0,16,0.2424,0.0606
Ca21chr1_C_albicans_SC5314,2190000,2190000,116,0,944,0,0,0,0.0,0.0
Ca21chr1_C_albicans_SC5314,2200000,2200000,79,0,649,0,0,0,0.0,0.0
Ca21chr1_C_albicans_SC5314,2210000,2210000,63,0,531,0,0,0,0.0,0.0
Ca21chr1_C_albicans_SC5314,2220000,2220000,233,0,1022,0,0,78,1.5294,0.0622
Ca21chr1_C_albicans_SC5314,2230000,2230000,336,0,1778,0,0,96,2.4615,0.0454
Ca21chr1_C_albicans_SC5314,2240000,2240000,85,0,708,0,0,0,0.0,0.0
Ca21chr1_C_albicans_SC5314,2250000,2250000,262,1,2179,0,0,28,0.8235,0.0115
Ca21chr1_C_albicans_SC5314,2260000,2260000,149,0,1239,0,0,0,0.0,0.0
Ca21chr1_C_albicans_SC5314,2270000,2270000,49,3,410,0,0,3,0.0476,0.0065
Ca21chr1_C_albicans_SC5314,2280000,2280000,332,0,1049,0,0,65,1.3265,0.0471
Ca21chr1_C_albicans_SC5314,2290000,2290000,117,0,478,0,0,67,1.0984,0.1126
Ca21chr1_C_albicans_SC5314,2300000,2300000,96,0,762,0,0,15,0.2632,0.0175
Ca21chr1_C_albicans_SC5314,2310000,2310000,77,0,649,0,0,0,0.0,0.0
Ca21chr1_C_albicans_SC5314,2320000,2320000,178,0,1473,0,0,4,0.087,0.0024
Ca21chr1_C_albicans_SC5314,2330000,2330000,35,0,295,0,0,0,0.0,0.0
Ca21chr1_C_albicans_SC5314,2340000,2340000,147,1,1039,0,0,46,0.8846,0.0388
Ca21chr1_C_albicans_SC5314,2350000,2350000,240,0,1414,0,0,118,2.5652,0.0713
Ca21chr1_C_albicans_SC5314,2360000,2360000,50,0,413,0,0,0,0.0,0.0
Ca21chr1_C_albicans_SC5314,2370000,2370000,163,0,1357,0,0,0,0.0,0.0
Ca21chr1_C_albicans_SC5314,2380000,2380000,57,0,472,0,0,0,0.0,0.0
Ca21chr1_C_albicans_SC5314,2390000,2390000,42,0,354,0,0,0,0.0,0.0
Ca21chr1_C_albicans_SC5314,2400000,2400000,28,0,236,0,0,0,0.0,0.0
Ca21chr1_C_albicans_SC5314,2410000,2410000,192,0,1393,0,0,44,0.9362,0.0278
Ca21chr1_C_albicans_SC5314,2420000,2420000,117,0,943,0,0,2,0.037,0.0019
Ca21chr1_C_albicans_SC5314,2430000,2430000,114,0,944,0,0,0,0.0,0.0
Ca21chr1_C_albicans_SC5314,2440000,2440000,89,0,708,0,0,0,0.0,0.0
Ca21chr1_C_albicans_SC5314,2450000,2450000,65,0,531,0,0,0,0.0,0.0
Ca21chr1_C_albicans_SC5314,2460000,2460000,28,0,236,0,0,0,0.0,0.0
Ca21chr1_C_albicans_SC5314,2470000,2470000,74,0,590,0,0,0,0.0,0.0
Ca21chr1_C_albicans_SC5314,2480000,2480000,49,0,413,0,0,0,0.0,0.0
Ca21chr1_C_albicans_SC5314,2490000,2490000,71,0,590,0,0,0,0.0,0.0
Ca21chr1_C_albicans_SC5314,2500000,2500000,43,0,354,0,0,0,0.0,0.0
Ca21chr1_C_albicans_SC5314,2510000,2510000,113,5,474,0,0,110,1.8033,0.1858
Ca21chr1_C_albicans_SC5314,2520000,2520000,101,0,824,0,0,2,0.0357,0.0022
Ca21chr1_C_albicans_SC5314,2530000,2530000,56,0,472,0,0,0,0.0,0.0
Ca21chr1_C_albicans_SC5314,2540000,2540000,70,0,590,0,0,0,0.0,0.0
Ca21chr1_C_albicans_SC5314,2550000,2550000,178,0,1474,0,0,2,0.0435,0.0012
Ca21chr1_C_albicans_SC5314,2560000,2560000,193,0,1593,0,0,0,0.0,0.0
Ca21chr1_C_albicans_SC5314,2570000,2570000,29,0,236,0,0,0,0.0,0.0
Ca21chr1_C_albicans_SC5314,2580000,2580000,49,0,413,0,0,0,0.0,0.0
Ca21chr1_C_albicans_SC5314,2590000,2590000,92,0,767,0,0,0,0.0,0.0
Ca21chr1_C_albicans_SC5314,2600000,2600000,200,0,1651,0,0,2,0.0465,0.0011
Ca21chr1_C_albicans_SC5314,2610000,2610000,207,0,1710,0,0,2,0.0476,0.001
Ca21chr1_C_albicans_SC5314,2620000,2620000,461,0,2313,0,0,104,3.5862,0.0375
Ca21chr1_C_albicans_SC5314,2630000,2630000,197,0,1652,0,0,0,0.0,0.0
Ca21chr1_C_albicans_SC5314,2640000,2640000,220,0,1829,0,0,0,0.0,0.0
Ca21chr1_C_albicans_SC5314,2650000,2650000,206,0,1711,0,0,0,0.0,0.0
Ca21chr1_C_albicans_SC5314,2660000,2660000,146,0,1180,0,0,0,0.0,0.0
Ca21chr1_C_albicans_SC5314,2670000,2670000,51,0,413,0,0,0,0.0,0.0
Ca21chr1_C_albicans_SC5314,2680000,2680000,42,0,354,0,0,0,0.0,0.0
Ca21chr1_C_albicans_SC5314,2690000,2690000,0,0,0,0,0,0,0.0,0
Ca21chr1_C_albicans_SC5314,2700000,2700000,7,0,59,0,0,0,0.0,0.0
Ca21chr1_C_albicans_SC5314,2710000,2710000,56,0,472,0,0,0,0.0,0.0
Ca21chr1_C_albicans_SC5314,2720000,2720000,87,0,708,0,0,0,0.0,0.0
Ca21chr1_C_albicans_SC5314,2730000,2730000,60,0,406,0,0,14,0.2222,0.03
Ca21chr1_C_albicans_SC5314,2740000,2740000,35,3,292,0,0,6,0.0923,0.0182
Ca21chr1_C_albicans_SC5314,2750000,2750000,52,0,410,0,0,6,0.0952,0.013
Ca21chr1_C_albicans_SC5314,2760000,2760000,91,0,767,0,0,0,0.0,0.0
Ca21chr1_C_albicans_SC5314,2770000,2770000,14,0,118,0,0,0,0.0,0.0
Ca21chr1_C_albicans_SC5314,2780000,2780000,36,0,294,0,0,2,0.0308,0.0061
Ca21chr1_C_albicans_SC5314,2790000,2790000,21,0,177,0,0,0,0.0,0.0
Ca21chr1_C_albicans_SC5314,2800000,2800000,137,8,712,0,0,98,1.7193,0.1144
Ca21chr1_C_albicans_SC5314,2810000,2810000,149,0,1239,0,0,0,0.0,0.0
Ca21chr1_C_albicans_SC5314,2820000,2820000,141,0,1180,0,0,0,0.0,0.0
Ca21chr1_C_albicans_SC5314,2830000,2830000,56,0,472,0,0,0,0.0,0.0
Ca21chr1_C_albicans_SC5314,2840000,2840000,100,0,826,0,0,0,0.0,0.0
Ca21chr1_C_albicans_SC5314,2850000,2850000,29,0,236,0,0,0,0.0,0.0
Ca21chr1_C_albicans_SC5314,2860000,2860000,70,0,590,0,0,0,0.0,0.0
Ca21chr1_C_albicans_SC5314,2870000,2870000,120,0,1003,0,0,0,0.0,0.0
Ca21chr1_C_albicans_SC5314,2880000,2880000,35,0,295,0,0,0,0.0,0.0
Ca21chr1_C_albicans_SC5314,2890000,2890000,42,0,354,0,0,0,0.0,0.0
Ca21chr1_C_albicans_SC5314,2900000,2900000,60,0,468,0,0,4,0.0645,0.0076
Ca21chr1_C_albicans_SC5314,2910000,2910000,28,4,298,0,0,20,0.3077,0.0606
Ca21chr1_C_albicans_SC5314,2920000,2920000,96,2,828,0,0,17,0.3036,0.0184
Ca21chr1_C_albicans_SC5314,2930000,2930000,70,0,590,0,0,0,0.0,0.0
