strain,chr,start.pos,length,prop.o.arm,arm
MAY_154_CKDL210010773-1B-D702-AK1681_HF35GDSX2_L2_1.sort.GT,Ca21chr1_C_albicans_SC5314,1224712,1223111,0.2179,left
MAY_154_CKDL210010773-1B-D702-AK1681_HF35GDSX2_L2_1.sort.GT,Ca21chr1_C_albicans_SC5314,1223111,1077151,0.2189,left
MAY_154_CKDL210010773-1B-D702-AK1681_HF35GDSX2_L2_1.sort.GT,Ca21chr1_C_albicans_SC5314,1077151,1076898,0.3121,left
MAY_154_CKDL210010773-1B-D702-AK1681_HF35GDSX2_L2_1.sort.GT,Ca21chr1_C_albicans_SC5314,1076898,1026211,0.3123,left
MAY_154_CKDL210010773-1B-D702-AK1681_HF35GDSX2_L2_1.sort.GT,Ca21chr1_C_albicans_SC5314,1026211,1022702,0.3447,left
MAY_154_CKDL210010773-1B-D702-AK1681_HF35GDSX2_L2_1.sort.GT,Ca21chr1_C_albicans_SC5314,1022702,852707,0.3469,left
MAY_154_CKDL210010773-1B-D702-AK1681_HF35GDSX2_L2_1.sort.GT,Ca21chr1_C_albicans_SC5314,852707,836238,0.4555,left
MAY_154_CKDL210010773-1B-D702-AK1681_HF35GDSX2_L2_1.sort.GT,Ca21chr1_C_albicans_SC5314,836238,836043,0.466,left
MAY_154_CKDL210010773-1B-D702-AK1681_HF35GDSX2_L2_1.sort.GT,Ca21chr1_C_albicans_SC5314,836043,834901,0.4661,left
MAY_154_CKDL210010773-1B-D702-AK1681_HF35GDSX2_L2_1.sort.GT,Ca21chr1_C_albicans_SC5314,834901,632804,0.4668,left
MAY_154_CKDL210010773-1B-D702-AK1681_HF35GDSX2_L2_1.sort.GT,Ca21chr1_C_albicans_SC5314,632804,630930,0.5959,left
MAY_154_CKDL210010773-1B-D702-AK1681_HF35GDSX2_L2_1.sort.GT,Ca21chr1_C_albicans_SC5314,630930,568937,0.5971,left
MAY_154_CKDL210010773-1B-D702-AK1681_HF35GDSX2_L2_1.sort.GT,Ca21chr1_C_albicans_SC5314,568937,568220,0.6367,left
MAY_154_CKDL210010773-1B-D702-AK1681_HF35GDSX2_L2_1.sort.GT,Ca21chr1_C_albicans_SC5314,568220,492528,0.6371,left
MAY_154_CKDL210010773-1B-D702-AK1681_HF35GDSX2_L2_1.sort.GT,Ca21chr1_C_albicans_SC5314,492528,489664,0.6855,left
MAY_154_CKDL210010773-1B-D702-AK1681_HF35GDSX2_L2_1.sort.GT,Ca21chr1_C_albicans_SC5314,489664,467829,0.6873,left
MAY_154_CKDL210010773-1B-D702-AK1681_HF35GDSX2_L2_1.sort.GT,Ca21chr1_C_albicans_SC5314,467829,467751,0.7013,left
MAY_154_CKDL210010773-1B-D702-AK1681_HF35GDSX2_L2_1.sort.GT,Ca21chr1_C_albicans_SC5314,467751,432120,0.7013,left
MAY_154_CKDL210010773-1B-D702-AK1681_HF35GDSX2_L2_1.sort.GT,Ca21chr1_C_albicans_SC5314,432120,425892,0.7241,left
MAY_154_CKDL210010773-1B-D702-AK1681_HF35GDSX2_L2_1.sort.GT,Ca21chr1_C_albicans_SC5314,425892,403874,0.728,left
MAY_154_CKDL210010773-1B-D702-AK1681_HF35GDSX2_L2_1.sort.GT,Ca21chr1_C_albicans_SC5314,403874,402889,0.7421,left
MAY_154_CKDL210010773-1B-D702-AK1681_HF35GDSX2_L2_1.sort.GT,Ca21chr1_C_albicans_SC5314,402889,360538,0.7427,left
MAY_154_CKDL210010773-1B-D702-AK1681_HF35GDSX2_L2_1.sort.GT,Ca21chr1_C_albicans_SC5314,360538,360460,0.7698,left
MAY_154_CKDL210010773-1B-D702-AK1681_HF35GDSX2_L2_1.sort.GT,Ca21chr1_C_albicans_SC5314,360460,360402,0.7698,left
MAY_154_CKDL210010773-1B-D702-AK1681_HF35GDSX2_L2_1.sort.GT,Ca21chr1_C_albicans_SC5314,360402,357401,0.7699,left
MAY_154_CKDL210010773-1B-D702-AK1681_HF35GDSX2_L2_1.sort.GT,Ca21chr1_C_albicans_SC5314,357401,356870,0.7718,left
MAY_154_CKDL210010773-1B-D702-AK1681_HF35GDSX2_L2_1.sort.GT,Ca21chr1_C_albicans_SC5314,356870,349678,0.7721,left
MAY_154_CKDL210010773-1B-D702-AK1681_HF35GDSX2_L2_1.sort.GT,Ca21chr1_C_albicans_SC5314,349678,347813,0.7767,left
MAY_154_CKDL210010773-1B-D702-AK1681_HF35GDSX2_L2_1.sort.GT,Ca21chr1_C_albicans_SC5314,347813,347729,0.7779,left
MAY_154_CKDL210010773-1B-D702-AK1681_HF35GDSX2_L2_1.sort.GT,Ca21chr1_C_albicans_SC5314,347729,344288,0.7779,left
MAY_154_CKDL210010773-1B-D702-AK1681_HF35GDSX2_L2_1.sort.GT,Ca21chr1_C_albicans_SC5314,344288,334437,0.7801,left
MAY_154_CKDL210010773-1B-D702-AK1681_HF35GDSX2_L2_1.sort.GT,Ca21chr1_C_albicans_SC5314,334437,309031,0.7864,left
MAY_154_CKDL210010773-1B-D702-AK1681_HF35GDSX2_L2_1.sort.GT,Ca21chr1_C_albicans_SC5314,309031,307041,0.8027,left
MAY_154_CKDL210010773-1B-D702-AK1681_HF35GDSX2_L2_1.sort.GT,Ca21chr1_C_albicans_SC5314,307041,296383,0.8039,left
MAY_154_CKDL210010773-1B-D702-AK1681_HF35GDSX2_L2_1.sort.GT,Ca21chr1_C_albicans_SC5314,296383,294533,0.8107,left
MAY_154_CKDL210010773-1B-D702-AK1681_HF35GDSX2_L2_1.sort.GT,Ca21chr1_C_albicans_SC5314,294533,205084,0.8119,left
MAY_154_CKDL210010773-1B-D702-AK1681_HF35GDSX2_L2_1.sort.GT,Ca21chr1_C_albicans_SC5314,205084,203573,0.869,left
MAY_154_CKDL210010773-1B-D702-AK1681_HF35GDSX2_L2_1.sort.GT,Ca21chr1_C_albicans_SC5314,203573,168173,0.87,left
MAY_154_CKDL210010773-1B-D702-AK1681_HF35GDSX2_L2_1.sort.GT,Ca21chr1_C_albicans_SC5314,168173,166798,0.8926,left
MAY_154_CKDL210010773-1B-D702-AK1681_HF35GDSX2_L2_1.sort.GT,Ca21chr1_C_albicans_SC5314,166798,44535,0.8935,left
MAY_154_CKDL210010773-1B-D702-AK1681_HF35GDSX2_L2_1.sort.GT,Ca21chr1_C_albicans_SC5314,44535,41161,0.9716,left
MAY_154_CKDL210010773-1B-D702-AK1681_HF35GDSX2_L2_1.sort.GT,Ca21chr1_C_albicans_SC5314,41161,37222,0.9737,left
MAY_154_CKDL210010773-1B-D702-AK1681_HF35GDSX2_L2_1.sort.GT,Ca21chr1_C_albicans_SC5314,37222,35709,0.9762,left
MAY_154_CKDL210010773-1B-D702-AK1681_HF35GDSX2_L2_1.sort.GT,Ca21chr1_C_albicans_SC5314,35709,12735,0.9772,left
MAY_154_CKDL210010773-1B-D702-AK1681_HF35GDSX2_L2_1.sort.GT,Ca21chr1_C_albicans_SC5314,1607109,1607705,0.0262,right
MAY_154_CKDL210010773-1B-D702-AK1681_HF35GDSX2_L2_1.sort.GT,Ca21chr1_C_albicans_SC5314,1607705,1619835,0.0266,right
MAY_154_CKDL210010773-1B-D702-AK1681_HF35GDSX2_L2_1.sort.GT,Ca21chr1_C_albicans_SC5314,1619835,1619907,0.034,right
MAY_154_CKDL210010773-1B-D702-AK1681_HF35GDSX2_L2_1.sort.GT,Ca21chr1_C_albicans_SC5314,1619907,1655955,0.0341,right
MAY_154_CKDL210010773-1B-D702-AK1681_HF35GDSX2_L2_1.sort.GT,Ca21chr1_C_albicans_SC5314,1655955,1658199,0.0563,right
MAY_154_CKDL210010773-1B-D702-AK1681_HF35GDSX2_L2_1.sort.GT,Ca21chr1_C_albicans_SC5314,1658199,1827891,0.0576,right
MAY_154_CKDL210010773-1B-D702-AK1681_HF35GDSX2_L2_1.sort.GT,Ca21chr1_C_albicans_SC5314,1827891,1836018,0.162,right
MAY_154_CKDL210010773-1B-D702-AK1681_HF35GDSX2_L2_1.sort.GT,Ca21chr1_C_albicans_SC5314,1836018,1875816,0.167,right
MAY_154_CKDL210010773-1B-D702-AK1681_HF35GDSX2_L2_1.sort.GT,Ca21chr1_C_albicans_SC5314,1875816,1876520,0.1915,right
MAY_154_CKDL210010773-1B-D702-AK1681_HF35GDSX2_L2_1.sort.GT,Ca21chr1_C_albicans_SC5314,1876520,1961080,0.192,right
MAY_154_CKDL210010773-1B-D702-AK1681_HF35GDSX2_L2_1.sort.GT,Ca21chr1_C_albicans_SC5314,1961080,1961812,0.244,right
MAY_154_CKDL210010773-1B-D702-AK1681_HF35GDSX2_L2_1.sort.GT,Ca21chr1_C_albicans_SC5314,1961812,1965001,0.2444,right
MAY_154_CKDL210010773-1B-D702-AK1681_HF35GDSX2_L2_1.sort.GT,Ca21chr1_C_albicans_SC5314,1965001,1981735,0.2464,right
MAY_154_CKDL210010773-1B-D702-AK1681_HF35GDSX2_L2_1.sort.GT,Ca21chr1_C_albicans_SC5314,1981735,1989661,0.2567,right
MAY_154_CKDL210010773-1B-D702-AK1681_HF35GDSX2_L2_1.sort.GT,Ca21chr1_C_albicans_SC5314,1989661,1989826,0.2616,right
MAY_154_CKDL210010773-1B-D702-AK1681_HF35GDSX2_L2_1.sort.GT,Ca21chr1_C_albicans_SC5314,1989826,2080809,0.2617,right
MAY_154_CKDL210010773-1B-D702-AK1681_HF35GDSX2_L2_1.sort.GT,Ca21chr1_C_albicans_SC5314,2080809,2081290,0.3176,right
MAY_154_CKDL210010773-1B-D702-AK1681_HF35GDSX2_L2_1.sort.GT,Ca21chr1_C_albicans_SC5314,2081290,2100386,0.3179,right
MAY_154_CKDL210010773-1B-D702-AK1681_HF35GDSX2_L2_1.sort.GT,Ca21chr1_C_albicans_SC5314,2100386,2104211,0.3297,right
MAY_154_CKDL210010773-1B-D702-AK1681_HF35GDSX2_L2_1.sort.GT,Ca21chr1_C_albicans_SC5314,2104211,2113342,0.332,right
MAY_154_CKDL210010773-1B-D702-AK1681_HF35GDSX2_L2_1.sort.GT,Ca21chr1_C_albicans_SC5314,2113342,2113491,0.3376,right
MAY_154_CKDL210010773-1B-D702-AK1681_HF35GDSX2_L2_1.sort.GT,Ca21chr1_C_albicans_SC5314,2113491,2188686,0.3377,right
MAY_154_CKDL210010773-1B-D702-AK1681_HF35GDSX2_L2_1.sort.GT,Ca21chr1_C_albicans_SC5314,2188686,2191452,0.384,right
MAY_154_CKDL210010773-1B-D702-AK1681_HF35GDSX2_L2_1.sort.GT,Ca21chr1_C_albicans_SC5314,2191452,2224613,0.3857,right
MAY_154_CKDL210010773-1B-D702-AK1681_HF35GDSX2_L2_1.sort.GT,Ca21chr1_C_albicans_SC5314,2224613,2224995,0.4061,right
MAY_154_CKDL210010773-1B-D702-AK1681_HF35GDSX2_L2_1.sort.GT,Ca21chr1_C_albicans_SC5314,2224995,2403089,0.4063,right
MAY_154_CKDL210010773-1B-D702-AK1681_HF35GDSX2_L2_1.sort.GT,Ca21chr1_C_albicans_SC5314,2403089,2410898,0.5159,right
MAY_154_CKDL210010773-1B-D702-AK1681_HF35GDSX2_L2_1.sort.GT,Ca21chr1_C_albicans_SC5314,2410898,2512102,0.5207,right
MAY_154_CKDL210010773-1B-D702-AK1681_HF35GDSX2_L2_1.sort.GT,Ca21chr1_C_albicans_SC5314,2512102,2513077,0.583,right
MAY_154_CKDL210010773-1B-D702-AK1681_HF35GDSX2_L2_1.sort.GT,Ca21chr1_C_albicans_SC5314,2513077,2516786,0.5836,right
MAY_154_CKDL210010773-1B-D702-AK1681_HF35GDSX2_L2_1.sort.GT,Ca21chr1_C_albicans_SC5314,2516786,2521184,0.5858,right
MAY_154_CKDL210010773-1B-D702-AK1681_HF35GDSX2_L2_1.sort.GT,Ca21chr1_C_albicans_SC5314,2521184,2759808,0.5885,right
MAY_154_CKDL210010773-1B-D702-AK1681_HF35GDSX2_L2_1.sort.GT,Ca21chr1_C_albicans_SC5314,2759808,2761286,0.7353,right
MAY_154_CKDL210010773-1B-D702-AK1681_HF35GDSX2_L2_1.sort.GT,Ca21chr1_C_albicans_SC5314,2761286,2766429,0.7363,right
MAY_154_CKDL210010773-1B-D702-AK1681_HF35GDSX2_L2_1.sort.GT,Ca21chr1_C_albicans_SC5314,2766429,2785647,0.7394,right
MAY_154_CKDL210010773-1B-D702-AK1681_HF35GDSX2_L2_1.sort.GT,Ca21chr1_C_albicans_SC5314,2785647,2963244,0.7512,right
MAY_154_CKDL210010773-1B-D702-AK1681_HF35GDSX2_L2_1.sort.GT,Ca21chr1_C_albicans_SC5314,2963244,2966788,0.8605,right
MAY_154_CKDL210010773-1B-D702-AK1681_HF35GDSX2_L2_1.sort.GT,Ca21chr1_C_albicans_SC5314,2966788,3020982,0.8627,right
MAY_154_CKDL210010773-1B-D702-AK1681_HF35GDSX2_L2_1.sort.GT,Ca21chr1_C_albicans_SC5314,3020982,3021586,0.896,right
MAY_154_CKDL210010773-1B-D702-AK1681_HF35GDSX2_L2_1.sort.GT,Ca21chr1_C_albicans_SC5314,3021586,3145190,0.8964,right
MAY_154_CKDL210010773-1B-D702-AK1681_HF35GDSX2_L2_1.sort.GT,Ca21chr1_C_albicans_SC5314,3145190,3145935,0.9724,right
MAY_154_CKDL210010773-1B-D702-AK1681_HF35GDSX2_L2_1.sort.GT,Ca21chr1_C_albicans_SC5314,3145935,3184935,0.9729,right
MAY_154_CKDL210010773-1B-D702-AK1681_HF35GDSX2_L2_1.sort.GT,Ca21chr2_C_albicans_SC5314,1878658,1878641,0.0267,left
MAY_154_CKDL210010773-1B-D702-AK1681_HF35GDSX2_L2_1.sort.GT,Ca21chr2_C_albicans_SC5314,1878641,1874636,0.0267,left
MAY_154_CKDL210010773-1B-D702-AK1681_HF35GDSX2_L2_1.sort.GT,Ca21chr2_C_albicans_SC5314,1874636,1859742,0.0288,left
MAY_154_CKDL210010773-1B-D702-AK1681_HF35GDSX2_L2_1.sort.GT,Ca21chr2_C_albicans_SC5314,1859742,1855450,0.0365,left
MAY_154_CKDL210010773-1B-D702-AK1681_HF35GDSX2_L2_1.sort.GT,Ca21chr2_C_albicans_SC5314,1855450,1823376,0.0387,left
MAY_154_CKDL210010773-1B-D702-AK1681_HF35GDSX2_L2_1.sort.GT,Ca21chr2_C_albicans_SC5314,1823376,1820272,0.0554,left
MAY_154_CKDL210010773-1B-D702-AK1681_HF35GDSX2_L2_1.sort.GT,Ca21chr2_C_albicans_SC5314,1820272,1724262,0.057,left
MAY_154_CKDL210010773-1B-D702-AK1681_HF35GDSX2_L2_1.sort.GT,Ca21chr2_C_albicans_SC5314,1724262,1722676,0.1067,left
MAY_154_CKDL210010773-1B-D702-AK1681_HF35GDSX2_L2_1.sort.GT,Ca21chr2_C_albicans_SC5314,1722676,1677961,0.1075,left
MAY_154_CKDL210010773-1B-D702-AK1681_HF35GDSX2_L2_1.sort.GT,Ca21chr2_C_albicans_SC5314,1677961,1672087,0.1307,left
MAY_154_CKDL210010773-1B-D702-AK1681_HF35GDSX2_L2_1.sort.GT,Ca21chr2_C_albicans_SC5314,1672087,1367961,0.1337,left
MAY_154_CKDL210010773-1B-D702-AK1681_HF35GDSX2_L2_1.sort.GT,Ca21chr2_C_albicans_SC5314,1367961,1363160,0.2913,left
MAY_154_CKDL210010773-1B-D702-AK1681_HF35GDSX2_L2_1.sort.GT,Ca21chr2_C_albicans_SC5314,1363160,1108076,0.2938,left
MAY_154_CKDL210010773-1B-D702-AK1681_HF35GDSX2_L2_1.sort.GT,Ca21chr2_C_albicans_SC5314,1108076,1105440,0.4259,left
MAY_154_CKDL210010773-1B-D702-AK1681_HF35GDSX2_L2_1.sort.GT,Ca21chr2_C_albicans_SC5314,1105440,1053305,0.4273,left
MAY_154_CKDL210010773-1B-D702-AK1681_HF35GDSX2_L2_1.sort.GT,Ca21chr2_C_albicans_SC5314,1053305,1052868,0.4543,left
MAY_154_CKDL210010773-1B-D702-AK1681_HF35GDSX2_L2_1.sort.GT,Ca21chr2_C_albicans_SC5314,1052868,951692,0.4545,left
MAY_154_CKDL210010773-1B-D702-AK1681_HF35GDSX2_L2_1.sort.GT,Ca21chr2_C_albicans_SC5314,951692,948287,0.507,left
MAY_154_CKDL210010773-1B-D702-AK1681_HF35GDSX2_L2_1.sort.GT,Ca21chr2_C_albicans_SC5314,948287,928523,0.5087,left
MAY_154_CKDL210010773-1B-D702-AK1681_HF35GDSX2_L2_1.sort.GT,Ca21chr2_C_albicans_SC5314,928523,925188,0.519,left
MAY_154_CKDL210010773-1B-D702-AK1681_HF35GDSX2_L2_1.sort.GT,Ca21chr2_C_albicans_SC5314,925188,908665,0.5207,left
MAY_154_CKDL210010773-1B-D702-AK1681_HF35GDSX2_L2_1.sort.GT,Ca21chr2_C_albicans_SC5314,908665,907408,0.5292,left
MAY_154_CKDL210010773-1B-D702-AK1681_HF35GDSX2_L2_1.sort.GT,Ca21chr2_C_albicans_SC5314,907408,898411,0.5299,left
MAY_154_CKDL210010773-1B-D702-AK1681_HF35GDSX2_L2_1.sort.GT,Ca21chr2_C_albicans_SC5314,898411,898246,0.5346,left
MAY_154_CKDL210010773-1B-D702-AK1681_HF35GDSX2_L2_1.sort.GT,Ca21chr2_C_albicans_SC5314,898246,769494,0.5346,left
MAY_154_CKDL210010773-1B-D702-AK1681_HF35GDSX2_L2_1.sort.GT,Ca21chr2_C_albicans_SC5314,769494,704261,0.6013,left
MAY_154_CKDL210010773-1B-D702-AK1681_HF35GDSX2_L2_1.sort.GT,Ca21chr2_C_albicans_SC5314,704261,466334,0.6351,left
MAY_154_CKDL210010773-1B-D702-AK1681_HF35GDSX2_L2_1.sort.GT,Ca21chr2_C_albicans_SC5314,466334,461602,0.7584,left
MAY_154_CKDL210010773-1B-D702-AK1681_HF35GDSX2_L2_1.sort.GT,Ca21chr2_C_albicans_SC5314,461602,448282,0.7609,left
MAY_154_CKDL210010773-1B-D702-AK1681_HF35GDSX2_L2_1.sort.GT,Ca21chr2_C_albicans_SC5314,448282,427379,0.7678,left
MAY_154_CKDL210010773-1B-D702-AK1681_HF35GDSX2_L2_1.sort.GT,Ca21chr2_C_albicans_SC5314,427379,312487,0.7786,left
MAY_154_CKDL210010773-1B-D702-AK1681_HF35GDSX2_L2_1.sort.GT,Ca21chr2_C_albicans_SC5314,312487,312237,0.8381,left
MAY_154_CKDL210010773-1B-D702-AK1681_HF35GDSX2_L2_1.sort.GT,Ca21chr2_C_albicans_SC5314,312237,289262,0.8382,left
MAY_154_CKDL210010773-1B-D702-AK1681_HF35GDSX2_L2_1.sort.GT,Ca21chr2_C_albicans_SC5314,289262,288357,0.8501,left
MAY_154_CKDL210010773-1B-D702-AK1681_HF35GDSX2_L2_1.sort.GT,Ca21chr2_C_albicans_SC5314,288357,18175,0.8506,left
MAY_154_CKDL210010773-1B-D702-AK1681_HF35GDSX2_L2_1.sort.GT,Ca21chr3_C_albicans_SC5314,782333,781762,0.0534,left
MAY_154_CKDL210010773-1B-D702-AK1681_HF35GDSX2_L2_1.sort.GT,Ca21chr3_C_albicans_SC5314,781762,779459,0.0541,left
MAY_154_CKDL210010773-1B-D702-AK1681_HF35GDSX2_L2_1.sort.GT,Ca21chr3_C_albicans_SC5314,779459,755809,0.0569,left
MAY_154_CKDL210010773-1B-D702-AK1681_HF35GDSX2_L2_1.sort.GT,Ca21chr3_C_albicans_SC5314,755809,750450,0.0855,left
MAY_154_CKDL210010773-1B-D702-AK1681_HF35GDSX2_L2_1.sort.GT,Ca21chr3_C_albicans_SC5314,750450,710111,0.092,left
MAY_154_CKDL210010773-1B-D702-AK1681_HF35GDSX2_L2_1.sort.GT,Ca21chr3_C_albicans_SC5314,710111,694831,0.1408,left
MAY_154_CKDL210010773-1B-D702-AK1681_HF35GDSX2_L2_1.sort.GT,Ca21chr3_C_albicans_SC5314,694831,588992,0.1593,left
MAY_154_CKDL210010773-1B-D702-AK1681_HF35GDSX2_L2_1.sort.GT,Ca21chr3_C_albicans_SC5314,588992,586974,0.2873,left
MAY_154_CKDL210010773-1B-D702-AK1681_HF35GDSX2_L2_1.sort.GT,Ca21chr3_C_albicans_SC5314,586974,577493,0.2898,left
MAY_154_CKDL210010773-1B-D702-AK1681_HF35GDSX2_L2_1.sort.GT,Ca21chr3_C_albicans_SC5314,577493,577327,0.3013,left
MAY_154_CKDL210010773-1B-D702-AK1681_HF35GDSX2_L2_1.sort.GT,Ca21chr3_C_albicans_SC5314,577327,568910,0.3015,left
MAY_154_CKDL210010773-1B-D702-AK1681_HF35GDSX2_L2_1.sort.GT,Ca21chr3_C_albicans_SC5314,568910,562527,0.3116,left
MAY_154_CKDL210010773-1B-D702-AK1681_HF35GDSX2_L2_1.sort.GT,Ca21chr3_C_albicans_SC5314,562527,556668,0.3194,left
MAY_154_CKDL210010773-1B-D702-AK1681_HF35GDSX2_L2_1.sort.GT,Ca21chr3_C_albicans_SC5314,556668,553068,0.3265,left
MAY_154_CKDL210010773-1B-D702-AK1681_HF35GDSX2_L2_1.sort.GT,Ca21chr3_C_albicans_SC5314,553068,511491,0.3308,left
MAY_154_CKDL210010773-1B-D702-AK1681_HF35GDSX2_L2_1.sort.GT,Ca21chr3_C_albicans_SC5314,511491,498673,0.3811,left
MAY_154_CKDL210010773-1B-D702-AK1681_HF35GDSX2_L2_1.sort.GT,Ca21chr3_C_albicans_SC5314,498673,492140,0.3966,left
MAY_154_CKDL210010773-1B-D702-AK1681_HF35GDSX2_L2_1.sort.GT,Ca21chr3_C_albicans_SC5314,492140,490235,0.4045,left
MAY_154_CKDL210010773-1B-D702-AK1681_HF35GDSX2_L2_1.sort.GT,Ca21chr3_C_albicans_SC5314,490235,425261,0.4068,left
MAY_154_CKDL210010773-1B-D702-AK1681_HF35GDSX2_L2_1.sort.GT,Ca21chr3_C_albicans_SC5314,425261,424513,0.4855,left
MAY_154_CKDL210010773-1B-D702-AK1681_HF35GDSX2_L2_1.sort.GT,Ca21chr3_C_albicans_SC5314,424513,390135,0.4864,left
MAY_154_CKDL210010773-1B-D702-AK1681_HF35GDSX2_L2_1.sort.GT,Ca21chr3_C_albicans_SC5314,390135,388892,0.528,left
MAY_154_CKDL210010773-1B-D702-AK1681_HF35GDSX2_L2_1.sort.GT,Ca21chr3_C_albicans_SC5314,388892,361698,0.5295,left
MAY_154_CKDL210010773-1B-D702-AK1681_HF35GDSX2_L2_1.sort.GT,Ca21chr3_C_albicans_SC5314,361698,360855,0.5624,left
MAY_154_CKDL210010773-1B-D702-AK1681_HF35GDSX2_L2_1.sort.GT,Ca21chr3_C_albicans_SC5314,360855,360096,0.5634,left
MAY_154_CKDL210010773-1B-D702-AK1681_HF35GDSX2_L2_1.sort.GT,Ca21chr3_C_albicans_SC5314,360096,353611,0.5643,left
MAY_154_CKDL210010773-1B-D702-AK1681_HF35GDSX2_L2_1.sort.GT,Ca21chr3_C_albicans_SC5314,353611,341983,0.5721,left
MAY_154_CKDL210010773-1B-D702-AK1681_HF35GDSX2_L2_1.sort.GT,Ca21chr3_C_albicans_SC5314,341983,338932,0.5862,left
MAY_154_CKDL210010773-1B-D702-AK1681_HF35GDSX2_L2_1.sort.GT,Ca21chr3_C_albicans_SC5314,338932,209257,0.5899,left
MAY_154_CKDL210010773-1B-D702-AK1681_HF35GDSX2_L2_1.sort.GT,Ca21chr3_C_albicans_SC5314,209257,208303,0.7468,left
MAY_154_CKDL210010773-1B-D702-AK1681_HF35GDSX2_L2_1.sort.GT,Ca21chr3_C_albicans_SC5314,208303,15589,0.748,left
MAY_154_CKDL210010773-1B-D702-AK1681_HF35GDSX2_L2_1.sort.GT,Ca21chr3_C_albicans_SC5314,874788,877636,0.0512,right
MAY_154_CKDL210010773-1B-D702-AK1681_HF35GDSX2_L2_1.sort.GT,Ca21chr3_C_albicans_SC5314,877636,981911,0.0541,right
MAY_154_CKDL210010773-1B-D702-AK1681_HF35GDSX2_L2_1.sort.GT,Ca21chr3_C_albicans_SC5314,981911,983451,0.161,right
MAY_154_CKDL210010773-1B-D702-AK1681_HF35GDSX2_L2_1.sort.GT,Ca21chr3_C_albicans_SC5314,983451,1042835,0.1626,right
MAY_154_CKDL210010773-1B-D702-AK1681_HF35GDSX2_L2_1.sort.GT,Ca21chr3_C_albicans_SC5314,1042835,1054505,0.2235,right
MAY_154_CKDL210010773-1B-D702-AK1681_HF35GDSX2_L2_1.sort.GT,Ca21chr3_C_albicans_SC5314,1054505,1113356,0.2355,right
MAY_154_CKDL210010773-1B-D702-AK1681_HF35GDSX2_L2_1.sort.GT,Ca21chr3_C_albicans_SC5314,1113356,1114060,0.2958,right
MAY_154_CKDL210010773-1B-D702-AK1681_HF35GDSX2_L2_1.sort.GT,Ca21chr3_C_albicans_SC5314,1114060,1144152,0.2965,right
MAY_154_CKDL210010773-1B-D702-AK1681_HF35GDSX2_L2_1.sort.GT,Ca21chr3_C_albicans_SC5314,1144152,1145334,0.3274,right
MAY_154_CKDL210010773-1B-D702-AK1681_HF35GDSX2_L2_1.sort.GT,Ca21chr3_C_albicans_SC5314,1145334,1204789,0.3286,right
MAY_154_CKDL210010773-1B-D702-AK1681_HF35GDSX2_L2_1.sort.GT,Ca21chr3_C_albicans_SC5314,1204789,1205050,0.3896,right
