chromosome,position,absolute_pos,cumulative_recom_cnt,chromosome_arm 
Ca21chr4_C_albicans_SC5314,1089897,8299897,84,right
Ca21chr4_C_albicans_SC5314,1111362,8321362,86,right
Ca21chr4_C_albicans_SC5314,1161993,8371993,91,right
Ca21chr4_C_albicans_SC5314,1164048,8374048,94,right
Ca21chr4_C_albicans_SC5314,1276131,8486131,96,right
Ca21chr4_C_albicans_SC5314,1289176,8499176,97,right
Ca21chr4_C_albicans_SC5314,1312373,8522373,100,right
Ca21chr4_C_albicans_SC5314,1346384,8556384,101,right
Ca21chr4_C_albicans_SC5314,1407118,8617118,107,right
Ca21chr4_C_albicans_SC5314,1421732,8631732,109,right
Ca21chr4_C_albicans_SC5314,1456716,8666716,113,right
Ca21chr4_C_albicans_SC5314,1560186,8770186,118,right
Ca21chr4_C_albicans_SC5314,1568599,8778599,119,right
Ca21chr4_C_albicans_SC5314,1582703,8792703,120,right
Ca21chr4_C_albicans_SC5314,1583850,8793850,124,right
Ca21chr4_C_albicans_SC5314,1588018,8798018,130,right
Ca21chr6_C_albicans_SC5314,16572,10016572,221,left
Ca21chr6_C_albicans_SC5314,23871,10023871,219,left
Ca21chr6_C_albicans_SC5314,106108,10106108,213,left
Ca21chr6_C_albicans_SC5314,122161,10122161,212,left
Ca21chr6_C_albicans_SC5314,122164,10122164,211,left
Ca21chr6_C_albicans_SC5314,146907,10146907,205,left
Ca21chr6_C_albicans_SC5314,169513,10169513,202,left
Ca21chr6_C_albicans_SC5314,172638,10172638,199,left
Ca21chr6_C_albicans_SC5314,189166,10189166,193,left
Ca21chr6_C_albicans_SC5314,204486,10204486,192,left
Ca21chr6_C_albicans_SC5314,217785,10217785,143,left
Ca21chr6_C_albicans_SC5314,222312,10222312,94,left
Ca21chr6_C_albicans_SC5314,227677,10227677,90,left
Ca21chr6_C_albicans_SC5314,234887,10234887,87,left
Ca21chr6_C_albicans_SC5314,250435,10250435,84,left
Ca21chr6_C_albicans_SC5314,252248,10252248,80,left
Ca21chr6_C_albicans_SC5314,351187,10351187,74,left
Ca21chr6_C_albicans_SC5314,354171,10354171,73,left
Ca21chr6_C_albicans_SC5314,462156,10462156,72,left
Ca21chr6_C_albicans_SC5314,519401,10519401,69,left
Ca21chr6_C_albicans_SC5314,532993,10532993,66,left
Ca21chr6_C_albicans_SC5314,542069,10542069,62,left
Ca21chr6_C_albicans_SC5314,572388,10572388,60,left
Ca21chr6_C_albicans_SC5314,587007,10587007,55,left
Ca21chr6_C_albicans_SC5314,608422,10608422,49,left
Ca21chr6_C_albicans_SC5314,615807,10615807,48,left
Ca21chr6_C_albicans_SC5314,691831,10691831,43,left
Ca21chr6_C_albicans_SC5314,692203,10692203,42,left
Ca21chr6_C_albicans_SC5314,698880,10698880,41,left
Ca21chr6_C_albicans_SC5314,883040,10883040,39,left
Ca21chr6_C_albicans_SC5314,886530,10886530,35,left
Ca21chr6_C_albicans_SC5314,891058,10891058,34,left
Ca21chr6_C_albicans_SC5314,904727,10904727,3,left
Ca21chr6_C_albicans_SC5314,981916,10981916,0,left
Ca21chr6_C_albicans_SC5314,981916,10981916,0,right
Ca21chr6_C_albicans_SC5314,997576,10997576,24,right
Ca21chr6_C_albicans_SC5314,997579,10997579,25,right
Ca21chr1_C_albicans_SC5314,140213,140213,150,left
Ca21chr1_C_albicans_SC5314,343770,343770,149,left
Ca21chr1_C_albicans_SC5314,345354,345354,147,left
Ca21chr1_C_albicans_SC5314,360421,360421,141,left
Ca21chr1_C_albicans_SC5314,407561,407561,136,left
Ca21chr1_C_albicans_SC5314,410636,410636,130,left
Ca21chr1_C_albicans_SC5314,410639,410639,125,left
Ca21chr1_C_albicans_SC5314,421674,421674,118,left
Ca21chr1_C_albicans_SC5314,421935,421935,110,left
Ca21chr1_C_albicans_SC5314,448254,448254,107,left
Ca21chr1_C_albicans_SC5314,471500,471500,104,left
Ca21chr1_C_albicans_SC5314,516336,516336,99,left
Ca21chr1_C_albicans_SC5314,526802,526802,92,left
Ca21chr1_C_albicans_SC5314,539522,539522,91,left
Ca21chr1_C_albicans_SC5314,768710,768710,85,left
Ca21chr1_C_albicans_SC5314,785824,785824,81,left
Ca21chr1_C_albicans_SC5314,792860,792860,78,left
Ca21chr1_C_albicans_SC5314,842973,842973,73,left
Ca21chr1_C_albicans_SC5314,911819,911819,67,left
Ca21chr1_C_albicans_SC5314,916235,916235,66,left
Ca21chr1_C_albicans_SC5314,957129,957129,61,left
Ca21chr1_C_albicans_SC5314,987329,987329,60,left
Ca21chr1_C_albicans_SC5314,1006406,1006406,58,left
Ca21chr1_C_albicans_SC5314,1044771,1044771,56,left
Ca21chr1_C_albicans_SC5314,1045575,1045575,50,left
Ca21chr1_C_albicans_SC5314,1085100,1085100,44,left
Ca21chr1_C_albicans_SC5314,1211950,1211950,43,left
Ca21chr1_C_albicans_SC5314,1231884,1231884,38,left
Ca21chr1_C_albicans_SC5314,1260230,1260230,32,left
Ca21chr1_C_albicans_SC5314,1260659,1260659,27,left
Ca21chr1_C_albicans_SC5314,1395146,1395146,25,left
Ca21chr1_C_albicans_SC5314,1399766,1399766,23,left
Ca21chr1_C_albicans_SC5314,1428320,1428320,21,left
Ca21chr1_C_albicans_SC5314,1428713,1428713,20,left
Ca21chr1_C_albicans_SC5314,1448123,1448123,17,left
Ca21chr1_C_albicans_SC5314,1448527,1448527,15,left
Ca21chr1_C_albicans_SC5314,1456496,1456496,14,left
Ca21chr1_C_albicans_SC5314,1457422,1457422,12,left
Ca21chr1_C_albicans_SC5314,1459156,1459156,11,left
Ca21chr1_C_albicans_SC5314,1482129,1482129,10,left
Ca21chr1_C_albicans_SC5314,1532105,1532105,7,left
Ca21chr1_C_albicans_SC5314,1536772,1536772,5,left
Ca21chr1_C_albicans_SC5314,1545856,1545856,3,left
Ca21chr1_C_albicans_SC5314,1564502,1564502,0,left
Ca21chr1_C_albicans_SC5314,1564502,1564502,0,right
Ca21chr1_C_albicans_SC5314,1615837,1615837,36,right
Ca21chr1_C_albicans_SC5314,1646245,1646245,38,right
Ca21chr1_C_albicans_SC5314,1658440,1658440,40,right
Ca21chr1_C_albicans_SC5314,1768491,1768491,44,right
Ca21chr1_C_albicans_SC5314,1836610,1836610,45,right
Ca21chr1_C_albicans_SC5314,1841810,1841810,46,right
Ca21chr1_C_albicans_SC5314,1865571,1865571,47,right
Ca21chr1_C_albicans_SC5314,1886711,1886711,48,right
Ca21chr1_C_albicans_SC5314,1913698,1913698,50,right
Ca21chr1_C_albicans_SC5314,1939330,1939330,53,right
Ca21chr1_C_albicans_SC5314,1972997,1972997,55,right
Ca21chr1_C_albicans_SC5314,1988806,1988806,59,right
Ca21chr1_C_albicans_SC5314,2063322,2063322,62,right
Ca21chr1_C_albicans_SC5314,2067878,2067878,63,right
Ca21chr1_C_albicans_SC5314,2106167,2106167,66,right
Ca21chr1_C_albicans_SC5314,2110030,2110030,67,right
Ca21chr1_C_albicans_SC5314,2122427,2122427,69,right
Ca21chr1_C_albicans_SC5314,2126774,2126774,70,right
Ca21chr1_C_albicans_SC5314,2129301,2129301,73,right
Ca21chr1_C_albicans_SC5314,2132256,2132256,76,right
Ca21chr1_C_albicans_SC5314,2140632,2140632,81,right
Ca21chr1_C_albicans_SC5314,2148083,2148083,87,right
Ca21chr1_C_albicans_SC5314,2200247,2200247,120,right
Ca21chr1_C_albicans_SC5314,2210455,2210455,149,right
Ca21chr1_C_albicans_SC5314,2215039,2215039,152,right
Ca21chr1_C_albicans_SC5314,2230627,2230627,153,right
Ca21chr1_C_albicans_SC5314,2254274,2254274,159,right
Ca21chr1_C_albicans_SC5314,2254277,2254277,160,right
Ca21chr1_C_albicans_SC5314,2264867,2264867,165,right
Ca21chr1_C_albicans_SC5314,2309057,2309057,166,right
Ca21chr1_C_albicans_SC5314,2319130,2319130,171,right
Ca21chr1_C_albicans_SC5314,2321388,2321388,177,right
Ca21chr1_C_albicans_SC5314,2356969,2356969,180,right
Ca21chr1_C_albicans_SC5314,2387679,2387679,185,right
Ca21chr1_C_albicans_SC5314,2401920,2401920,186,right
Ca21chr1_C_albicans_SC5314,2403174,2403174,188,right
Ca21chr1_C_albicans_SC5314,2407600,2407600,189,right
Ca21chr1_C_albicans_SC5314,2424695,2424695,191,right
Ca21chr1_C_albicans_SC5314,2450449,2450449,196,right
Ca21chr1_C_albicans_SC5314,2520891,2520891,201,right
Ca21chr1_C_albicans_SC5314,2529150,2529150,204,right
Ca21chr1_C_albicans_SC5314,2533322,2533322,207,right
Ca21chr1_C_albicans_SC5314,2549189,2549189,208,right
Ca21chr1_C_albicans_SC5314,2578057,2578057,212,right
Ca21chr1_C_albicans_SC5314,2644641,2644641,217,right
Ca21chr1_C_albicans_SC5314,2681626,2681626,221,right
Ca21chr1_C_albicans_SC5314,2712235,2712235,225,right
Ca21chr1_C_albicans_SC5314,2772472,2772472,230,right
Ca21chr1_C_albicans_SC5314,2774165,2774165,231,right
Ca21chr1_C_albicans_SC5314,2776315,2776315,234,right
Ca21chr1_C_albicans_SC5314,2781753,2781753,237,right
Ca21chr1_C_albicans_SC5314,2785670,2785670,238,right
Ca21chr1_C_albicans_SC5314,2829972,2829972,242,right
Ca21chr1_C_albicans_SC5314,2902285,2902285,243,right
Ca21chr1_C_albicans_SC5314,2910094,2910094,249,right
Ca21chr1_C_albicans_SC5314,2953944,2953944,255,right
Ca21chr1_C_albicans_SC5314,2997130,2997130,259,right
Ca21chr1_C_albicans_SC5314,2998485,2998485,262,right
Ca21chr1_C_albicans_SC5314,3025351,3025351,263,right
Ca21chr1_C_albicans_SC5314,3028909,3028909,265,right
Ca21chr1_C_albicans_SC5314,3029227,3029227,271,right
Ca21chr1_C_albicans_SC5314,3053044,3053044,278,right
Ca21chr1_C_albicans_SC5314,3073510,3073510,281,right
Ca21chr1_C_albicans_SC5314,3096611,3096611,285,right
Ca21chr1_C_albicans_SC5314,3100468,3100468,286,right
Ca21chr1_C_albicans_SC5314,3138958,3138958,287,right
Ca21chr1_C_albicans_SC5314,3159629,3159629,289,right
Ca21chr1_C_albicans_SC5314,3177404,3177404,290,right
Ca21chr5_C_albicans_SC5314,6413,8816413,144,left
Ca21chr5_C_albicans_SC5314,7577,8817577,138,left
Ca21chr5_C_albicans_SC5314,45583,8855583,131,left
Ca21chr5_C_albicans_SC5314,69537,8879537,124,left
Ca21chr5_C_albicans_SC5314,69540,8879540,117,left
Ca21chr5_C_albicans_SC5314,72653,8882653,112,left
Ca21chr5_C_albicans_SC5314,73341,8883341,107,left
Ca21chr5_C_albicans_SC5314,83078,8893078,102,left
Ca21chr5_C_albicans_SC5314,101006,8911006,100,left
Ca21chr5_C_albicans_SC5314,106204,8916204,95,left
Ca21chr5_C_albicans_SC5314,106646,8916646,92,left
Ca21chr5_C_albicans_SC5314,193689,9003689,90,left
Ca21chr5_C_albicans_SC5314,213554,9023554,89,left
Ca21chr5_C_albicans_SC5314,222805,9032805,88,left
Ca21chr5_C_albicans_SC5314,249872,9059872,87,left
Ca21chr5_C_albicans_SC5314,250008,9060008,84,left
Ca21chr5_C_albicans_SC5314,271353,9081353,81,left
Ca21chr5_C_albicans_SC5314,273320,9083320,80,left
Ca21chr5_C_albicans_SC5314,299686,9109686,76,left
Ca21chr5_C_albicans_SC5314,327867,9137867,75,left
Ca21chr5_C_albicans_SC5314,366923,9176923,70,left
Ca21chr5_C_albicans_SC5314,370242,9180242,66,left
Ca21chr5_C_albicans_SC5314,386310,9196310,65,left
Ca21chr5_C_albicans_SC5314,394378,9204378,62,left
Ca21chr5_C_albicans_SC5314,410808,9220808,58,left
Ca21chr5_C_albicans_SC5314,413387,9223387,23,left
Ca21chr5_C_albicans_SC5314,426284,9236284,19,left
Ca21chr5_C_albicans_SC5314,470230,9280230,0,left
Ca21chr5_C_albicans_SC5314,470230,9280230,0,right
Ca21chr5_C_albicans_SC5314,509209,9319209,4,right
Ca21chr5_C_albicans_SC5314,529310,9339310,11,right
Ca21chr5_C_albicans_SC5314,538142,9348142,28,right
Ca21chr5_C_albicans_SC5314,551628,9361628,29,right
Ca21chr5_C_albicans_SC5314,559933,9369933,38,right
Ca21chr5_C_albicans_SC5314,571678,9381678,41,right
Ca21chr5_C_albicans_SC5314,742412,9552412,48,right
Ca21chr5_C_albicans_SC5314,749581,9559581,55,right
Ca21chr5_C_albicans_SC5314,775923,9585923,58,right
Ca21chr5_C_albicans_SC5314,786266,9596266,60,right
Ca21chr5_C_albicans_SC5314,787628,9597628,65,right
Ca21chr5_C_albicans_SC5314,802354,9612354,72,right
Ca21chr5_C_albicans_SC5314,802960,9612960,76,right
Ca21chr5_C_albicans_SC5314,813407,9623407,77,right
Ca21chr5_C_albicans_SC5314,852807,9662807,83,right
Ca21chr5_C_albicans_SC5314,868588,9678588,89,right
Ca21chr5_C_albicans_SC5314,914588,9724588,95,right
Ca21chr5_C_albicans_SC5314,942171,9752171,98,right
Ca21chr5_C_albicans_SC5314,943186,9753186,101,right
Ca21chr5_C_albicans_SC5314,1043059,9853059,104,right
Ca21chr5_C_albicans_SC5314,1043803,9853803,106,right
Ca21chr5_C_albicans_SC5314,1053585,9863585,112,right
Ca21chr5_C_albicans_SC5314,1055374,9865374,119,right
Ca21chr5_C_albicans_SC5314,1095790,9905790,123,right
Ca21chr5_C_albicans_SC5314,1111372,9921372,127,right
Ca21chr5_C_albicans_SC5314,1112391,9922391,134,right
Ca21chr5_C_albicans_SC5314,1125392,9935392,139,right
Ca21chr5_C_albicans_SC5314,1175162,9985162,141,right
Ca21chr7_C_albicans_SC5314,86767,11116767,66,left
Ca21chr7_C_albicans_SC5314,97693,11127693,60,left
Ca21chr7_C_albicans_SC5314,134797,11164797,54,left
Ca21chr7_C_albicans_SC5314,139710,11169710,53,left
Ca21chr7_C_albicans_SC5314,224765,11254765,50,left
Ca21chr7_C_albicans_SC5314,243279,11273279,49,left
Ca21chr7_C_albicans_SC5314,276806,11306806,48,left
Ca21chr7_C_albicans_SC5314,277222,11307222,47,left
Ca21chr7_C_albicans_SC5314,287382,11317382,46,left
Ca21chr7_C_albicans_SC5314,359514,11389514,39,left
Ca21chr7_C_albicans_SC5314,366843,11396843,38,left
Ca21chr7_C_albicans_SC5314,369500,11399500,32,left
Ca21chr7_C_albicans_SC5314,427262,11457262,0,left
Ca21chr7_C_albicans_SC5314,427262,11457262,0,right
Ca21chr7_C_albicans_SC5314,509857,11539857,6,right
Ca21chr7_C_albicans_SC5314,700782,11730782,7,right
Ca21chr7_C_albicans_SC5314,798216,11828216,11,right
Ca21chr7_C_albicans_SC5314,803868,11833868,15,right
Ca21chr7_C_albicans_SC5314,812665,11842665,22,right
Ca21chr7_C_albicans_SC5314,840173,11870173,29,right
Ca21chr7_C_albicans_SC5314,870017,11900017,36,right
Ca21chr7_C_albicans_SC5314,874877,11904877,42,right
Ca21chr7_C_albicans_SC5314,937326,11967326,43,right
Ca21chrR_C_albicans_SC5314,88028,12063028,123,left
Ca21chrR_C_albicans_SC5314,135573,12110573,116,left
Ca21chrR_C_albicans_SC5314,229494,12204494,110,left
Ca21chrR_C_albicans_SC5314,230417,12205417,108,left
Ca21chrR_C_albicans_SC5314,233770,12208770,103,left
Ca21chrR_C_albicans_SC5314,241264,12216264,97,left
Ca21chrR_C_albicans_SC5314,300121,12275121,91,left
Ca21chrR_C_albicans_SC5314,340126,12315126,86,left
Ca21chrR_C_albicans_SC5314,454935,12429935,82,left
Ca21chrR_C_albicans_SC5314,499603,12474603,81,left
Ca21chrR_C_albicans_SC5314,672947,12647947,80,left
Ca21chrR_C_albicans_SC5314,702606,12677606,78,left
Ca21chrR_C_albicans_SC5314,901524,12876524,74,left
Ca21chrR_C_albicans_SC5314,902647,12877647,70,left
Ca21chrR_C_albicans_SC5314,903372,12878372,68,left
Ca21chrR_C_albicans_SC5314,946304,12921304,63,left
Ca21chrR_C_albicans_SC5314,1082430,13057430,60,left
Ca21chrR_C_albicans_SC5314,1157060,13132060,57,left
Ca21chrR_C_albicans_SC5314,1220671,13195671,52,left
Ca21chrR_C_albicans_SC5314,1248760,13223760,48,left
Ca21chrR_C_albicans_SC5314,1253068,13228068,47,left
Ca21chrR_C_albicans_SC5314,1260257,13235257,42,left
Ca21chrR_C_albicans_SC5314,1299927,13274927,41,left
Ca21chrR_C_albicans_SC5314,1397499,13372499,38,left
Ca21chrR_C_albicans_SC5314,1397735,13372735,37,left
Ca21chrR_C_albicans_SC5314,1447324,13422324,31,left
Ca21chrR_C_albicans_SC5314,1450462,13425462,29,left
Ca21chrR_C_albicans_SC5314,1672229,13647229,22,left
Ca21chrR_C_albicans_SC5314,1708283,13683283,4,left
Ca21chrR_C_albicans_SC5314,1745427,13720427,0,left
Ca21chrR_C_albicans_SC5314,1745427,13720427,0,right
Ca21chrR_C_albicans_SC5314,1833045,13808045,2,right
Ca21chrR_C_albicans_SC5314,1857047,13832047,9,right
Ca21chrR_C_albicans_SC5314,1866468,13841468,23,right
Ca21chrR_C_albicans_SC5314,1918497,13893497,30,right
Ca21chrR_C_albicans_SC5314,2012934,13987934,31,right
Ca21chrR_C_albicans_SC5314,2020177,13995177,32,right
Ca21chrR_C_albicans_SC5314,2025618,14000618,34,right
Ca21chrR_C_albicans_SC5314,2026657,14001657,36,right
Ca21chrR_C_albicans_SC5314,2028380,14003380,40,right
Ca21chrR_C_albicans_SC5314,2042604,14017604,47,right
Ca21chrR_C_albicans_SC5314,2044890,14019890,52,right
Ca21chrR_C_albicans_SC5314,2079214,14054214,57,right
Ca21chrR_C_albicans_SC5314,2080341,14055341,64,right
Ca21chrR_C_albicans_SC5314,2102939,14077939,71,right
Ca21chrR_C_albicans_SC5314,2159623,14134623,78,right
Ca21chrR_C_albicans_SC5314,2213481,14188481,79,right
Ca21chrR_C_albicans_SC5314,2279104,14254104,81,right
Ca21chr2_C_albicans_SC5314,8421,3193421,70,left
Ca21chr2_C_albicans_SC5314,38597,3223597,69,left
Ca21chr2_C_albicans_SC5314,128128,3313128,68,left
Ca21chr2_C_albicans_SC5314,261355,3446355,65,left
Ca21chr2_C_albicans_SC5314,296487,3481487,62,left
Ca21chr2_C_albicans_SC5314,369569,3554569,60,left
Ca21chr2_C_albicans_SC5314,454503,3639503,54,left
Ca21chr2_C_albicans_SC5314,548902,3733902,50,left
Ca21chr2_C_albicans_SC5314,619998,3804998,49,left
Ca21chr2_C_albicans_SC5314,884356,4069356,46,left
Ca21chr2_C_albicans_SC5314,897252,4082252,43,left
Ca21chr2_C_albicans_SC5314,908150,4093150,39,left
Ca21chr2_C_albicans_SC5314,922331,4107331,38,left
Ca21chr2_C_albicans_SC5314,945281,4130281,36,left
Ca21chr2_C_albicans_SC5314,1057695,4242695,33,left
Ca21chr2_C_albicans_SC5314,1230812,4415812,29,left
Ca21chr2_C_albicans_SC5314,1255116,4440116,28,left
Ca21chr2_C_albicans_SC5314,1272172,4457172,27,left
Ca21chr2_C_albicans_SC5314,1347002,4532002,24,left
Ca21chr2_C_albicans_SC5314,1385464,4570464,22,left
Ca21chr2_C_albicans_SC5314,1389581,4574581,21,left
Ca21chr2_C_albicans_SC5314,1414278,4599278,20,left
Ca21chr2_C_albicans_SC5314,1479209,4664209,16,left
Ca21chr2_C_albicans_SC5314,1560751,4745751,12,left
Ca21chr2_C_albicans_SC5314,1680115,4865115,9,left
Ca21chr2_C_albicans_SC5314,1795919,4980919,6,left
Ca21chr2_C_albicans_SC5314,1871610,5056610,3,left
Ca21chr2_C_albicans_SC5314,1928734,5113734,0,left
Ca21chr2_C_albicans_SC5314,1928734,5113734,0,right
Ca21chr2_C_albicans_SC5314,2022082,5207082,4,right
Ca21chr2_C_albicans_SC5314,2028393,5213393,7,right
Ca21chr2_C_albicans_SC5314,2076808,5261808,8,right
Ca21chr2_C_albicans_SC5314,2095790,5280790,9,right
Ca21chr2_C_albicans_SC5314,2110816,5295816,10,right
Ca21chr2_C_albicans_SC5314,2170348,5355348,11,right
Ca21chr2_C_albicans_SC5314,2192834,5377834,14,right
Ca21chr2_C_albicans_SC5314,2195109,5380109,17,right
Ca21chr2_C_albicans_SC5314,2211505,5396505,21,right
Ca21chr2_C_albicans_SC5314,2223566,5408566,25,right
