chromosome,position,absolute_pos,cumulative_recom_cnt,chromosome_arm 
Ca21chr2_C_albicans_SC5314,1536883,4721883,28,left
Ca21chr2_C_albicans_SC5314,1560751,4745751,25,left
Ca21chr2_C_albicans_SC5314,1679778,4864778,22,left
Ca21chr2_C_albicans_SC5314,1714731,4899731,21,left
Ca21chr2_C_albicans_SC5314,1715470,4900470,20,left
Ca21chr2_C_albicans_SC5314,1725320,4910320,19,left
Ca21chr2_C_albicans_SC5314,1745724,4930724,18,left
Ca21chr2_C_albicans_SC5314,1757907,4942907,16,left
Ca21chr2_C_albicans_SC5314,1795919,4980919,13,left
Ca21chr2_C_albicans_SC5314,1796627,4981627,9,left
Ca21chr2_C_albicans_SC5314,1850976,5035976,6,left
Ca21chr2_C_albicans_SC5314,1898839,5083839,2,left
Ca21chr2_C_albicans_SC5314,1899786,5084786,1,left
Ca21chr2_C_albicans_SC5314,1928734,5113734,0,left
Ca21chr2_C_albicans_SC5314,1928734,5113734,0,right
Ca21chr2_C_albicans_SC5314,1969418,5154418,32,right
Ca21chr2_C_albicans_SC5314,1994962,5179962,36,right
Ca21chr2_C_albicans_SC5314,2042921,5227921,42,right
Ca21chr2_C_albicans_SC5314,2066227,5251227,47,right
Ca21chr2_C_albicans_SC5314,2095790,5280790,52,right
Ca21chr2_C_albicans_SC5314,2096670,5281670,56,right
Ca21chr2_C_albicans_SC5314,2215685,5400685,57,right
Ca21chr2_C_albicans_SC5314,2225877,5410877,58,right
Ca21chr2_C_albicans_SC5314,2225880,5410880,59,right
Ca21chr3_C_albicans_SC5314,57276,5472276,197,left
Ca21chr3_C_albicans_SC5314,62829,5477829,187,left
Ca21chr3_C_albicans_SC5314,96280,5511280,186,left
Ca21chr3_C_albicans_SC5314,129411,5544411,178,left
Ca21chr3_C_albicans_SC5314,187959,5602959,168,left
Ca21chr3_C_albicans_SC5314,245030,5660030,167,left
Ca21chr3_C_albicans_SC5314,257788,5672788,152,left
Ca21chr3_C_albicans_SC5314,291033,5706033,139,left
Ca21chr3_C_albicans_SC5314,303970,5718970,136,left
Ca21chr3_C_albicans_SC5314,306276,5721276,135,left
Ca21chr3_C_albicans_SC5314,340117,5755117,128,left
Ca21chr3_C_albicans_SC5314,392172,5807172,121,left
Ca21chr3_C_albicans_SC5314,484825,5899825,119,left
Ca21chr3_C_albicans_SC5314,493669,5908669,113,left
Ca21chr3_C_albicans_SC5314,501530,5916530,107,left
Ca21chr3_C_albicans_SC5314,511770,5926770,93,left
Ca21chr3_C_albicans_SC5314,570282,5985282,80,left
Ca21chr3_C_albicans_SC5314,581101,5996101,75,left
Ca21chr3_C_albicans_SC5314,585343,6000343,61,left
Ca21chr3_C_albicans_SC5314,654733,6069733,48,left
Ca21chr3_C_albicans_SC5314,679291,6094291,42,left
Ca21chr3_C_albicans_SC5314,715074,6130074,33,left
Ca21chr3_C_albicans_SC5314,742601,6157601,29,left
Ca21chr3_C_albicans_SC5314,742604,6157604,24,left
Ca21chr3_C_albicans_SC5314,798643,6213643,4,left
Ca21chr3_C_albicans_SC5314,824907,6239907,0,left
Ca21chr3_C_albicans_SC5314,824907,6239907,0,right
Ca21chr3_C_albicans_SC5314,892156,6307156,3,right
Ca21chr3_C_albicans_SC5314,937566,6352566,4,right
Ca21chr3_C_albicans_SC5314,946578,6361578,6,right
Ca21chr3_C_albicans_SC5314,950395,6365395,7,right
Ca21chr3_C_albicans_SC5314,958944,6373944,8,right
Ca21chr3_C_albicans_SC5314,1119323,6534323,14,right
Ca21chr3_C_albicans_SC5314,1147874,6562874,16,right
Ca21chr3_C_albicans_SC5314,1199648,6614648,21,right
Ca21chr3_C_albicans_SC5314,1239380,6654380,23,right
Ca21chr3_C_albicans_SC5314,1239383,6654383,26,right
Ca21chr3_C_albicans_SC5314,1260714,6675714,27,right
Ca21chr3_C_albicans_SC5314,1327538,6742538,32,right
Ca21chr3_C_albicans_SC5314,1444346,6859346,34,right
Ca21chr3_C_albicans_SC5314,1460823,6875823,47,right
Ca21chr3_C_albicans_SC5314,1489005,6904005,62,right
Ca21chr3_C_albicans_SC5314,1489867,6904867,64,right
Ca21chr3_C_albicans_SC5314,1506534,6921534,67,right
Ca21chr3_C_albicans_SC5314,1519281,6934281,69,right
Ca21chr3_C_albicans_SC5314,1530626,6945626,72,right
Ca21chr3_C_albicans_SC5314,1578568,6993568,73,right
Ca21chr3_C_albicans_SC5314,1610006,7025006,74,right
Ca21chr3_C_albicans_SC5314,1611373,7026373,77,right
Ca21chr3_C_albicans_SC5314,1627306,7042306,80,right
Ca21chr3_C_albicans_SC5314,1631452,7046452,81,right
Ca21chr3_C_albicans_SC5314,1785101,7200101,88,right
Ca21chr4_C_albicans_SC5314,35824,7245824,119,left
Ca21chr4_C_albicans_SC5314,63892,7273892,117,left
Ca21chr4_C_albicans_SC5314,77983,7287983,114,left
Ca21chr4_C_albicans_SC5314,118027,7328027,110,left
Ca21chr4_C_albicans_SC5314,140589,7350589,107,left
Ca21chr4_C_albicans_SC5314,167876,7377876,104,left
Ca21chr4_C_albicans_SC5314,220402,7430402,101,left
Ca21chr4_C_albicans_SC5314,223530,7433530,99,left
Ca21chr4_C_albicans_SC5314,275252,7485252,97,left
Ca21chr4_C_albicans_SC5314,330385,7540385,91,left
Ca21chr4_C_albicans_SC5314,334184,7544184,87,left
Ca21chr4_C_albicans_SC5314,359579,7569579,85,left
Ca21chr4_C_albicans_SC5314,360737,7570737,77,left
Ca21chr4_C_albicans_SC5314,363542,7573542,74,left
Ca21chr4_C_albicans_SC5314,365912,7575912,72,left
Ca21chr4_C_albicans_SC5314,406047,7616047,70,left
Ca21chr4_C_albicans_SC5314,484379,7694379,68,left
Ca21chr4_C_albicans_SC5314,521015,7731015,66,left
Ca21chr4_C_albicans_SC5314,528978,7738978,64,left
Ca21chr4_C_albicans_SC5314,626990,7836990,62,left
Ca21chr4_C_albicans_SC5314,717564,7927564,60,left
Ca21chr4_C_albicans_SC5314,736077,7946077,59,left
Ca21chr4_C_albicans_SC5314,779244,7989244,54,left
Ca21chr4_C_albicans_SC5314,779913,7989913,49,left
Ca21chr4_C_albicans_SC5314,799702,8009702,48,left
Ca21chr4_C_albicans_SC5314,821358,8031358,40,left
Ca21chr4_C_albicans_SC5314,857635,8067635,37,left
Ca21chr4_C_albicans_SC5314,860173,8070173,33,left
Ca21chr4_C_albicans_SC5314,861247,8071247,18,left
Ca21chr4_C_albicans_SC5314,916773,8126773,8,left
Ca21chr4_C_albicans_SC5314,962309,8172309,3,left
Ca21chr4_C_albicans_SC5314,963390,8173390,2,left
Ca21chr4_C_albicans_SC5314,994398,8204398,0,left
Ca21chr4_C_albicans_SC5314,994398,8204398,0,right
Ca21chr4_C_albicans_SC5314,1021617,8231617,8,right
Ca21chr4_C_albicans_SC5314,1032647,8242647,9,right
Ca21chr4_C_albicans_SC5314,1062389,8272389,13,right
Ca21chr4_C_albicans_SC5314,1113691,8323691,15,right
Ca21chr4_C_albicans_SC5314,1161993,8371993,17,right
Ca21chr4_C_albicans_SC5314,1194165,8404165,22,right
Ca21chr4_C_albicans_SC5314,1247243,8457243,27,right
Ca21chr4_C_albicans_SC5314,1276131,8486131,28,right
Ca21chr4_C_albicans_SC5314,1288361,8498361,29,right
Ca21chr4_C_albicans_SC5314,1407118,8617118,32,right
Ca21chr4_C_albicans_SC5314,1490403,8700403,36,right
Ca21chr4_C_albicans_SC5314,1505052,8715052,45,right
Ca21chr4_C_albicans_SC5314,1588018,8798018,56,right
Ca21chr5_C_albicans_SC5314,185277,8995277,93,left
Ca21chr5_C_albicans_SC5314,254183,9064183,91,left
Ca21chr5_C_albicans_SC5314,258847,9068847,89,left
Ca21chr5_C_albicans_SC5314,259573,9069573,87,left
Ca21chr5_C_albicans_SC5314,271742,9081742,85,left
Ca21chr5_C_albicans_SC5314,299686,9109686,83,left
Ca21chr5_C_albicans_SC5314,326787,9136787,81,left
Ca21chr5_C_albicans_SC5314,327867,9137867,73,left
Ca21chr5_C_albicans_SC5314,327870,9137870,69,left
Ca21chr5_C_albicans_SC5314,337051,9147051,67,left
Ca21chr5_C_albicans_SC5314,395979,9205979,2,left
Ca21chr5_C_albicans_SC5314,470230,9280230,0,left
Ca21chr5_C_albicans_SC5314,470230,9280230,0,right
Ca21chr5_C_albicans_SC5314,537244,9347244,2,right
Ca21chr5_C_albicans_SC5314,538142,9348142,8,right
Ca21chr5_C_albicans_SC5314,559933,9369933,30,right
Ca21chr5_C_albicans_SC5314,562030,9372030,32,right
Ca21chr5_C_albicans_SC5314,566688,9376688,36,right
Ca21chr5_C_albicans_SC5314,633692,9443692,37,right
Ca21chr5_C_albicans_SC5314,706609,9516609,38,right
Ca21chr5_C_albicans_SC5314,715045,9525045,41,right
Ca21chr5_C_albicans_SC5314,715048,9525048,44,right
Ca21chr5_C_albicans_SC5314,767953,9577953,45,right
Ca21chr5_C_albicans_SC5314,787628,9597628,48,right
Ca21chr5_C_albicans_SC5314,802960,9612960,51,right
Ca21chr5_C_albicans_SC5314,811880,9621880,52,right
Ca21chr5_C_albicans_SC5314,915542,9725542,53,right
Ca21chr5_C_albicans_SC5314,942171,9752171,56,right
Ca21chr5_C_albicans_SC5314,971716,9781716,59,right
Ca21chr5_C_albicans_SC5314,1013025,9823025,61,right
Ca21chr5_C_albicans_SC5314,1025026,9835026,63,right
Ca21chr5_C_albicans_SC5314,1032096,9842096,64,right
Ca21chr5_C_albicans_SC5314,1036717,9846717,72,right
Ca21chr5_C_albicans_SC5314,1039873,9849873,77,right
Ca21chr5_C_albicans_SC5314,1046449,9856449,83,right
Ca21chr5_C_albicans_SC5314,1053585,9863585,91,right
Ca21chr5_C_albicans_SC5314,1095790,9905790,96,right
Ca21chr5_C_albicans_SC5314,1118424,9928424,99,right
Ca21chr6_C_albicans_SC5314,69486,10069486,226,left
Ca21chr6_C_albicans_SC5314,80198,10080198,214,left
Ca21chr6_C_albicans_SC5314,86959,10086959,201,left
Ca21chr6_C_albicans_SC5314,127606,10127606,197,left
Ca21chr6_C_albicans_SC5314,134339,10134339,194,left
Ca21chr6_C_albicans_SC5314,146907,10146907,192,left
Ca21chr6_C_albicans_SC5314,158560,10158560,191,left
Ca21chr6_C_albicans_SC5314,160343,10160343,190,left
Ca21chr6_C_albicans_SC5314,172638,10172638,189,left
Ca21chr6_C_albicans_SC5314,181146,10181146,181,left
Ca21chr6_C_albicans_SC5314,183740,10183740,173,left
Ca21chr6_C_albicans_SC5314,185714,10185714,172,left
Ca21chr6_C_albicans_SC5314,263100,10263100,171,left
Ca21chr6_C_albicans_SC5314,312503,10312503,160,left
Ca21chr6_C_albicans_SC5314,462896,10462896,147,left
Ca21chr6_C_albicans_SC5314,462899,10462899,124,left
Ca21chr6_C_albicans_SC5314,463689,10463689,102,left
Ca21chr6_C_albicans_SC5314,496922,10496922,92,left
Ca21chr6_C_albicans_SC5314,532993,10532993,83,left
Ca21chr6_C_albicans_SC5314,542069,10542069,72,left
Ca21chr6_C_albicans_SC5314,572388,10572388,69,left
Ca21chr6_C_albicans_SC5314,601093,10601093,68,left
Ca21chr6_C_albicans_SC5314,608422,10608422,67,left
Ca21chr6_C_albicans_SC5314,695898,10695898,62,left
Ca21chr6_C_albicans_SC5314,695901,10695901,61,left
Ca21chr6_C_albicans_SC5314,761497,10761497,51,left
Ca21chr6_C_albicans_SC5314,808231,10808231,41,left
Ca21chr6_C_albicans_SC5314,891055,10891055,30,left
Ca21chr6_C_albicans_SC5314,891058,10891058,28,left
Ca21chr6_C_albicans_SC5314,981916,10981916,0,left
Ca21chr6_C_albicans_SC5314,981916,10981916,0,right
Ca21chr6_C_albicans_SC5314,997235,10997235,32,right
Ca21chr7_C_albicans_SC5314,24965,11054965,205,left
Ca21chr7_C_albicans_SC5314,67821,11097821,182,left
Ca21chr7_C_albicans_SC5314,75902,11105902,181,left
Ca21chr7_C_albicans_SC5314,86767,11116767,176,left
Ca21chr7_C_albicans_SC5314,143521,11173521,158,left
Ca21chr7_C_albicans_SC5314,151748,11181748,139,left
Ca21chr7_C_albicans_SC5314,189899,11219899,128,left
Ca21chr7_C_albicans_SC5314,224765,11254765,115,left
Ca21chr7_C_albicans_SC5314,243279,11273279,92,left
Ca21chr7_C_albicans_SC5314,255788,11285788,69,left
Ca21chr7_C_albicans_SC5314,261266,11291266,44,left
Ca21chr7_C_albicans_SC5314,267716,11297716,18,left
Ca21chr7_C_albicans_SC5314,276806,11306806,17,left
Ca21chr7_C_albicans_SC5314,363210,11393210,16,left
Ca21chr7_C_albicans_SC5314,369500,11399500,15,left
Ca21chr7_C_albicans_SC5314,386154,11416154,3,left
Ca21chr7_C_albicans_SC5314,427262,11457262,0,left
Ca21chr7_C_albicans_SC5314,427262,11457262,0,right
Ca21chr7_C_albicans_SC5314,456215,11486215,34,right
Ca21chr7_C_albicans_SC5314,467083,11497083,35,right
Ca21chr7_C_albicans_SC5314,688603,11718603,36,right
Ca21chr7_C_albicans_SC5314,688906,11718906,37,right
Ca21chr7_C_albicans_SC5314,786200,11816200,67,right
Ca21chr7_C_albicans_SC5314,796263,11826263,97,right
Ca21chr7_C_albicans_SC5314,884936,11914936,98,right
Ca21chr7_C_albicans_SC5314,884939,11914939,99,right
Ca21chrR_C_albicans_SC5314,61007,12036007,137,left
Ca21chrR_C_albicans_SC5314,74645,12049645,135,left
Ca21chrR_C_albicans_SC5314,77570,12052570,133,left
Ca21chrR_C_albicans_SC5314,92502,12067502,132,left
Ca21chrR_C_albicans_SC5314,143037,12118037,131,left
Ca21chrR_C_albicans_SC5314,159303,12134303,128,left
Ca21chrR_C_albicans_SC5314,180139,12155139,126,left
Ca21chrR_C_albicans_SC5314,203452,12178452,121,left
Ca21chrR_C_albicans_SC5314,230417,12205417,111,left
Ca21chrR_C_albicans_SC5314,400679,12375679,101,left
Ca21chrR_C_albicans_SC5314,499600,12474600,96,left
Ca21chrR_C_albicans_SC5314,776535,12751535,92,left
Ca21chrR_C_albicans_SC5314,822896,12797896,87,left
Ca21chrR_C_albicans_SC5314,840859,12815859,82,left
Ca21chrR_C_albicans_SC5314,858872,12833872,74,left
Ca21chrR_C_albicans_SC5314,973239,12948239,66,left
Ca21chrR_C_albicans_SC5314,1014433,12989433,65,left
Ca21chrR_C_albicans_SC5314,1024158,12999158,64,left
Ca21chrR_C_albicans_SC5314,1029628,13004628,62,left
Ca21chrR_C_albicans_SC5314,1082430,13057430,54,left
Ca21chrR_C_albicans_SC5314,1119360,13094360,45,left
Ca21chrR_C_albicans_SC5314,1253068,13228068,43,left
Ca21chrR_C_albicans_SC5314,1296701,13271701,34,left
Ca21chrR_C_albicans_SC5314,1384740,13359740,27,left
Ca21chrR_C_albicans_SC5314,1397735,13372735,18,left
Ca21chrR_C_albicans_SC5314,1536762,13511762,14,left
Ca21chrR_C_albicans_SC5314,1580417,13555417,13,left
Ca21chrR_C_albicans_SC5314,1666005,13641005,12,left
Ca21chrR_C_albicans_SC5314,1666177,13641177,11,left
Ca21chrR_C_albicans_SC5314,1672229,13647229,10,left
Ca21chrR_C_albicans_SC5314,1715233,13690233,4,left
Ca21chrR_C_albicans_SC5314,1745427,13720427,0,left
Ca21chrR_C_albicans_SC5314,1745427,13720427,0,right
Ca21chrR_C_albicans_SC5314,1799189,13774189,9,right
Ca21chrR_C_albicans_SC5314,1833045,13808045,16,right
Ca21chrR_C_albicans_SC5314,1838455,13813455,26,right
Ca21chrR_C_albicans_SC5314,1917093,13892093,60,right
Ca21chrR_C_albicans_SC5314,1918497,13893497,61,right
Ca21chrR_C_albicans_SC5314,1986683,13961683,64,right
Ca21chrR_C_albicans_SC5314,2165736,14140736,66,right
Ca21chrR_C_albicans_SC5314,2284695,14259695,68,right
